task,seed,condition,fold_i,fold_j,fc_alpha_i,fc_alpha_j,sc_alpha_i,sc_alpha_j,prediction_correlation
fluid_intelligence,6,R3,0,1,100.0,100.0,0.001,100.0,0.07027412787036648
fluid_intelligence,6,R3,0,2,100.0,100.0,0.001,100.0,-0.008674263449461804
fluid_intelligence,6,R3,0,3,100.0,100.0,0.001,100.0,-0.13094110860787322
fluid_intelligence,6,R3,0,4,100.0,100.0,0.001,100.0,0.21968633340951885
fluid_intelligence,6,R3,1,2,100.0,100.0,100.0,100.0,-0.10375376846137939
fluid_intelligence,6,R3,1,3,100.0,100.0,100.0,100.0,0.04689761757055321
fluid_intelligence,6,R3,1,4,100.0,100.0,100.0,100.0,-0.003972529685136209
fluid_intelligence,6,R3,2,3,100.0,100.0,100.0,100.0,-0.13729715610409116
fluid_intelligence,6,R3,2,4,100.0,100.0,100.0,100.0,0.08795071886461837
fluid_intelligence,6,R3,3,4,100.0,100.0,100.0,100.0,0.10246949859056824
fluid_intelligence,7,R0,0,1,100.0,100.0,100.0,100.0,-0.22028882078838
fluid_intelligence,7,R0,0,2,100.0,100.0,100.0,100.0,0.012483538490003375
fluid_intelligence,7,R0,0,3,100.0,100.0,100.0,100.0,0.04983620117325671
fluid_intelligence,7,R0,0,4,100.0,100.0,100.0,100.0,0.1135708144230037
fluid_intelligence,7,R0,1,2,100.0,100.0,100.0,100.0,-0.12889498372895375
fluid_intelligence,7,R0,1,3,100.0,100.0,100.0,100.0,-0.08923498873542951
fluid_intelligence,7,R0,1,4,100.0,100.0,100.0,100.0,-0.0360139745975773
fluid_intelligence,7,R0,2,3,100.0,100.0,100.0,100.0,0.057628889541907466
fluid_intelligence,7,R0,2,4,100.0,100.0,100.0,100.0,-0.02717645650352086
fluid_intelligence,7,R0,3,4,100.0,100.0,100.0,100.0,0.01206996005703029
fluid_intelligence,7,R1,0,1,100.0,100.0,100.0,100.0,-0.2618697787666345
fluid_intelligence,7,R1,0,2,100.0,100.0,100.0,100.0,0.04269653138298451
fluid_intelligence,7,R1,0,3,100.0,100.0,100.0,100.0,0.06879550723218075
fluid_intelligence,7,R1,0,4,100.0,100.0,100.0,100.0,0.056192248669474656
fluid_intelligence,7,R1,1,2,100.0,100.0,100.0,100.0,-0.15930388219544847
fluid_intelligence,7,R1,1,3,100.0,100.0,100.0,100.0,-0.12260423809057369
fluid_intelligence,7,R1,1,4,100.0,100.0,100.0,100.0,0.0018393356624329296
fluid_intelligence,7,R1,2,3,100.0,100.0,100.0,100.0,0.0034283475364874135
fluid_intelligence,7,R1,2,4,100.0,100.0,100.0,100.0,0.015792165953788052
fluid_intelligence,7,R1,3,4,100.0,100.0,100.0,100.0,0.10691002492354242
fluid_intelligence,7,R2,0,1,100.0,100.0,100.0,100.0,-0.2431468032408379
fluid_intelligence,7,R2,0,2,100.0,100.0,100.0,100.0,0.004777919265136427
fluid_intelligence,7,R2,0,3,100.0,100.0,100.0,100.0,0.037581219185685834
fluid_intelligence,7,R2,0,4,100.0,100.0,100.0,100.0,0.11132878397057064
fluid_intelligence,7,R2,1,2,100.0,100.0,100.0,100.0,-0.12791545586138592
fluid_intelligence,7,R2,1,3,100.0,100.0,100.0,100.0,-0.06929615480893765
fluid_intelligence,7,R2,1,4,100.0,100.0,100.0,100.0,-0.016989366680815403
fluid_intelligence,7,R2,2,3,100.0,100.0,100.0,100.0,0.06202588130298974
fluid_intelligence,7,R2,2,4,100.0,100.0,100.0,100.0,-0.028090682513250836
fluid_intelligence,7,R2,3,4,100.0,100.0,100.0,100.0,0.013637204645138819
fluid_intelligence,7,R3,0,1,100.0,100.0,100.0,100.0,-0.2607573149741824
fluid_intelligence,7,R3,0,2,100.0,100.0,100.0,100.0,-0.018273636551626563
fluid_intelligence,7,R3,0,3,100.0,100.0,100.0,100.0,0.0223223517375736
fluid_intelligence,7,R3,0,4,100.0,100.0,100.0,100.0,-0.06944852581055931
fluid_intelligence,7,R3,1,2,100.0,100.0,100.0,100.0,-0.14844200650841852
fluid_intelligence,7,R3,1,3,100.0,100.0,100.0,100.0,-0.11224300998030062
fluid_intelligence,7,R3,1,4,100.0,100.0,100.0,100.0,0.09696237524624242
fluid_intelligence,7,R3,2,3,100.0,100.0,100.0,100.0,0.020015019427302706
fluid_intelligence,7,R3,2,4,100.0,100.0,100.0,100.0,0.027568267650547994
fluid_intelligence,7,R3,3,4,100.0,100.0,100.0,100.0,0.06938322395272145
fluid_intelligence,8,R0,0,1,100.0,100.0,100.0,100.0,0.011355526636161368
fluid_intelligence,8,R0,0,2,100.0,100.0,100.0,100.0,0.22980812137438644
fluid_intelligence,8,R0,0,3,100.0,100.0,100.0,100.0,0.05262241377433855
fluid_intelligence,8,R0,0,4,100.0,100.0,100.0,100.0,-0.15669180788193426
fluid_intelligence,8,R0,1,2,100.0,100.0,100.0,100.0,-0.04343661910514687
fluid_intelligence,8,R0,1,3,100.0,100.0,100.0,100.0,-0.010089137035948674
fluid_intelligence,8,R0,1,4,100.0,100.0,100.0,100.0,0.06372372960677399
fluid_intelligence,8,R0,2,3,100.0,100.0,100.0,100.0,0.0371894080386587
fluid_intelligence,8,R0,2,4,100.0,100.0,100.0,100.0,0.3285445304252239
fluid_intelligence,8,R0,3,4,100.0,100.0,100.0,100.0,-0.12364906781597937
fluid_intelligence,8,R1,0,1,100.0,100.0,100.0,100.0,0.002224927584904076
fluid_intelligence,8,R1,0,2,100.0,100.0,100.0,100.0,0.11407146199976056
fluid_intelligence,8,R1,0,3,100.0,100.0,100.0,100.0,0.18488044318194188
fluid_intelligence,8,R1,0,4,100.0,100.0,100.0,100.0,-0.1557122800143664
fluid_intelligence,8,R1,1,2,100.0,100.0,100.0,100.0,-0.0455480458419042
fluid_intelligence,8,R1,1,3,100.0,100.0,100.0,100.0,-0.06949206038245122
fluid_intelligence,8,R1,1,4,100.0,100.0,100.0,100.0,0.06400670432407136
fluid_intelligence,8,R1,2,3,100.0,100.0,100.0,100.0,0.11642232888192336
fluid_intelligence,8,R1,2,4,100.0,100.0,100.0,100.0,0.23037407080898117
fluid_intelligence,8,R1,3,4,100.0,100.0,100.0,100.0,-0.1302663227435487
fluid_intelligence,8,R2,0,1,100.0,100.0,100.0,100.0,0.015721422274463707
fluid_intelligence,8,R2,0,2,100.0,100.0,100.0,100.0,0.23686072202087483
fluid_intelligence,8,R2,0,3,100.0,100.0,100.0,100.0,0.03200879398352217
fluid_intelligence,8,R2,0,4,100.0,100.0,100.0,100.0,-0.14883381765544565
fluid_intelligence,8,R2,1,2,100.0,100.0,100.0,100.0,-0.049923270317040525
fluid_intelligence,8,R2,1,3,100.0,100.0,100.0,100.0,-0.0006203676494596272
fluid_intelligence,8,R2,1,4,100.0,100.0,100.0,100.0,0.0632230820300171
fluid_intelligence,8,R2,2,3,100.0,100.0,100.0,100.0,0.0052567995559473675
fluid_intelligence,8,R2,2,4,100.0,100.0,100.0,100.0,0.33603247679063136
fluid_intelligence,8,R2,3,4,100.0,100.0,100.0,100.0,-0.12149410650733013
fluid_intelligence,8,R3,0,1,100.0,100.0,100.0,100.0,0.017547542084715165
fluid_intelligence,8,R3,0,2,100.0,100.0,100.0,100.0,0.11809840989976167
fluid_intelligence,8,R3,0,3,100.0,100.0,100.0,100.0,0.1405840162819299
fluid_intelligence,8,R3,0,4,100.0,100.0,100.0,100.0,-0.17182007161437074
fluid_intelligence,8,R3,1,2,100.0,100.0,100.0,100.0,-0.05680173267596131
fluid_intelligence,8,R3,1,3,100.0,100.0,100.0,100.0,-0.0538631490732578
fluid_intelligence,8,R3,1,4,100.0,100.0,100.0,100.0,0.0645291191867742
fluid_intelligence,8,R3,2,3,100.0,100.0,100.0,100.0,0.10954386652300259
fluid_intelligence,8,R3,2,4,100.0,100.0,100.0,100.0,0.25460106006682554
fluid_intelligence,8,R3,3,4,100.0,100.0,100.0,100.0,-0.09165115747543019
fluid_intelligence,9,R0,0,1,100.0,100.0,100.0,100.0,0.09989085260904243
fluid_intelligence,9,R0,0,2,100.0,100.0,100.0,100.0,-0.043719593822444246
fluid_intelligence,9,R0,0,3,100.0,100.0,100.0,100.0,-0.09171645933326804
fluid_intelligence,9,R0,0,4,100.0,100.0,100.0,100.0,0.010306809895408192
fluid_intelligence,9,R0,1,2,100.0,100.0,100.0,100.0,-0.10408027775056868
fluid_intelligence,9,R0,1,3,100.0,100.0,100.0,100.0,0.030811593256494817
fluid_intelligence,9,R0,1,4,100.0,100.0,100.0,100.0,0.05331896692460901
fluid_intelligence,9,R0,2,3,100.0,100.0,100.0,100.0,-0.0687302053743429
fluid_intelligence,9,R0,2,4,100.0,100.0,100.0,100.0,-0.105299245763542
fluid_intelligence,9,R0,3,4,100.0,100.0,100.0,100.0,-0.04422024139920114
fluid_intelligence,9,R1,0,1,100.0,100.0,100.0,100.0,0.1203349985307082
fluid_intelligence,9,R1,0,2,100.0,100.0,100.0,100.0,-0.14376204003003887
fluid_intelligence,9,R1,0,3,100.0,100.0,100.0,100.0,-0.08775481329110481
fluid_intelligence,9,R1,0,4,100.0,100.0,100.0,100.0,-0.08886494487434834
fluid_intelligence,9,R1,1,2,100.0,100.0,100.0,100.0,-0.023040672173790012
fluid_intelligence,9,R1,1,3,100.0,100.0,100.0,100.0,0.032313535986765486
fluid_intelligence,9,R1,1,4,100.0,100.0,100.0,100.0,0.00040269479000010883
fluid_intelligence,9,R1,2,3,100.0,100.0,100.0,100.0,-0.07819897476083194
fluid_intelligence,9,R1,2,4,100.0,100.0,100.0,100.0,-0.10995744495597568
fluid_intelligence,9,R1,3,4,100.0,100.0,100.0,100.0,-0.06661877863758559
fluid_intelligence,9,R2,0,1,100.0,100.0,100.0,100.0,0.10706939255278955
fluid_intelligence,9,R2,0,2,100.0,100.0,100.0,100.0,-0.04413317225541734
fluid_intelligence,9,R2,0,3,100.0,100.0,100.0,100.0,-0.1031225171689468
fluid_intelligence,9,R2,0,4,100.0,100.0,100.0,100.0,0.014747336228382367
fluid_intelligence,9,R2,1,2,100.0,100.0,100.0,100.0,-0.10088048671651374
fluid_intelligence,9,R2,1,3,100.0,100.0,100.0,100.0,0.0336631077154145
fluid_intelligence,9,R2,1,4,100.0,100.0,100.0,100.0,0.06603106191704487
fluid_intelligence,9,R2,2,3,100.0,100.0,100.0,100.0,-0.04034566450082172
fluid_intelligence,9,R2,2,4,100.0,100.0,100.0,100.0,-0.12406264624895245
fluid_intelligence,9,R2,3,4,100.0,100.0,100.0,100.0,-0.07937440820191335
fluid_intelligence,9,R3,0,1,100.0,100.0,100.0,100.0,0.11884471684647997
fluid_intelligence,9,R3,0,2,100.0,100.0,100.0,100.0,-0.13662237023976664
fluid_intelligence,9,R3,0,3,100.0,100.0,100.0,100.0,-0.1519247722597708
fluid_intelligence,9,R3,0,4,100.0,100.0,100.0,100.0,0.035469792448928505
fluid_intelligence,9,R3,1,2,100.0,100.0,100.0,100.0,-0.0228665338862224
fluid_intelligence,9,R3,1,3,100.0,100.0,100.0,100.0,0.028199518942980593
fluid_intelligence,9,R3,1,4,100.0,100.0,100.0,100.0,0.03586160359595564
fluid_intelligence,9,R3,2,3,100.0,100.0,100.0,100.0,-0.0544508657937985
fluid_intelligence,9,R3,2,4,100.0,100.0,100.0,100.0,-0.10577812605435291
fluid_intelligence,9,R3,3,4,100.0,100.0,100.0,100.0,-0.07149465068947879
