task,seed,condition,fold_i,fold_j,fc_alpha_i,fc_alpha_j,sc_alpha_i,sc_alpha_j,prediction_correlation
working_memory,8,R2,1,4,100.0,100.0,100.0,100.0,-0.10351432831597393
working_memory,8,R2,2,3,0.001,0.001,100.0,100.0,0.014137852221895713
working_memory,8,R2,2,4,0.001,100.0,100.0,100.0,0.03825600505001034
working_memory,8,R2,3,4,0.001,100.0,100.0,100.0,-0.12980920973868373
working_memory,8,R3,0,1,100.0,100.0,100.0,100.0,0.08542882330716593
working_memory,8,R3,0,2,100.0,0.001,100.0,100.0,0.12795899043327782
working_memory,8,R3,0,3,100.0,0.001,100.0,100.0,-0.1503357603857163
working_memory,8,R3,0,4,100.0,100.0,100.0,100.0,0.16080582492571913
working_memory,8,R3,1,2,100.0,0.001,100.0,100.0,0.17521576822193927
working_memory,8,R3,1,3,100.0,0.001,100.0,100.0,-0.03283595084946834
working_memory,8,R3,1,4,100.0,100.0,100.0,100.0,-0.03488207572838781
working_memory,8,R3,2,3,0.001,0.001,100.0,100.0,-0.003319511106757654
working_memory,8,R3,2,4,0.001,100.0,100.0,100.0,0.03588337088190159
working_memory,8,R3,3,4,0.001,100.0,100.0,100.0,-0.18205069600896812
working_memory,9,R0,0,1,100.0,100.0,100.0,100.0,-0.023130850929851808
working_memory,9,R0,0,2,100.0,100.0,100.0,100.0,0.15939095133923226
working_memory,9,R0,0,3,100.0,100.0,100.0,100.0,0.019732044710005333
working_memory,9,R0,0,4,100.0,0.001,100.0,100.0,-0.13771073453706426
working_memory,9,R0,1,2,100.0,100.0,100.0,100.0,-0.02288830117216835
working_memory,9,R0,1,3,100.0,100.0,100.0,100.0,0.3064725024760288
working_memory,9,R0,1,4,100.0,0.001,100.0,100.0,0.0330318564229819
working_memory,9,R0,2,3,100.0,100.0,100.0,100.0,-0.184815141324104
working_memory,9,R0,2,4,100.0,0.001,100.0,100.0,-0.22922040465384577
working_memory,9,R0,3,4,100.0,0.001,100.0,100.0,-0.016662857391626127
working_memory,9,R1,0,1,100.0,100.0,100.0,100.0,-6.296964862936064e-05
working_memory,9,R1,0,2,100.0,100.0,100.0,100.0,0.10712769778300192
working_memory,9,R1,0,3,100.0,100.0,100.0,100.0,0.007694735581893971
working_memory,9,R1,0,4,100.0,0.001,100.0,100.0,-0.03409845343433354
working_memory,9,R1,1,2,100.0,100.0,100.0,100.0,-0.01883958598622131
working_memory,9,R1,1,3,100.0,100.0,100.0,100.0,0.25153187274844635
working_memory,9,R1,1,4,100.0,0.001,100.0,100.0,0.061089888007313804
working_memory,9,R1,2,3,100.0,100.0,100.0,100.0,-0.23908098518736193
working_memory,9,R1,2,4,100.0,0.001,100.0,100.0,-0.3138080778398145
working_memory,9,R1,3,4,100.0,0.001,100.0,100.0,-0.034120220720279495
working_memory,9,R2,0,1,100.0,100.0,100.0,100.0,-0.005373410016372108
working_memory,9,R2,0,2,100.0,100.0,100.0,100.0,0.14617820877003954
working_memory,9,R2,0,3,100.0,100.0,100.0,100.0,0.01846954212514013
working_memory,9,R2,0,4,100.0,0.001,100.0,100.0,-0.15823728518409683
working_memory,9,R2,1,2,100.0,100.0,100.0,100.0,0.010698621042435325
working_memory,9,R2,1,3,100.0,100.0,100.0,100.0,0.24619888769168818
working_memory,9,R2,1,4,100.0,0.001,100.0,100.0,-0.004233737116487631
working_memory,9,R2,2,3,100.0,100.0,100.0,100.0,-0.20751842056573175
working_memory,9,R2,2,4,100.0,0.001,100.0,100.0,-0.21716132823978843
working_memory,9,R2,3,4,100.0,0.001,100.0,100.0,-0.007738270153785876
working_memory,9,R3,0,1,100.0,100.0,100.0,100.0,-0.01954158095797825
working_memory,9,R3,0,2,100.0,100.0,100.0,100.0,0.10662705020624504
working_memory,9,R3,0,3,100.0,100.0,100.0,100.0,0.04748533429109392
working_memory,9,R3,0,4,100.0,0.001,100.0,100.0,-0.1013158324354328
working_memory,9,R3,1,2,100.0,100.0,100.0,100.0,-0.027807707795953464
working_memory,9,R3,1,3,100.0,100.0,100.0,100.0,0.28159249463980585
working_memory,9,R3,1,4,100.0,0.001,100.0,100.0,0.06089398243380025
working_memory,9,R3,2,3,100.0,100.0,100.0,100.0,-0.2916272134608896
working_memory,9,R3,2,4,100.0,0.001,100.0,100.0,-0.27763084859764264
working_memory,9,R3,3,4,100.0,0.001,100.0,100.0,-0.024738520477574254
fluid_intelligence,0,R0,0,1,100.0,100.0,100.0,100.0,-0.0007976155493052349
fluid_intelligence,0,R0,0,2,100.0,100.0,100.0,100.0,0.04920494988082411
fluid_intelligence,0,R0,0,3,100.0,100.0,100.0,100.0,-0.21322144948357113
fluid_intelligence,0,R0,0,4,100.0,100.0,100.0,100.0,-0.10934796094948902
fluid_intelligence,0,R0,1,2,100.0,100.0,100.0,100.0,-0.006040421850001632
fluid_intelligence,0,R0,1,3,100.0,100.0,100.0,100.0,0.08559985198245557
fluid_intelligence,0,R0,1,4,100.0,100.0,100.0,100.0,-0.13281309519922507
fluid_intelligence,0,R0,2,3,100.0,100.0,100.0,100.0,-0.07904789891272407
fluid_intelligence,0,R0,2,4,100.0,100.0,100.0,100.0,-0.09609168380840437
fluid_intelligence,0,R0,3,4,100.0,100.0,100.0,100.0,0.0883860645835374
fluid_intelligence,0,R1,0,1,100.0,100.0,100.0,100.0,-0.015532513328575626
fluid_intelligence,0,R1,0,2,100.0,100.0,100.0,100.0,0.18266018001545478
fluid_intelligence,0,R1,0,3,100.0,100.0,100.0,100.0,-0.12306135109543867
fluid_intelligence,0,R1,0,4,100.0,100.0,100.0,100.0,-0.14848554108031042
fluid_intelligence,0,R1,1,2,100.0,100.0,100.0,100.0,-0.017337643255950632
fluid_intelligence,0,R1,1,3,100.0,100.0,100.0,100.0,0.043197178959741414
fluid_intelligence,0,R1,1,4,100.0,100.0,100.0,100.0,-0.040955148507308366
fluid_intelligence,0,R1,2,3,100.0,100.0,100.0,100.0,-0.08953973073867286
fluid_intelligence,0,R1,2,4,100.0,100.0,100.0,100.0,-0.06820779051164005
fluid_intelligence,0,R1,3,4,100.0,100.0,100.0,100.0,0.1420206571543627
fluid_intelligence,0,R2,0,1,100.0,100.0,100.0,100.0,-0.0005877167205406993
fluid_intelligence,0,R2,0,2,100.0,100.0,100.0,100.0,0.04916141530893221
fluid_intelligence,0,R2,0,3,100.0,100.0,100.0,100.0,-0.21731369924141009
fluid_intelligence,0,R2,0,4,100.0,100.0,100.0,100.0,-0.10723653421273169
fluid_intelligence,0,R2,1,2,100.0,100.0,100.0,100.0,0.00020678921648654237
fluid_intelligence,0,R2,1,3,100.0,100.0,100.0,100.0,0.08068044535867046
fluid_intelligence,0,R2,1,4,100.0,100.0,100.0,100.0,-0.13390145949652268
fluid_intelligence,0,R2,2,3,100.0,100.0,100.0,100.0,-0.06596576005920701
fluid_intelligence,0,R2,2,4,100.0,100.0,100.0,100.0,-0.09328370392137657
fluid_intelligence,0,R2,3,4,100.0,100.0,100.0,100.0,0.08853843558515906
fluid_intelligence,0,R3,0,1,100.0,100.0,100.0,100.0,-0.026762100667478275
fluid_intelligence,0,R3,0,2,100.0,100.0,100.0,100.0,0.1900610572370784
fluid_intelligence,0,R3,0,3,100.0,100.0,100.0,100.0,-0.1371012505305776
fluid_intelligence,0,R3,0,4,100.0,100.0,100.0,100.0,-0.1527736964116629
fluid_intelligence,0,R3,1,2,100.0,100.0,100.0,100.0,-0.012461771204057424
fluid_intelligence,0,R3,1,3,100.0,100.0,100.0,100.0,0.0419782109467681
fluid_intelligence,0,R3,1,4,100.0,100.0,100.0,100.0,-0.05107693647217596
fluid_intelligence,0,R3,2,3,100.0,100.0,100.0,100.0,-0.08207355165921137
fluid_intelligence,0,R3,2,4,100.0,100.0,100.0,100.0,-0.07095046854083
fluid_intelligence,0,R3,3,4,100.0,100.0,100.0,100.0,0.13296546620084676
fluid_intelligence,1,R0,0,1,100.0,100.0,100.0,100.0,-0.12568741866420385
fluid_intelligence,1,R0,0,2,100.0,100.0,100.0,100.0,0.041216355938659785
fluid_intelligence,1,R0,0,3,100.0,100.0,100.0,100.0,0.04472088897595804
fluid_intelligence,1,R0,0,4,100.0,100.0,100.0,100.0,0.029897367246764835
fluid_intelligence,1,R0,1,2,100.0,100.0,100.0,100.0,-0.020842176293248877
fluid_intelligence,1,R0,1,3,100.0,100.0,100.0,100.0,-0.08200824980137351
fluid_intelligence,1,R0,1,4,100.0,100.0,100.0,100.0,0.07806837104515624
fluid_intelligence,1,R0,2,3,100.0,100.0,100.0,100.0,0.04376312839433616
fluid_intelligence,1,R0,2,4,100.0,100.0,100.0,100.0,-0.20843264657546173
fluid_intelligence,1,R0,3,4,100.0,100.0,100.0,100.0,-0.09184706304894374
fluid_intelligence,1,R1,0,1,100.0,100.0,100.0,100.0,-0.13811342932706436
fluid_intelligence,1,R1,0,2,100.0,100.0,100.0,100.0,0.1845974684646445
fluid_intelligence,1,R1,0,3,100.0,100.0,100.0,100.0,0.019819113853789143
fluid_intelligence,1,R1,0,4,100.0,100.0,100.0,100.0,0.04021506078514601
fluid_intelligence,1,R1,1,2,100.0,100.0,100.0,100.0,0.003363045678649558
fluid_intelligence,1,R1,1,3,100.0,100.0,100.0,100.0,0.005844516276488066
fluid_intelligence,1,R1,1,4,100.0,100.0,100.0,100.0,0.021778169588924805
fluid_intelligence,1,R1,2,3,100.0,100.0,100.0,100.0,0.04996680488893243
fluid_intelligence,1,R1,2,4,100.0,100.0,100.0,100.0,-0.11862082476246448
fluid_intelligence,1,R1,3,4,100.0,100.0,100.0,100.0,-0.13285662977111698
fluid_intelligence,1,R2,0,1,100.0,100.0,100.0,100.0,-0.12988539523949455
fluid_intelligence,1,R2,0,2,100.0,100.0,100.0,100.0,0.014464361511084989
fluid_intelligence,1,R2,0,3,100.0,100.0,100.0,100.0,0.05312306135109544
fluid_intelligence,1,R2,0,4,100.0,100.0,100.0,100.0,0.038364841479740106
fluid_intelligence,1,R2,1,2,100.0,100.0,100.0,100.0,-0.06463795561650397
fluid_intelligence,1,R2,1,3,100.0,100.0,100.0,100.0,-0.11402792742786866
fluid_intelligence,1,R2,1,4,100.0,100.0,100.0,100.0,0.05005387403271623
fluid_intelligence,1,R2,2,3,100.0,100.0,100.0,100.0,0.03808186676244273
fluid_intelligence,1,R2,2,4,100.0,100.0,100.0,100.0,-0.2120242487565438
fluid_intelligence,1,R2,3,4,100.0,100.0,100.0,100.0,-0.09363198049651181
fluid_intelligence,1,R3,0,1,100.0,100.0,100.0,100.0,-0.2097938793501532
fluid_intelligence,1,R3,0,2,100.0,100.0,100.0,100.0,0.07421556143272276
fluid_intelligence,1,R3,0,3,100.0,100.0,100.0,100.0,0.04019329349920005
fluid_intelligence,1,R3,0,4,100.0,100.0,100.0,100.0,0.041825839945146444
fluid_intelligence,1,R3,1,2,100.0,100.0,100.0,100.0,-0.07421556143272276
fluid_intelligence,1,R3,1,3,100.0,100.0,100.0,100.0,-0.09770246296840479
fluid_intelligence,1,R3,1,4,100.0,100.0,100.0,100.0,0.05804246797488056
fluid_intelligence,1,R3,2,3,100.0,100.0,100.0,100.0,0.0866664489938072
fluid_intelligence,1,R3,2,4,100.0,100.0,100.0,100.0,-0.198376160468432
fluid_intelligence,1,R3,3,4,100.0,100.0,100.0,100.0,-0.12808959414895352
fluid_intelligence,2,R0,0,1,100.0,100.0,100.0,100.0,0.11265270139792619
fluid_intelligence,2,R0,0,2,100.0,100.0,100.0,100.0,-0.07162525440515449
fluid_intelligence,2,R0,0,3,100.0,100.0,100.0,100.0,0.022844766600276442
fluid_intelligence,2,R0,0,4,100.0,100.0,100.0,100.0,-0.17593408865815566
fluid_intelligence,2,R0,1,2,100.0,100.0,100.0,100.0,-0.010850992044056986
fluid_intelligence,2,R0,1,3,100.0,100.0,100.0,100.0,-0.028526028232169875
fluid_intelligence,2,R0,1,4,100.0,100.0,100.0,100.0,-0.20843264657546173
fluid_intelligence,2,R0,2,3,100.0,100.0,100.0,100.0,-0.08673175085164506
fluid_intelligence,2,R0,2,4,100.0,100.0,100.0,100.0,-0.1001839335662433
fluid_intelligence,2,R0,3,4,100.0,100.0,100.0,100.0,0.213743864346274
fluid_intelligence,2,R1,0,1,100.0,100.0,100.0,100.0,0.05956928760337517
fluid_intelligence,2,R1,0,2,100.0,100.0,100.0,100.0,-0.10695355949543432
fluid_intelligence,2,R1,0,3,100.0,100.0,100.0,100.0,0.011917589055408625
fluid_intelligence,2,R1,0,4,100.0,100.0,100.0,100.0,-0.19410977242302543
fluid_intelligence,2,R1,1,2,100.0,100.0,100.0,100.0,-0.020515667004059598
fluid_intelligence,2,R1,1,3,100.0,100.0,100.0,100.0,0.05932673784569171
fluid_intelligence,2,R1,1,4,100.0,100.0,100.0,100.0,-0.14731010763922903
fluid_intelligence,2,R1,2,3,100.0,100.0,100.0,100.0,-0.12247363437489799
fluid_intelligence,2,R1,2,4,100.0,100.0,100.0,100.0,-0.04411140496947138
fluid_intelligence,2,R1,3,4,100.0,100.0,100.0,100.0,0.23727430045384793
fluid_intelligence,2,R2,0,1,100.0,100.0,100.0,100.0,0.12904579992443643
fluid_intelligence,2,R2,0,2,100.0,100.0,100.0,100.0,-0.08281363938137373
fluid_intelligence,2,R2,0,3,100.0,100.0,100.0,100.0,0.014420826939193089
fluid_intelligence,2,R2,0,4,100.0,100.0,100.0,100.0,-0.17308257419923598
fluid_intelligence,2,R2,1,2,100.0,100.0,100.0,100.0,-0.016641090105680174
fluid_intelligence,2,R2,1,3,100.0,100.0,100.0,100.0,-0.030702756826765057
fluid_intelligence,2,R2,1,4,100.0,100.0,100.0,100.0,-0.2051022518257311
fluid_intelligence,2,R2,2,3,100.0,100.0,100.0,100.0,-0.09504685408299868
fluid_intelligence,2,R2,2,4,100.0,100.0,100.0,100.0,-0.1062352390592179
fluid_intelligence,2,R2,3,4,100.0,100.0,100.0,100.0,0.21330851862735498
fluid_intelligence,2,R3,0,1,100.0,100.0,100.0,100.0,0.07835523277780108
fluid_intelligence,2,R3,0,2,100.0,100.0,100.0,100.0,-0.10660528292029908
fluid_intelligence,2,R3,0,3,100.0,100.0,100.0,100.0,0.002448819668919581
fluid_intelligence,2,R3,0,4,100.0,100.0,100.0,100.0,-0.19637357016140444
fluid_intelligence,2,R3,1,2,100.0,100.0,100.0,100.0,-0.024825589621358064
fluid_intelligence,2,R3,1,3,100.0,100.0,100.0,100.0,0.059587945277043135
fluid_intelligence,2,R3,1,4,100.0,100.0,100.0,100.0,-0.15782370675112375
fluid_intelligence,2,R3,2,3,100.0,100.0,100.0,100.0,-0.12149410650733013
fluid_intelligence,2,R3,2,4,100.0,100.0,100.0,100.0,-0.04685408299866131
fluid_intelligence,2,R3,3,4,100.0,100.0,100.0,100.0,0.2384715011808753
fluid_intelligence,3,R0,0,1,100.0,100.0,100.0,100.0,-0.003127492548591579
fluid_intelligence,3,R0,0,2,100.0,100.0,100.0,100.0,-0.21994754084087026
fluid_intelligence,3,R0,0,3,100.0,100.0,100.0,100.0,-0.061046353435421905
fluid_intelligence,3,R0,0,4,100.0,100.0,100.0,100.0,0.19643887201924226
fluid_intelligence,3,R0,1,2,100.0,100.0,100.0,100.0,-0.008456590590002287
fluid_intelligence,3,R0,1,3,100.0,100.0,100.0,100.0,-0.08562161926840152
fluid_intelligence,3,R0,1,4,100.0,100.0,100.0,100.0,-0.14929093066031063
fluid_intelligence,3,R0,2,3,100.0,100.0,100.0,100.0,-0.10020570085218924
fluid_intelligence,3,R0,2,4,100.0,100.0,100.0,100.0,-0.11176412968948968
fluid_intelligence,3,R0,3,4,100.0,100.0,100.0,100.0,0.06966619867001883
fluid_intelligence,3,R1,0,1,100.0,100.0,100.0,100.0,-0.006359934511565425
fluid_intelligence,3,R1,0,2,100.0,100.0,100.0,100.0,-0.16145884350409767
fluid_intelligence,3,R1,0,3,100.0,100.0,100.0,100.0,0.008935470880813225
fluid_intelligence,3,R1,0,4,100.0,100.0,100.0,100.0,0.19384856499167402
fluid_intelligence,3,R1,1,2,100.0,100.0,100.0,100.0,0.056562292530555836
fluid_intelligence,3,R1,1,3,100.0,100.0,100.0,100.0,-0.02045036514622174
fluid_intelligence,3,R1,1,4,100.0,100.0,100.0,100.0,-0.12047104406787039
fluid_intelligence,3,R1,2,3,100.0,100.0,100.0,100.0,-0.14073638728355156
fluid_intelligence,3,R1,2,4,100.0,100.0,100.0,100.0,-0.24101827363655165
fluid_intelligence,3,R1,3,4,100.0,100.0,100.0,100.0,0.06444205004299039
fluid_intelligence,3,R2,0,1,100.0,100.0,100.0,100.0,-0.01681289618403929
fluid_intelligence,3,R2,0,2,100.0,100.0,100.0,100.0,-0.21927275497654575
fluid_intelligence,3,R2,0,3,100.0,100.0,100.0,100.0,-0.07332310270893874
fluid_intelligence,3,R2,0,4,100.0,100.0,100.0,100.0,0.19502399843275542
fluid_intelligence,3,R2,1,2,100.0,100.0,100.0,100.0,0.001273386227838182
fluid_intelligence,3,R2,1,3,100.0,100.0,100.0,100.0,-0.09469857750786344
fluid_intelligence,3,R2,1,4,100.0,100.0,100.0,100.0,-0.14408854931922813
fluid_intelligence,3,R2,2,3,100.0,100.0,100.0,100.0,-0.11361434899489557
fluid_intelligence,3,R2,2,4,100.0,100.0,100.0,100.0,-0.11106757653921921
fluid_intelligence,3,R2,3,4,100.0,100.0,100.0,100.0,0.08601343041542865
fluid_intelligence,3,R3,0,1,100.0,100.0,100.0,100.0,-0.0019310692246337264
fluid_intelligence,3,R3,0,2,100.0,100.0,100.0,100.0,-0.17184183890031673
fluid_intelligence,3,R3,0,3,100.0,100.0,100.0,100.0,-0.023018904887844062
fluid_intelligence,3,R3,0,4,100.0,100.0,100.0,100.0,0.20281668680140616
fluid_intelligence,3,R3,1,2,100.0,100.0,100.0,100.0,0.006649905856488284
fluid_intelligence,3,R3,1,3,100.0,100.0,100.0,100.0,-0.03394608243271188
fluid_intelligence,3,R3,1,4,100.0,100.0,100.0,100.0,-0.17223365004734387
fluid_intelligence,3,R3,2,3,100.0,100.0,100.0,100.0,-0.14748424592679663
fluid_intelligence,3,R3,2,4,100.0,100.0,100.0,100.0,-0.22741371992033171
fluid_intelligence,3,R3,3,4,100.0,100.0,100.0,100.0,0.10928265909165118
fluid_intelligence,4,R0,0,1,100.0,100.0,100.0,100.0,0.15383485160152804
fluid_intelligence,4,R0,0,2,100.0,100.0,100.0,100.0,0.044633819832174224
fluid_intelligence,4,R0,0,3,100.0,100.0,100.0,100.0,-0.11746715860732905
fluid_intelligence,4,R0,0,4,100.0,100.0,100.0,100.0,-0.16879441886788346
fluid_intelligence,4,R0,1,2,100.0,100.0,100.0,100.0,0.05057628889541908
fluid_intelligence,4,R0,1,3,100.0,100.0,100.0,100.0,-0.17092761289058675
fluid_intelligence,4,R0,1,4,100.0,100.0,100.0,100.0,-0.09641819309759363
fluid_intelligence,4,R0,2,3,100.0,100.0,100.0,100.0,0.17789314439329132
fluid_intelligence,4,R0,2,4,100.0,100.0,100.0,100.0,-0.13329197549003602
fluid_intelligence,4,R0,3,4,100.0,100.0,100.0,100.0,0.018513076697032033
fluid_intelligence,4,R1,0,1,100.0,100.0,100.0,100.0,0.08267914865035052
fluid_intelligence,4,R1,0,2,100.0,100.0,100.0,100.0,-0.09650526224137743
fluid_intelligence,4,R1,0,3,100.0,100.0,100.0,100.0,-0.1349245219359824
fluid_intelligence,4,R1,0,4,100.0,100.0,100.0,100.0,-0.21372209706032805
fluid_intelligence,4,R1,1,2,100.0,100.0,100.0,100.0,0.004669082835406667
fluid_intelligence,4,R1,1,3,100.0,100.0,100.0,100.0,-0.13858142597490233
fluid_intelligence,4,R1,1,4,100.0,100.0,100.0,100.0,-0.10730183607056953
fluid_intelligence,4,R1,2,3,100.0,100.0,100.0,100.0,0.1791556469781565
fluid_intelligence,4,R1,2,4,100.0,100.0,100.0,100.0,-0.10442855432570392
fluid_intelligence,4,R1,3,4,100.0,100.0,100.0,100.0,0.030180341964062208
fluid_intelligence,4,R2,0,1,100.0,100.0,100.0,100.0,0.11114142983082154
fluid_intelligence,4,R2,0,2,100.0,100.0,100.0,100.0,0.02145166029973553
fluid_intelligence,4,R2,0,3,100.0,100.0,100.0,100.0,-0.07804660375921028
fluid_intelligence,4,R2,0,4,100.0,100.0,100.0,100.0,-0.1483114027927428
fluid_intelligence,4,R2,1,2,100.0,100.0,100.0,100.0,0.042544160381362855
fluid_intelligence,4,R2,1,3,100.0,100.0,100.0,100.0,-0.16076229035382725
fluid_intelligence,4,R2,1,4,100.0,100.0,100.0,100.0,-0.10588696248408268
fluid_intelligence,4,R2,2,3,100.0,100.0,100.0,100.0,0.2498340244446621
fluid_intelligence,4,R2,2,4,100.0,100.0,100.0,100.0,-0.11966565448787018
fluid_intelligence,4,R2,3,4,100.0,100.0,100.0,100.0,0.035252119589468986
fluid_intelligence,4,R3,0,1,100.0,100.0,100.0,100.0,0.11300952940682589
fluid_intelligence,4,R3,0,2,100.0,100.0,100.0,100.0,-0.019253164419194394
fluid_intelligence,4,R3,0,3,100.0,100.0,100.0,100.0,-0.09228240876786278
fluid_intelligence,4,R3,0,4,100.0,100.0,100.0,100.0,-0.1761952960895071
fluid_intelligence,4,R3,1,2,100.0,100.0,100.0,100.0,0.05192586062406809
fluid_intelligence,4,R3,1,3,100.0,100.0,100.0,100.0,-0.155451072583015
fluid_intelligence,4,R3,1,4,100.0,100.0,100.0,100.0,-0.1024477313046223
fluid_intelligence,4,R3,2,3,100.0,100.0,100.0,100.0,0.1701004560246406
fluid_intelligence,4,R3,2,4,100.0,100.0,100.0,100.0,-0.11254775198354393
fluid_intelligence,4,R3,3,4,100.0,100.0,100.0,100.0,0.04202174551866001
fluid_intelligence,5,R0,0,1,100.0,100.0,100.0,100.0,-0.03488518534066579
fluid_intelligence,5,R0,0,2,100.0,100.0,100.0,100.0,0.1306799011765218
fluid_intelligence,5,R0,0,3,100.0,100.0,100.0,100.0,-0.10839020036786713
fluid_intelligence,5,R0,0,4,100.0,100.0,100.0,100.0,0.05194762791001404
fluid_intelligence,5,R0,1,2,100.0,100.0,100.0,100.0,0.1881673033597806
fluid_intelligence,5,R0,1,3,100.0,100.0,100.0,100.0,-0.1324430513381439
fluid_intelligence,5,R0,1,4,100.0,100.0,100.0,100.0,0.08562161926840152
fluid_intelligence,5,R0,2,3,100.0,100.0,100.0,100.0,-0.01968851013811343
fluid_intelligence,5,R0,2,4,100.0,100.0,100.0,100.0,0.048334258442986035
fluid_intelligence,5,R0,3,4,100.0,100.0,100.0,100.0,-0.022039377020276227
fluid_intelligence,5,R1,0,1,100.0,100.0,100.0,100.0,-0.058876621468452205
fluid_intelligence,5,R1,0,2,100.0,100.0,100.0,100.0,0.15812844875436707
fluid_intelligence,5,R1,0,3,100.0,100.0,100.0,100.0,-0.014029015792165953
fluid_intelligence,5,R1,0,4,100.0,100.0,100.0,100.0,0.07280068784623589
fluid_intelligence,5,R1,1,2,100.0,100.0,100.0,100.0,0.18651298962788826
fluid_intelligence,5,R1,1,3,100.0,100.0,100.0,100.0,-0.12528161426192577
fluid_intelligence,5,R1,1,4,100.0,100.0,100.0,100.0,0.08753714043164527
fluid_intelligence,5,R1,2,3,100.0,100.0,100.0,100.0,-0.01052448275486771
fluid_intelligence,5,R1,2,4,100.0,100.0,100.0,100.0,0.09572163994732318
fluid_intelligence,5,R1,3,4,100.0,100.0,100.0,100.0,-0.007934175727299443
fluid_intelligence,5,R2,0,1,100.0,100.0,100.0,100.0,-0.031736702909197764
fluid_intelligence,5,R2,0,2,100.0,100.0,100.0,100.0,0.12785015400354807
fluid_intelligence,5,R2,0,3,100.0,100.0,100.0,100.0,-0.12049281135381637
fluid_intelligence,5,R2,0,4,100.0,100.0,100.0,100.0,0.04496032912136351
fluid_intelligence,5,R2,1,2,100.0,100.0,100.0,100.0,0.18942980594464578
fluid_intelligence,5,R2,1,3,100.0,100.0,100.0,100.0,-0.14883381765544565
fluid_intelligence,5,R2,1,4,100.0,100.0,100.0,100.0,0.08712356199867219
fluid_intelligence,5,R2,2,3,100.0,100.0,100.0,100.0,-0.03372840957325236
fluid_intelligence,5,R2,2,4,100.0,100.0,100.0,100.0,0.039431438491091736
fluid_intelligence,5,R2,3,4,100.0,100.0,100.0,100.0,-0.021146918296492203
fluid_intelligence,5,R3,0,1,100.0,100.0,100.0,100.0,-0.06878384618613828
fluid_intelligence,5,R3,0,2,100.0,100.0,100.0,100.0,0.14417561846301194
fluid_intelligence,5,R3,0,3,100.0,100.0,100.0,100.0,-0.0866664489938072
fluid_intelligence,5,R3,0,4,100.0,100.0,100.0,100.0,0.08529510997921225
fluid_intelligence,5,R3,1,2,100.0,100.0,100.0,100.0,0.17097114746247863
fluid_intelligence,5,R3,1,3,100.0,100.0,100.0,100.0,-0.15941271862517822
fluid_intelligence,5,R3,1,4,100.0,100.0,100.0,100.0,0.08017979778191356
fluid_intelligence,5,R3,2,3,100.0,100.0,100.0,100.0,0.055473928233258245
fluid_intelligence,5,R3,2,4,100.0,100.0,100.0,100.0,0.09744125553705336
fluid_intelligence,5,R3,3,4,100.0,100.0,100.0,100.0,0.010568017326759611
fluid_intelligence,6,R0,0,1,100.0,100.0,0.001,100.0,0.06011502455816296
fluid_intelligence,6,R0,0,2,100.0,100.0,0.001,100.0,0.006671673142434236
fluid_intelligence,6,R0,0,3,100.0,100.0,0.001,100.0,-0.15148942654085176
fluid_intelligence,6,R0,0,4,100.0,100.0,0.001,100.0,0.23446632056682015
fluid_intelligence,6,R0,1,2,100.0,100.0,100.0,100.0,-0.019383768134870104
fluid_intelligence,6,R0,1,3,100.0,100.0,100.0,100.0,0.03806009947649677
fluid_intelligence,6,R0,1,4,100.0,100.0,100.0,100.0,-0.02371545803811452
fluid_intelligence,6,R0,2,3,100.0,100.0,100.0,100.0,-0.0769582394619127
fluid_intelligence,6,R0,2,4,100.0,100.0,100.0,100.0,0.03999738792568649
fluid_intelligence,6,R0,3,4,100.0,100.0,100.0,100.0,0.10142466886516256
fluid_intelligence,6,R1,0,1,100.0,100.0,0.001,100.0,0.1029763653918811
fluid_intelligence,6,R1,0,2,100.0,100.0,0.001,100.0,-0.02134282387000577
fluid_intelligence,6,R1,0,3,100.0,100.0,0.001,100.0,-0.17634766709112876
fluid_intelligence,6,R1,0,4,100.0,100.0,0.001,100.0,0.22482341289276347
fluid_intelligence,6,R1,1,2,100.0,100.0,100.0,100.0,-0.0856869211262394
fluid_intelligence,6,R1,1,3,100.0,100.0,100.0,100.0,0.08836429729759145
fluid_intelligence,6,R1,1,4,100.0,100.0,100.0,100.0,0.03048508396730554
fluid_intelligence,6,R1,2,3,100.0,100.0,100.0,100.0,-0.07434616514839848
fluid_intelligence,6,R1,2,4,100.0,100.0,100.0,100.0,0.03222646684298168
fluid_intelligence,6,R1,3,4,100.0,100.0,100.0,100.0,0.026632274354872067
fluid_intelligence,6,R2,0,1,100.0,100.0,0.001,100.0,0.03969186851937366
fluid_intelligence,6,R2,0,2,100.0,100.0,0.001,100.0,0.008696030735407758
fluid_intelligence,6,R2,0,3,100.0,100.0,0.001,100.0,-0.1192520760548971
fluid_intelligence,6,R2,0,4,100.0,100.0,0.001,100.0,0.2278926002111427
fluid_intelligence,6,R2,1,2,100.0,100.0,100.0,100.0,-0.016924064822977546
fluid_intelligence,6,R2,1,3,100.0,100.0,100.0,100.0,0.0508810308986624
fluid_intelligence,6,R2,1,4,100.0,100.0,100.0,100.0,-0.058673719267313164
fluid_intelligence,6,R2,2,3,100.0,100.0,100.0,100.0,-0.0471805922878506
fluid_intelligence,6,R2,2,4,100.0,100.0,100.0,100.0,0.0472676614316344
fluid_intelligence,6,R2,3,4,100.0,100.0,100.0,100.0,0.10482036547273105
