task,seed,outer_fold,control_prior,control_display,lambda_fc,lambda_l,fp_r_matched,fp_r_control,fp_delta_r,fp_rmse_matched,fp_rmse_control,fp_mae_matched,fp_mae_control,fused_r_matched,fused_r_control,fused_delta_r,fused_rmse_matched,fused_rmse_control,fused_mae_matched,fused_mae_control,w_fp,w_sc
working_memory,1,1,shuffled,Shuffled,0.1,2.0,0.10265324493572513,0.12334189894681018,0.02068865401108505,12.570991923402783,12.552885546099883,10.074417252646692,10.242856053917713,0.07707933264054624,0.09519562196100598,0.018116289320459736,12.270880886882647,12.21301449595326,9.950389121330106,9.973347707396762,0.6,0.4
working_memory,1,2,shuffled,Shuffled,0.1,5.0,0.27230474162827073,0.22659458506918195,-0.04571015655908878,11.22477822070823,11.630579182279217,9.48187341089458,9.754764197953458,0.17889876301588115,0.16495509493715116,-0.013943668078729987,11.565141814692591,11.670203859160884,9.852569350172828,9.920162485201908,0.45,0.55
working_memory,1,3,shuffled,Shuffled,0.01,5.0,0.3104408627891544,0.28986352536176657,-0.02057733742738782,12.437744374133647,12.38431654897738,10.30739941986124,9.933431115984428,0.3124082923098357,0.2969504493166365,-0.015457842993199189,11.978438099043922,11.932574469748683,9.900643328090101,9.620426058731365,0.8,0.2
working_memory,1,4,shuffled,Shuffled,0.1,0.03,0.3192726455459442,0.26333052178735655,-0.05594212375858765,10.57461259842224,10.97720972775593,8.061462901100855,8.330784435987166,0.32561846972545366,0.28786379310014387,-0.03775467662530979,10.325315524240292,10.526043481164443,8.048507505326064,8.208332378709068,0.6,0.4
working_memory,2,0,shuffled,Shuffled,0.01,0.03,0.34331459731173264,0.34314833567857567,-0.00016626163315697218,12.664855423134243,12.70973300037691,10.470426963169464,10.396185382399318,0.34883585077405066,0.34940251440559456,0.0005666636315438955,12.22224215318522,12.22703003324025,10.014582467953321,9.921017830737458,0.85,0.15
working_memory,2,1,shuffled,Shuffled,0.1,5.0,0.39541993210547155,0.3694743628712902,-0.025945569234181343,10.319232758234264,10.515150442152603,8.339256351786148,8.532585349642893,0.4067277768797392,0.38787528056160425,-0.01885249631813496,10.127276494563045,10.232494980039778,8.38068137063327,8.521224503212132,0.75,0.25
working_memory,2,2,shuffled,Shuffled,0.1,0.03,0.25439617198559494,0.21233760083484232,-0.04205857115075262,11.87328137019566,12.317386570266086,9.182677720254429,9.373788436680023,0.2679827926168856,0.22755781269319436,-0.04042497992369126,11.463363228612469,11.78652396176416,8.879960192275217,9.013083174926965,0.8,0.2
working_memory,2,3,shuffled,Shuffled,1.0,2.0,0.2986021202833321,0.31011451396720613,0.011512393683874023,10.954765564150355,10.906485418560898,9.421990391058912,9.341321715678479,0.34505066968469167,0.3537594361530507,0.008708766468359053,10.837754411969307,10.790727773500098,9.346263610439365,9.292245704710488,0.75,0.25
working_memory,2,4,shuffled,Shuffled,0.1,5.0,0.2317205473296265,0.29458533844856666,0.06286479111894017,11.029267297190753,10.806467837623448,9.022793324910856,8.953665742409353,0.15352819668364898,0.20203767151023416,0.048509474826585186,11.10565838344226,10.896518440780563,8.779881108429855,8.675216558352965,0.45,0.55
working_memory,3,0,shuffled,Shuffled,0.1,2.0,0.25740013687900576,0.1938186119001606,-0.06358152497884517,9.876724853861612,10.412440482987424,8.39576663323303,9.052394716348337,0.24925856319237288,0.21384122779697906,-0.03541733539539382,9.662835966791253,9.87071443613149,8.074102905234396,8.329370038764074,0.45,0.55
working_memory,3,1,shuffled,Shuffled,0.001,5.0,0.13218620717303964,0.2666886903272778,0.13450248315423818,14.324781841090006,13.228432995431499,11.805523910500714,10.603513918924836,0.16947799521572793,0.28634568303797714,0.11686768782224921,12.978675904157381,12.244471164806233,11.062061658522175,10.391767700904172,0.6,0.4
working_memory,3,2,shuffled,Shuffled,0.1,2.0,0.17394268991342254,0.1575178172009382,-0.016424872712484356,12.476758754330344,12.714418115448675,9.819365603984293,10.050793780799005,0.13830113727883764,0.1280068260328955,-0.010294311245942128,12.197186970130799,12.299959347292873,9.419983337795133,9.556615696452065,0.6,0.4
working_memory,3,3,shuffled,Shuffled,1.0,5.0,0.4812447007064311,0.47644240541172556,-0.00480229529470555,10.872987183968588,10.800107660570982,8.905641868450125,8.820902944796325,0.4812447007064311,0.47644240541172556,-0.00480229529470555,10.872987183968588,10.800107660570982,8.905641868450125,8.820902944796325,1.0,0.0
working_memory,3,4,shuffled,Shuffled,0.1,5.0,0.37710167452633525,0.3355581056039555,-0.04154356892237976,10.67020919531179,11.029090974196377,8.177250381541823,8.624757430324605,0.3870230784144916,0.3558627121806882,-0.03116036623380336,10.315202097005185,10.483198846219718,7.9128720899616996,8.063537079949741,0.7,0.3
working_memory,4,0,shuffled,Shuffled,0.1,5.0,0.19603585329163517,0.21885323156318326,0.02281737827154809,11.310374869125429,11.349033853425874,9.214506454806392,9.33887851381646,0.17734894207542282,0.20271971122438576,0.02537076914896294,11.07069566282883,10.99182872920633,8.821272249213724,8.895070849853472,0.6,0.4
working_memory,4,1,shuffled,Shuffled,0.1,5.0,0.20236200458931564,0.20392433334447632,0.0015623287551606857,11.935879494920112,12.019732335419725,9.332206360158333,9.360176805265388,0.24614564950637977,0.24823040594528634,0.002084756438906571,11.5383511432817,11.578310394443257,9.126929048467229,9.10068278801527,0.85,0.15
