task,seed,outer_fold,condition,condition_name,model,pearson_r,rmse,mae,n_train,n_test
working_memory,9,1,R1,Anisotropy only,fused,0.18548700117193365,11.546229928843266,9.319022844480614,329,83
working_memory,9,1,R1,Anisotropy only,equal_weight,0.18028276127731366,11.492292336168918,9.339796385383284,329,83
working_memory,9,2,R1,Anisotropy only,FC,0.22595221665816115,12.09492264971399,9.641486881374682,330,82
working_memory,9,2,R1,Anisotropy only,SC,0.21382871902267028,11.667885272438024,9.322833358196558,330,82
working_memory,9,2,R1,Anisotropy only,FP,0.2323659610870591,11.33043233705535,8.969296872666243,330,82
working_memory,9,2,R1,Anisotropy only,fused,0.2604601099386298,11.09358855750838,8.853924813364047,330,82
working_memory,9,2,R1,Anisotropy only,equal_weight,0.27758731526139935,11.024311072407414,8.846778367004415,330,82
working_memory,9,3,R1,Anisotropy only,FC,0.19470533158347364,12.537032391880391,10.125870352747917,330,82
working_memory,9,3,R1,Anisotropy only,SC,0.3688432949801423,10.273753898831053,7.921130623496334,330,82
working_memory,9,3,R1,Anisotropy only,FP,0.15267762340917065,11.582074862442196,9.509894905150308,330,82
working_memory,9,3,R1,Anisotropy only,fused,0.20357359268103964,11.098623885644255,9.102409260069315,330,82
working_memory,9,3,R1,Anisotropy only,equal_weight,0.32655672894539245,10.332345138134711,8.328547109540393,330,82
working_memory,9,4,R1,Anisotropy only,FC,0.4123111561603514,11.445551920133278,8.947898240032533,330,82
working_memory,9,4,R1,Anisotropy only,SC,0.07057523891936293,12.545669637062916,10.183469945108932,330,82
working_memory,9,4,R1,Anisotropy only,FP,0.41279310186399254,11.401747424380547,8.917798393494824,330,82
working_memory,9,4,R1,Anisotropy only,fused,0.1896635993147231,11.724154000269655,9.622520218766047,330,82
working_memory,9,4,R1,Anisotropy only,equal_weight,0.3340308360554959,11.004738436325995,9.02564656107057,330,82
working_memory,0,0,R2,Network only,FC,0.1096029516007761,12.547446463935351,10.392120054882012,329,83
working_memory,0,0,R2,Network only,SC,0.023785645476149364,10.857320783613266,8.995294779982327,329,83
working_memory,0,0,R2,Network only,FP,0.20373628045577752,10.292766509065537,8.613107945578514,329,83
working_memory,0,0,R2,Network only,fused,0.18650544979861358,9.883842912094341,8.220449195486426,329,83
working_memory,0,0,R2,Network only,equal_weight,0.15186836059574443,9.89062980010636,8.246237448223841,329,83
working_memory,0,1,R2,Network only,FC,0.2237641420265108,12.214787373731113,10.129159698366971,329,83
working_memory,0,1,R2,Network only,SC,0.21558221350616558,11.216293245520712,8.864305298276777,329,83
working_memory,0,1,R2,Network only,FP,0.171466422708426,11.552973214977126,9.287206186710577,329,83
working_memory,0,1,R2,Network only,fused,0.19668448132553817,11.191359645360128,8.950911620980417,329,83
working_memory,0,1,R2,Network only,equal_weight,0.2432203190304267,10.759466619418717,8.595924283486346,329,83
working_memory,0,2,R2,Network only,FC,0.1685160003819302,13.299255478325943,10.101068328393021,330,82
working_memory,0,2,R2,Network only,SC,0.2031359119450421,12.176341208668152,9.596286342811371,330,82
working_memory,0,2,R2,Network only,FP,0.18324260749238347,13.124747535584032,9.938127747949162,330,82
working_memory,0,2,R2,Network only,fused,0.23822919633307826,11.9312125186735,8.992311868064343,330,82
working_memory,0,2,R2,Network only,equal_weight,0.2478777288240583,11.794411425517637,8.971312647476774,330,82
working_memory,0,3,R2,Network only,FC,0.41148067169408975,11.0103425177745,9.358325458676655,330,82
working_memory,0,3,R2,Network only,SC,0.13368703342062013,11.896707163315615,9.864810877442466,330,82
working_memory,0,3,R2,Network only,FP,0.4303781150558639,10.340214300477264,8.806524658173085,330,82
working_memory,0,3,R2,Network only,fused,0.40157377876274564,10.489257335271851,9.013878726220305,330,82
working_memory,0,3,R2,Network only,equal_weight,0.37024873474190056,10.631941210057482,9.110550255756815,330,82
working_memory,0,4,R2,Network only,FC,0.29188663649529883,13.756908616324663,11.435498620341678,330,82
working_memory,0,4,R2,Network only,SC,0.1966043792971892,13.798974767477036,11.040710069044442,330,82
working_memory,0,4,R2,Network only,FP,0.32765044537192617,12.973778526234806,10.76842872598302,330,82
working_memory,0,4,R2,Network only,fused,0.35352140724046544,12.781283357387432,10.650596593834395,330,82
working_memory,0,4,R2,Network only,equal_weight,0.3470626480348879,12.860433837839771,10.647044573076089,330,82
working_memory,1,0,R2,Network only,FC,0.48838527459024383,10.523026081139273,9.017446374058048,329,83
working_memory,1,0,R2,Network only,SC,0.26691832496707435,11.031901405780012,9.140436510853709,329,83
working_memory,1,0,R2,Network only,FP,0.48982335146427936,9.822950789304778,8.170836487885236,329,83
working_memory,1,0,R2,Network only,fused,0.485732657795099,9.855198665718328,8.398245043401209,329,83
working_memory,1,0,R2,Network only,equal_weight,0.485732657795099,9.855198665718328,8.398245043401209,329,83
working_memory,1,1,R2,Network only,FC,0.13260232716977488,13.340319199044513,10.494777683755485,329,83
working_memory,1,1,R2,Network only,SC,-0.003393335705033279,13.012315515617694,10.47765455802252,329,83
working_memory,1,1,R2,Network only,FP,0.10265324493572447,12.570991923402786,10.074417252646693,329,83
working_memory,1,1,R2,Network only,fused,0.07707933264054566,12.27088088688265,9.950389121330113,329,83
working_memory,1,1,R2,Network only,equal_weight,0.06510238914386096,12.296534301451812,9.967976224114219,329,83
working_memory,1,2,R2,Network only,FC,0.1814001034684659,12.611181733902807,10.417508403277436,330,82
working_memory,1,2,R2,Network only,SC,0.05647282272038237,12.679914024361944,10.68263963552131,330,82
working_memory,1,2,R2,Network only,FP,0.27230474162826807,11.224778220708243,9.481873410894577,330,82
working_memory,1,2,R2,Network only,fused,0.1788987630158798,11.565141814692595,9.85256935017283,330,82
working_memory,1,2,R2,Network only,equal_weight,0.19319508551776882,11.484702042152358,9.786258398946172,330,82
working_memory,1,3,R2,Network only,FC,0.26801576748319283,12.698931716448344,10.359787936362123,330,82
working_memory,1,3,R2,Network only,SC,0.12882725845007922,12.657428014429508,10.178328044481805,330,82
working_memory,1,3,R2,Network only,FP,0.31044086278916316,12.437744374133565,10.307399419861182,330,82
working_memory,1,3,R2,Network only,fused,0.312408292309844,11.978438099043855,9.900643328090055,330,82
working_memory,1,3,R2,Network only,equal_weight,0.2907043719577999,11.756211424023723,9.533091412666472,330,82
working_memory,1,4,R2,Network only,FC,0.25915044405047016,11.584411086891313,8.701619924197324,330,82
working_memory,1,4,R2,Network only,SC,0.1880710165876515,11.300480125656815,8.86949953956614,330,82
working_memory,1,4,R2,Network only,FP,0.3192726455459435,10.574612598422245,8.061462901100867,330,82
working_memory,1,4,R2,Network only,fused,0.32561846972545305,10.325315524240295,8.048507505326064,330,82
working_memory,1,4,R2,Network only,equal_weight,0.312503346731657,10.378740137492882,8.124755670910533,330,82
working_memory,2,0,R2,Network only,FC,0.33633522058744836,12.801379231240663,10.585895526824556,329,83
working_memory,2,0,R2,Network only,SC,0.14680313951390953,12.773319090568899,10.7992868901525,329,83
working_memory,2,0,R2,Network only,FP,0.34331459731173597,12.664855423134219,10.470426963169421,329,83
working_memory,2,0,R2,Network only,fused,0.3488358507740543,12.222242153185194,10.01458246795329,329,83
working_memory,2,0,R2,Network only,equal_weight,0.34051453449292235,11.805417067825246,9.614398996175286,329,83
working_memory,2,1,R2,Network only,FC,0.36602557910438005,11.46037854755019,9.36400566789761,329,83
working_memory,2,1,R2,Network only,SC,0.19298499084545145,11.47370910974906,9.329511076590814,329,83
working_memory,2,1,R2,Network only,FP,0.39541993210546994,10.319232758234273,8.339256351786162,329,83
working_memory,2,1,R2,Network only,fused,0.4067277768797378,10.127276494563054,8.380681370633283,329,83
working_memory,2,1,R2,Network only,equal_weight,0.37493299297463756,10.268723875259342,8.609862260139295,329,83
working_memory,2,2,R2,Network only,FC,0.26177983450531245,13.097718345761852,10.185070601357069,330,82
working_memory,2,2,R2,Network only,SC,0.13045294930776022,12.15196265514668,9.602792313882993,330,82
working_memory,2,2,R2,Network only,FP,0.2543961719855933,11.873281370195667,9.18267772025442,330,82
working_memory,2,2,R2,Network only,fused,0.2679827926168842,11.463363228612472,8.879960192275204,330,82
working_memory,2,2,R2,Network only,equal_weight,0.2625812714671915,11.28198308128891,8.87195504091009,330,82
working_memory,2,3,R2,Network only,FC,0.27429204345693337,12.110199729884673,9.853876113749502,330,82
working_memory,2,3,R2,Network only,SC,0.2602030814016132,11.237849169200711,9.556014525580801,330,82
working_memory,2,3,R2,Network only,FP,0.29860212028333094,10.954765564150357,9.421990391058914,330,82
working_memory,2,3,R2,Network only,fused,0.3450506696846906,10.83775441196931,9.346263610439372,330,82
working_memory,2,3,R2,Network only,equal_weight,0.3365173888550874,10.846842503746606,9.358893570454372,330,82
working_memory,2,4,R2,Network only,FC,0.2328051661020903,12.06732174960654,9.827188706921913,330,82
working_memory,2,4,R2,Network only,SC,0.03266357714682908,12.19528734184252,9.502382390788533,330,82
working_memory,2,4,R2,Network only,FP,0.23172054732962558,11.029267297190758,9.022793324910847,330,82
working_memory,2,4,R2,Network only,fused,0.15352819668364842,11.105658383442261,8.779881108429855,330,82
working_memory,2,4,R2,Network only,equal_weight,0.1669154509022145,11.038490256231348,8.763278013956004,330,82
working_memory,3,0,R2,Network only,FC,0.16178700074653538,11.44663321248821,9.710457178039363,329,83
working_memory,3,0,R2,Network only,SC,0.14503629664146206,10.488011964086983,8.51415615263242,329,83
working_memory,3,0,R2,Network only,FP,0.2574001368790057,9.876724853861605,8.395766633233023,329,83
working_memory,3,0,R2,Network only,fused,0.2492585631923726,9.662835966791253,8.074102905234396,329,83
working_memory,3,0,R2,Network only,equal_weight,0.2572113875271058,9.62479035170489,8.075624154361977,329,83
working_memory,3,1,R2,Network only,FC,0.13672259970906078,13.912617491150696,11.67243746245386,329,83
working_memory,3,1,R2,Network only,SC,0.14391514556941717,12.973851903833829,10.994247992409905,329,83
working_memory,3,1,R2,Network only,FP,0.13218620717303636,14.324781841090024,11.805523910500701,329,83
working_memory,3,1,R2,Network only,fused,0.16947799521572413,12.978675904157408,11.062061658522172,329,83
working_memory,3,1,R2,Network only,equal_weight,0.1768981431661168,12.800055741561021,10.95280481420266,329,83
working_memory,3,2,R2,Network only,FC,0.13799033953099718,13.85993567231044,11.398909844445312,330,82
working_memory,3,2,R2,Network only,SC,0.015187945699944638,13.308977690958285,10.521067213323125,330,82
working_memory,3,2,R2,Network only,FP,0.17394268991341977,12.476758754330369,9.819365603984322,330,82
working_memory,3,2,R2,Network only,fused,0.1383011372788357,12.197186970130812,9.419983337795138,330,82
working_memory,3,2,R2,Network only,equal_weight,0.12038157479245915,12.25855737998935,9.518485076228167,330,82
working_memory,3,3,R2,Network only,FC,0.49680163168673885,10.441939429255276,8.252199186361286,330,82
working_memory,3,3,R2,Network only,SC,0.27776944495556943,11.822095568877748,9.642974999338033,330,82
working_memory,3,3,R2,Network only,FP,0.4812447007064308,10.87298718396859,8.905641868450127,330,82
working_memory,3,3,R2,Network only,fused,0.4812447007064308,10.87298718396859,8.905641868450127,330,82
working_memory,3,3,R2,Network only,equal_weight,0.39645463312526286,10.997794622811153,9.090839592485283,330,82
working_memory,3,4,R2,Network only,FC,0.3647372701336913,12.109710730506002,9.70940420241633,330,82
working_memory,3,4,R2,Network only,SC,0.059176055671054426,11.885404443432375,9.558159548335377,330,82
working_memory,3,4,R2,Network only,FP,0.37710167452633814,10.670209195311761,8.177250381541805,330,82
working_memory,3,4,R2,Network only,fused,0.38702307841449424,10.315202097005171,7.9128720899616924,330,82
working_memory,3,4,R2,Network only,equal_weight,0.35654984629763076,10.435515876999709,8.098433530711759,330,82
working_memory,4,0,R2,Network only,FC,0.08741895181732796,13.650730164174018,11.260384578581773,329,83
working_memory,4,0,R2,Network only,SC,0.06017590163721376,12.14189657659608,9.794658826293741,329,83
working_memory,4,0,R2,Network only,FP,0.19603585329163714,11.310374869125408,9.214506454806369,329,83
working_memory,4,0,R2,Network only,fused,0.17734894207542407,11.07069566282882,8.82127224921371,329,83
working_memory,4,0,R2,Network only,equal_weight,0.16214233772751163,11.133816969387118,8.844794012866727,329,83
working_memory,4,1,R2,Network only,FC,0.20017163492264634,12.944102512208595,10.2410062048859,329,83
working_memory,4,1,R2,Network only,SC,0.3022740513703532,11.373318075495401,9.331653561245673,329,83
working_memory,4,1,R2,Network only,FP,0.20236200458931342,11.935879494920131,9.332206360158343,329,83
working_memory,4,1,R2,Network only,fused,0.24614564950637763,11.538351143281714,9.12692904846724,329,83
working_memory,4,1,R2,Network only,equal_weight,0.3232538457632431,11.021257520220157,9.047891291661482,329,83
working_memory,4,2,R2,Network only,FC,0.29823865423951523,11.623529268739704,9.553155014586133,330,82
working_memory,4,2,R2,Network only,SC,-0.03897620629042424,12.327692914961588,10.282657331172627,330,82
working_memory,4,2,R2,Network only,FP,0.20663547558865417,10.688593161211806,8.793691959658275,330,82
working_memory,4,2,R2,Network only,fused,0.1766377149835388,10.752006931957798,8.89009389510915,330,82
working_memory,4,2,R2,Network only,equal_weight,0.05859678587175433,11.1659786367852,9.312734157984092,330,82
working_memory,4,3,R2,Network only,FC,0.17682921462162637,13.241110276168705,10.74512490760744,330,82
working_memory,4,3,R2,Network only,SC,0.15607906424959012,12.696101793570184,10.089735773794311,330,82
working_memory,4,3,R2,Network only,FP,0.2465945060448672,12.066779989519338,9.85220168485158,330,82
working_memory,4,3,R2,Network only,fused,0.2708505372952362,11.812601994429532,9.640947904877109,330,82
working_memory,4,3,R2,Network only,equal_weight,0.2620498895242243,11.857812160725121,9.603173405520282,330,82
working_memory,4,4,R2,Network only,FC,0.36816521268257374,11.385884428616848,9.281915392588974,330,82
working_memory,4,4,R2,Network only,SC,0.11436543989085651,12.35789757283086,10.127954306739062,330,82
working_memory,4,4,R2,Network only,FP,0.4253855077153862,10.684918056008833,8.826361095435882,330,82
working_memory,4,4,R2,Network only,fused,0.4384228163089451,10.595564186870268,8.74299767294052,330,82
working_memory,4,4,R2,Network only,equal_weight,0.38246954024603086,10.837538908032824,8.934063238475312,330,82
working_memory,5,0,R2,Network only,FC,0.2275645719385427,12.8680164152553,9.58151541790263,329,83
working_memory,5,0,R2,Network only,SC,-0.14917927631050604,14.128116025100887,11.296471306456501,329,83
working_memory,5,0,R2,Network only,FP,0.2912679600175683,11.637063524949559,8.900102968743827,329,83
working_memory,5,0,R2,Network only,fused,0.11182886866866645,12.311934161356687,9.722219913293744,329,83
working_memory,5,0,R2,Network only,equal_weight,0.08427606186326488,12.436412771253199,9.84243739628148,329,83
working_memory,5,1,R2,Network only,FC,0.25978687513640664,12.6013194059408,10.412730486817845,329,83
working_memory,5,1,R2,Network only,SC,0.03171382666493764,12.99924580390622,10.794201744518215,329,83
working_memory,5,1,R2,Network only,FP,0.3303774826865584,11.52011974797891,9.403259536123562,329,83
working_memory,5,1,R2,Network only,fused,0.25683637253132485,11.73242041280977,9.731316652222498,329,83
working_memory,5,1,R2,Network only,equal_weight,0.23927264155246483,11.80457806302774,9.812993812482297,329,83
working_memory,5,2,R2,Network only,FC,0.08523015635513881,13.926937024991219,10.987684324370829,330,82
working_memory,5,2,R2,Network only,SC,0.12305426550718643,11.162286627407068,8.817015979388744,330,82
working_memory,5,2,R2,Network only,FP,0.044312742271729405,14.350958713111863,11.364997383141072,330,82
working_memory,5,2,R2,Network only,fused,0.07445563070155159,12.270416884324979,9.702609606440713,330,82
working_memory,5,2,R2,Network only,equal_weight,0.09203645104655274,11.648964717805079,9.223084082179636,330,82
working_memory,5,3,R2,Network only,FC,0.38226567496803676,11.810345591704372,9.856142449547553,330,82
working_memory,5,3,R2,Network only,SC,0.04861221583860488,13.030209025479596,10.671688155503338,330,82
working_memory,5,3,R2,Network only,FP,0.37568930499938935,10.996819841408403,9.077289766105153,330,82
working_memory,5,3,R2,Network only,fused,0.25451292087848904,11.425626047392225,9.33319701583118,330,82
working_memory,5,3,R2,Network only,equal_weight,0.2759551936887043,11.310517746382555,9.238137412957363,330,82
working_memory,5,4,R2,Network only,FC,0.1658775144567571,12.5939183374014,10.51598770804133,330,82
working_memory,5,4,R2,Network only,SC,0.2290078258362625,11.633606189663553,9.33402415831521,330,82
working_memory,5,4,R2,Network only,FP,0.21349991641541582,11.381245231059381,9.415630599915355,330,82
working_memory,5,4,R2,Network only,fused,0.22572836622617995,11.259386157736722,9.315922469528772,330,82
working_memory,5,4,R2,Network only,equal_weight,0.29744032624423855,10.788301915020005,9.0359484482953,330,82
working_memory,6,0,R2,Network only,FC,0.27060377374621086,12.308192511086066,9.97685810496089,329,83
working_memory,6,0,R2,Network only,SC,0.15174256143125162,12.105997416769096,10.110971469652778,329,83
working_memory,6,0,R2,Network only,FP,0.22269942860232173,11.880118642382582,9.725612640160053,329,83
working_memory,6,0,R2,Network only,fused,0.23425617450787672,11.66029291109404,9.608889084017461,329,83
working_memory,6,0,R2,Network only,equal_weight,0.23748367239837312,11.493739020790352,9.499071272725578,329,83
working_memory,6,1,R2,Network only,FC,0.1572188636916686,12.61208655992124,10.17418658988994,329,83
working_memory,6,1,R2,Network only,SC,0.20921801059805267,10.894235367416083,8.654438992415573,329,83
working_memory,6,1,R2,Network only,FP,0.18426783143265973,11.159017237192087,9.072515145146687,329,83
working_memory,6,1,R2,Network only,fused,0.2382731670690436,10.413743485575019,8.471377216082372,329,83
working_memory,6,1,R2,Network only,equal_weight,0.2596749692388586,10.224943281729361,8.345250313111253,329,83
working_memory,6,2,R2,Network only,FC,0.005948440502796897,14.190395798795011,11.687228316289168,330,82
working_memory,6,2,R2,Network only,SC,-0.0007369131139800221,13.088936975999749,11.102639687956312,330,82
working_memory,6,2,R2,Network only,FP,0.04046272335330226,12.818865204409818,10.89902100265461,330,82
working_memory,6,2,R2,Network only,fused,0.03905807648500309,12.676120164607147,10.797577994196267,330,82
working_memory,6,2,R2,Network only,equal_weight,0.024747596730732714,12.480747888441208,10.611248494383261,330,82
working_memory,6,3,R2,Network only,FC,0.3702842544768581,11.039288675052578,8.628985803636665,330,82
working_memory,6,3,R2,Network only,SC,0.18272493772729825,11.160182770916144,8.290233519024438,330,82
working_memory,6,3,R2,Network only,FP,0.3371936297033131,10.453572145474118,7.9775034419060775,330,82
working_memory,6,3,R2,Network only,fused,0.3431016589471819,10.30276693529877,7.824892709727415,330,82
working_memory,6,3,R2,Network only,equal_weight,0.3277303446560487,10.196870169192257,7.56083481264746,330,82
working_memory,6,4,R2,Network only,FC,0.4073367203901036,11.97963208477304,10.338590691698155,330,82
working_memory,6,4,R2,Network only,SC,0.180614150560036,12.684894611726769,10.270579963065561,330,82
working_memory,6,4,R2,Network only,FP,0.46939258683616963,11.03889423835299,9.159982470271554,330,82
working_memory,6,4,R2,Network only,fused,0.2811678535307346,12.028655578702226,9.78464420848633,330,82
working_memory,6,4,R2,Network only,equal_weight,0.42864810682217425,11.324494519804613,9.321638793003492,330,82
working_memory,7,0,R2,Network only,FC,0.24928813164441166,12.651471157711121,9.896975837492839,329,83
working_memory,7,0,R2,Network only,SC,0.1869174792165601,12.156643322760049,9.122388821230434,329,83
working_memory,7,0,R2,Network only,FP,0.2603160344936234,11.856115552748703,8.984333456740089,329,83
working_memory,7,0,R2,Network only,fused,0.2603160344936234,11.856115552748703,8.984333456740089,329,83
working_memory,7,0,R2,Network only,equal_weight,0.2850863167506203,11.525305265947168,8.758470979295794,329,83
working_memory,7,1,R2,Network only,FC,0.28346807103558364,11.873686305621147,9.855812704741025,329,83
working_memory,7,1,R2,Network only,SC,-0.03958644103302229,12.223495553532242,10.023740963098513,329,83
working_memory,7,1,R2,Network only,FP,0.2596834794801129,11.81196144952437,9.88056430124868,329,83
working_memory,7,1,R2,Network only,fused,0.24475449656727508,11.035195597557685,9.176757753964665,329,83
working_memory,7,1,R2,Network only,equal_weight,0.19518347406408962,10.840132830543213,9.012378226881772,329,83
working_memory,7,2,R2,Network only,FC,0.09037570773686981,13.961555784424144,10.969690983923234,330,82
working_memory,7,2,R2,Network only,SC,0.14723377790419007,12.452449099854169,10.083959299058213,330,82
working_memory,7,2,R2,Network only,FP,0.15611361154678413,12.428538035164584,9.895622321122922,330,82
working_memory,7,2,R2,Network only,fused,0.188602058847204,11.834448926657892,9.408822634391381,330,82
working_memory,7,2,R2,Network only,equal_weight,0.1930355601150471,11.776978798252898,9.42641284799875,330,82
working_memory,7,3,R2,Network only,FC,0.3794883880326916,11.787390572174626,9.765189734653617,330,82
working_memory,7,3,R2,Network only,SC,0.03803258943150366,13.01953331965814,10.781937788831122,330,82
working_memory,7,3,R2,Network only,FP,0.4385332270944576,10.542664279399593,9.068580505724116,330,82
working_memory,7,3,R2,Network only,fused,0.3419450638213061,11.07097453006035,9.404781895465467,330,82
working_memory,7,3,R2,Network only,equal_weight,0.3169983470422483,11.19529215823131,9.4777998438205,330,82
working_memory,7,4,R2,Network only,FC,0.20895147194728272,12.87878466631738,10.598285196127572,330,82
working_memory,7,4,R2,Network only,SC,0.10384239284118463,12.077722991829589,9.968532762854917,330,82
working_memory,7,4,R2,Network only,FP,0.24540396951111892,11.628307894819455,9.584938531855533,330,82
working_memory,7,4,R2,Network only,fused,0.2588933826259454,11.201090464314026,9.328101440748062,330,82
working_memory,7,4,R2,Network only,equal_weight,0.24567066157976658,11.13503614644021,9.359968722613862,330,82
working_memory,8,0,R2,Network only,FC,0.3150832135060667,11.608263496146703,9.534391879324303,329,83
working_memory,8,0,R2,Network only,SC,0.11127082994516836,12.122921708350255,9.831690306075007,329,83
working_memory,8,0,R2,Network only,FP,0.18588058190678036,11.368159480082996,9.195340297437578,329,83
working_memory,8,0,R2,Network only,fused,0.18801975680259433,11.37376895863205,9.295504545967082,329,83
working_memory,8,0,R2,Network only,equal_weight,0.17995755420753173,11.409199192849409,9.320393371690287,329,83
working_memory,8,1,R2,Network only,FC,0.23293169935528715,12.814521965048922,10.596374074331148,329,83
working_memory,8,1,R2,Network only,SC,0.3089211249010387,11.082791273303394,9.01321320994935,329,83
working_memory,8,1,R2,Network only,FP,0.282340390522551,12.703142186088279,10.552243042565115,329,83
working_memory,8,1,R2,Network only,fused,0.30566180741029647,11.943799231863304,9.936155257192464,329,83
working_memory,8,1,R2,Network only,equal_weight,0.36304829653545806,10.80452555063195,8.97731737929765,329,83
working_memory,8,2,R2,Network only,FC,0.4194469021111399,10.9347442530954,8.53172448334681,330,82
working_memory,8,2,R2,Network only,SC,0.1777128248224245,11.495264781933848,9.467791994577194,330,82
working_memory,8,2,R2,Network only,FP,0.4299465428690117,10.695275048827483,8.290758522677402,330,82
working_memory,8,2,R2,Network only,fused,0.42867949430399854,10.156981429521027,8.205817575834319,330,82
working_memory,8,2,R2,Network only,equal_weight,0.416165216338209,10.206661006613519,8.334762678311941,330,82
working_memory,8,3,R2,Network only,FC,0.2966038107357877,12.534535024669456,10.11824942787959,330,82
working_memory,8,3,R2,Network only,SC,0.2743910173809332,11.364885524119057,8.940719826601123,330,82
working_memory,8,3,R2,Network only,FP,0.33122495257608164,11.00540358839497,9.126675413073697,330,82
working_memory,8,3,R2,Network only,fused,0.33122495257608164,11.00540358839497,9.126675413073697,330,82
working_memory,8,3,R2,Network only,equal_weight,0.39652182655879054,10.514802136042254,8.583244449065221,330,82
working_memory,8,4,R2,Network only,FC,0.26469331106661875,12.318241954801413,9.84085472981546,330,82
working_memory,8,4,R2,Network only,SC,0.03998996515734923,12.59602539968044,10.418819996669233,330,82
working_memory,8,4,R2,Network only,FP,0.30310983158638516,11.353230101201577,8.936570001866771,330,82
working_memory,8,4,R2,Network only,fused,0.2756257488736105,11.226035716606084,9.056665480112647,330,82
working_memory,8,4,R2,Network only,equal_weight,0.24563301748398575,11.330690546603188,9.175245727030283,330,82
working_memory,9,0,R2,Network only,FC,0.46946514724909716,11.320981501972962,9.217331722800242,329,83
working_memory,9,0,R2,Network only,SC,0.1559632693949845,12.804769301458833,10.269608592969112,329,83
working_memory,9,0,R2,Network only,FP,0.4683582178052816,11.041111654468505,8.802135650183981,329,83
working_memory,9,0,R2,Network only,fused,0.4683582178052816,11.041111654468505,8.802135650183981,329,83
working_memory,9,0,R2,Network only,equal_weight,0.4075596451114971,11.452292259062483,9.112662027317445,329,83
working_memory,9,1,R2,Network only,FC,0.1868962487356066,13.16968552359939,10.064913256934235,329,83
working_memory,9,1,R2,Network only,SC,0.026232912222491637,12.324804974248744,10.494601290297405,329,83
working_memory,9,1,R2,Network only,FP,0.17102034357519819,13.402706132858714,10.296025322448655,329,83
working_memory,9,1,R2,Network only,fused,0.16956614682608834,11.66916959360035,9.423586512676048,329,83
working_memory,9,1,R2,Network only,equal_weight,0.1654640139548958,11.596118584171961,9.423181025543027,329,83
working_memory,9,2,R2,Network only,FC,0.22595221665816115,12.09492264971399,9.641486881374682,330,82
working_memory,9,2,R2,Network only,SC,0.21382871902267028,11.667885272438024,9.322833358196558,330,82
working_memory,9,2,R2,Network only,FP,0.23127137191165922,11.303299322144177,8.938752354571655,330,82
working_memory,9,2,R2,Network only,fused,0.2640250582897574,11.05946197332121,8.809270025417003,330,82
working_memory,9,2,R2,Network only,equal_weight,0.27397033058334697,11.040375998635826,8.842971876087205,330,82
working_memory,9,3,R2,Network only,FC,0.19470533158347364,12.537032391880391,10.125870352747917,330,82
working_memory,9,3,R2,Network only,SC,0.3688432949801423,10.273753898831053,7.921130623496334,330,82
working_memory,9,3,R2,Network only,FP,0.13139216532917639,11.63898008676452,9.569341054490407,330,82
working_memory,9,3,R2,Network only,fused,0.1661360629374385,11.30845942958205,9.304890241840177,330,82
working_memory,9,3,R2,Network only,equal_weight,0.3151584737087379,10.380248181727175,8.386376260987301,330,82
working_memory,9,4,R2,Network only,FC,0.4123111561603514,11.445551920133278,8.947898240032533,330,82
working_memory,9,4,R2,Network only,SC,0.07057523891936293,12.545669637062916,10.183469945108932,330,82
working_memory,9,4,R2,Network only,FP,0.36506361524323566,12.024601235944953,9.475513788071247,330,82
working_memory,9,4,R2,Network only,fused,0.17693057934801254,11.80977590182297,9.690252689405764,330,82
working_memory,9,4,R2,Network only,equal_weight,0.301117898031776,11.268921189006297,9.211132508902075,330,82
working_memory,0,0,R3,Full PALF,FC,0.1096029516007761,12.547446463935351,10.392120054882012,329,83
working_memory,0,0,R3,Full PALF,SC,0.023785645476149364,10.857320783613266,8.995294779982327,329,83
working_memory,0,0,R3,Full PALF,FP,0.20373628045577885,10.292766509065551,8.61310794557853,329,83
working_memory,0,0,R3,Full PALF,fused,0.18650544979861472,9.883842912094348,8.220449195486438,329,83
working_memory,0,0,R3,Full PALF,equal_weight,0.1518683605957454,9.890629800106364,8.246237448223834,329,83
working_memory,0,1,R3,Full PALF,FC,0.2237641420265108,12.214787373731113,10.129159698366971,329,83
working_memory,0,1,R3,Full PALF,SC,0.21558221350616558,11.216293245520712,8.864305298276777,329,83
working_memory,0,1,R3,Full PALF,FP,0.17146642270842552,11.552973214977136,9.287206186710607,329,83
working_memory,0,1,R3,Full PALF,fused,0.19668448132553748,11.191359645360139,8.95091162098044,329,83
working_memory,0,1,R3,Full PALF,equal_weight,0.24322031903042624,10.75946661941872,8.595924283486363,329,83
working_memory,0,2,R3,Full PALF,FC,0.1685160003819302,13.299255478325943,10.101068328393021,330,82
working_memory,0,2,R3,Full PALF,SC,0.2031359119450421,12.176341208668152,9.596286342811371,330,82
working_memory,0,2,R3,Full PALF,FP,0.18324260749238278,13.124747535584019,9.938127747949173,330,82
working_memory,0,2,R3,Full PALF,fused,0.2382291963330784,11.93121251867349,8.992311868064341,330,82
working_memory,0,2,R3,Full PALF,equal_weight,0.2478777288240588,11.79441142551763,8.971312647476777,330,82
working_memory,0,3,R3,Full PALF,FC,0.41148067169408975,11.0103425177745,9.358325458676655,330,82
working_memory,0,3,R3,Full PALF,SC,0.13368703342062013,11.896707163315615,9.864810877442466,330,82
working_memory,0,3,R3,Full PALF,FP,0.4303781150558613,10.34021430047728,8.806524658173107,330,82
