task,seed,outer_fold,n_train,n_test,shared_alpha_SC,shared_sc_pearson,shared_sc_rmse,shared_sc_mae,baseline_lambda_F,baseline_fp_pearson,baseline_fp_rmse,baseline_fp_mae,baseline_w_FP,baseline_w_SC,baseline_fused_pearson,baseline_fused_rmse,baseline_fused_mae,adaptive_rho,adaptive_tau,adaptive_lambda_F,adaptive_fp_pearson,adaptive_fp_rmse,adaptive_fp_mae,adaptive_w_FP,adaptive_w_SC,adaptive_fused_pearson,adaptive_fused_rmse,adaptive_fused_mae,shadow_lambda_F,shadow_fp_pearson,shadow_fp_rmse,shadow_fp_mae,prediction_delta_fp,prediction_delta_fused,semantic_delta_fp,semantic_delta_fused_fixed_weight,adaptive_uses_semantic
fluid_intelligence,101,4,330,82,3000.0,0.16658570746721424,5.169695124623616,4.3340567511493395,0.1,0.02583415748680365,5.596109586682027,4.721766658781086,0.4,0.6,0.152106866236484,5.139673520503417,4.362282057400203,0.0,0.0,0.1,0.02583415748680365,5.596109586682027,4.721766658781086,0.4,0.6,0.152106866236484,5.139673520503417,4.362282057400203,0.1,0.02583415748680365,5.596109586682027,4.721766658781086,0.0,0.0,0.0,0.0,False
fluid_intelligence,202,0,329,83,3000.0,0.3202026874132215,4.355173447289994,3.708362851565048,0.1,0.21734575233844142,4.726751961490637,3.9771803893634696,0.25,0.75,0.36093115528318115,4.2696623173136725,3.660467762042151,0.0,0.0,0.1,0.21734575233844142,4.726751961490637,3.9771803893634696,0.25,0.75,0.36093115528318115,4.2696623173136725,3.660467762042151,0.1,0.21734575233844142,4.726751961490637,3.9771803893634696,0.0,0.0,0.0,0.0,False
fluid_intelligence,202,1,329,83,3000.0,0.41136600617712743,4.619685875127576,3.8139739683742313,0.1,0.14631909897093837,5.290485609638431,4.302937306336692,0.45,0.55,0.3287731894744974,4.776960552025954,3.931355289650551,0.0,0.0,0.1,0.14631909897093837,5.290485609638431,4.302937306336692,0.45,0.55,0.3287731894744974,4.776960552025954,3.931355289650551,0.1,0.14631909897093837,5.290485609638431,4.302937306336692,0.0,0.0,0.0,0.0,False
fluid_intelligence,202,2,330,82,3000.0,0.23785049058374544,4.463082517406877,3.655980277610281,0.1,0.25591730073940644,4.561787459470459,3.8832819351516226,0.2,0.8,0.2773965538767116,4.347206321477025,3.621940790497522,0.0,0.0,0.1,0.25591730073940644,4.561787459470459,3.8832819351516226,0.2,0.8,0.2773965538767116,4.347206321477025,3.621940790497522,0.1,0.25591730073940644,4.561787459470459,3.8832819351516226,0.0,0.0,0.0,0.0,False
fluid_intelligence,202,3,330,82,3000.0,0.4415330273013881,4.909630995302342,4.0416691512172624,0.1,0.3590869096117487,5.11692196453169,4.279299055915626,0.1,0.9,0.4800159512979356,4.841061665349619,3.979231585785742,0.0,0.0,0.1,0.3590869096117487,5.11692196453169,4.279299055915626,0.1,0.9,0.4800159512979356,4.841061665349619,3.979231585785742,0.1,0.3590869096117487,5.11692196453169,4.279299055915626,0.0,0.0,0.0,0.0,False
fluid_intelligence,202,4,330,82,3000.0,0.4165592931441225,4.509689020602644,3.824315068275119,0.1,0.20434139364310064,5.0801173458392315,4.347497728135028,0.3,0.7,0.4167563922309685,4.5163673159146285,3.930060092640715,0.5,0.0,1.0,0.16768296866697613,4.9098551878450625,4.287076555263792,0.5,0.5,0.38967144638591894,4.595720796377949,4.000994204878234,1.0,0.18386355280253394,4.879617222353568,4.258627928936868,-0.03665842497612451,-0.027084945845049557,-0.016180584135557813,-0.016239143891316365,True
fluid_intelligence,303,0,329,83,3000.0,0.19966859259439165,4.633569814249129,3.8520032883167614,0.1,0.21260379858277134,4.671975157967984,3.797380590508451,0.2,0.8,0.22600575514837032,4.521022394097462,3.7538474846076197,0.0,0.0,0.1,0.21260379858277134,4.671975157967984,3.797380590508451,0.2,0.8,0.22600575514837032,4.521022394097462,3.7538474846076197,0.1,0.21260379858277134,4.671975157967984,3.797380590508451,0.0,0.0,0.0,0.0,False
fluid_intelligence,303,1,329,83,3000.0,0.4579353662548522,4.8886367082290185,4.07268231584114,0.1,0.38113176892366374,5.063296776520813,4.298771243682377,0.4,0.6,0.5129911406488037,4.779516888091306,4.022742979627177,0.0,0.0,1.0,0.3348447678108738,5.1508444782660865,4.44629356887819,0.55,0.45,0.48992442760569943,4.949235304424206,4.237006922373538,1.0,0.3348447678108738,5.1508444782660865,4.44629356887819,-0.04628700111278994,-0.02306671304310426,0.0,0.0,False
fluid_intelligence,303,2,330,82,1000.0,0.3580734904791165,4.357513041603256,3.88644229663528,0.1,0.10384081573225634,5.146607268283843,4.2554042708494615,0.4,0.6,0.28207810633122626,4.487773328453312,3.9434073389320736,0.0,0.0,0.1,0.10384081573225634,5.146607268283843,4.2554042708494615,0.4,0.6,0.28207810633122626,4.487773328453312,3.9434073389320736,0.1,0.10384081573225634,5.146607268283843,4.2554042708494615,0.0,0.0,0.0,0.0,False
fluid_intelligence,303,3,330,82,1000.0,0.40252962297184325,4.436939248164439,3.7218857041205116,0.1,0.3748066347210156,4.569115962992445,3.799262540307677,0.35,0.65,0.4893133279212508,4.306108680205866,3.6993130290648337,0.25,0.0,0.1,0.3542516793647293,4.6284901058525785,3.852025627575327,0.4,0.6,0.4859410704462778,4.3190247101085095,3.71787497886021,0.1,0.3748066347210156,4.569115962992445,3.799262540307677,-0.02055495535628632,-0.003372257474972995,-0.02055495535628632,-0.007567561830489233,True
fluid_intelligence,303,4,330,82,3000.0,0.4279339101402196,4.634794578440855,3.7075682905362624,1.0,0.38307223768508614,4.81025233966348,3.9380961180934055,0.1,0.9,0.44556614957804297,4.613260095613113,3.7111917975883473,0.0,0.0,1.0,0.38307223768508614,4.81025233966348,3.9380961180934055,0.1,0.9,0.44556614957804297,4.613260095613113,3.7111917975883473,1.0,0.38307223768508614,4.81025233966348,3.9380961180934055,0.0,0.0,0.0,0.0,False
fluid_intelligence,404,0,329,83,0.001,0.29259998247675645,4.998180788980156,4.050367779563574,0.1,0.22755924714292003,5.152784791093529,4.26831697761361,0.35,0.65,0.33947771556130946,4.791612259462258,3.9497806010301564,0.0,0.0,0.1,0.22755924714292003,5.152784791093529,4.26831697761361,0.35,0.65,0.33947771556130946,4.791612259462258,3.9497806010301564,0.1,0.22755924714292003,5.152784791093529,4.26831697761361,0.0,0.0,0.0,0.0,False
fluid_intelligence,404,1,329,83,3000.0,0.5577390068561252,4.100189535722134,3.519108736956009,0.1,0.25717000786371425,4.92920826953187,4.1073246688828675,0.3,0.7,0.5415112252059784,4.160590302909537,3.6184748276553944,0.0,0.0,0.1,0.25717000786371425,4.92920826953187,4.1073246688828675,0.3,0.7,0.5415112252059784,4.160590302909537,3.6184748276553944,0.1,0.25717000786371425,4.92920826953187,4.1073246688828675,0.0,0.0,0.0,0.0,False
fluid_intelligence,404,2,330,82,3000.0,0.3047602871746578,4.395818772022907,3.639387849080469,0.1,0.2159112458408522,4.700291433443323,3.672051386607588,0.25,0.75,0.3507355299592883,4.2981982502818115,3.521308371221862,0.0,0.0,0.1,0.2159112458408522,4.700291433443323,3.672051386607588,0.25,0.75,0.3507355299592883,4.2981982502818115,3.521308371221862,0.1,0.2159112458408522,4.700291433443323,3.672051386607588,0.0,0.0,0.0,0.0,False
fluid_intelligence,404,3,330,82,0.001,0.37526046150225256,4.442888611576046,3.7945717777571355,0.1,0.282974883951126,4.746475572445382,3.8760725671146536,0.4,0.6,0.41836658235599783,4.312538118806009,3.696725786737063,0.0,0.0,0.1,0.282974883951126,4.746475572445382,3.8760725671146536,0.4,0.6,0.41836658235599783,4.312538118806009,3.696725786737063,0.1,0.282974883951126,4.746475572445382,3.8760725671146536,0.0,0.0,0.0,0.0,False
fluid_intelligence,404,4,330,82,3000.0,0.417449942796453,4.702537645309819,3.869257041771531,0.1,0.2519124317183541,5.1325974497327875,4.207889112775678,0.3,0.7,0.4423710857911074,4.681391582661437,3.8636241669602143,0.25,0.0,1.0,0.24014582587235828,5.059313131998298,4.2102256801445845,0.45,0.55,0.43732862776398246,4.761015418527336,3.956340822028282,1.0,0.2448037328539271,5.05399553682598,4.216341679122729,-0.011766605845995814,-0.005042458027124941,-0.004657906981568816,-0.0036898707107177464,True
