task,seed,fold,model,pearson,rmse,mae,eta,expert_pearson,expert_rmse,expert_mae,selected_top_k,selected_alpha,selected_ratio,prior_type
WM,3131,2,A2,0.28871235784717636,11.4741966243128,9.281273432410122,0.0,-0.11604847621821496,11.639850484895405,9.206922449455293,5.0,,,matched
WM,3131,2,A3,0.28871235784717636,11.4741966243128,9.281273432410122,0.0,-0.11604847621821496,11.639850484895405,9.206922449455293,5.0,100.0,0.0,A3
WM,3131,2,A4,0.28871235784717636,11.4741966243128,9.281273432410122,0.0,-0.11604847621821496,11.639850484895405,9.206922449455293,5.0,100.0,0.0,A4
WM,3131,2,A5,0.28625124082540965,11.29073147184896,9.132164637987207,0.15000000000000002,-0.09472846529417081,11.697211155286178,9.382548554857992,5.0,100.0,1.0,A5
WM,3131,2,A6,0.28871235784717636,11.4741966243128,9.281273432410122,0.0,-0.2137769069953606,11.566235293111518,9.218663708894496,5.0,1000.0,1.0,A6
WM,3131,3,A0,0.31751381890258534,11.179899281466366,9.480077146718331,,,,,,,,matched
WM,3131,3,A1,0.31751381890258534,11.179899281466366,9.480077146718331,0.0,-0.22884658039937297,11.78076610700259,9.964503582526756,,,,matched
WM,3131,3,A2,0.3095000231284634,11.067974659475782,9.396156904412459,0.30000000000000004,-0.24571710070220532,11.714807839741683,9.937127039931307,5.0,,,matched
WM,3131,3,A3,0.3095000231284634,11.067974659475782,9.396156904412459,0.30000000000000004,-0.24571710070220532,11.714807839741683,9.937127039931307,5.0,1000.0,0.0,A3
WM,3131,3,A4,0.3095000231284634,11.067974659475782,9.396156904412459,0.30000000000000004,-0.24571710070220532,11.714807839741683,9.937127039931307,5.0,1000.0,0.0,A4
WM,3131,3,A5,0.31751381890258534,11.179899281466366,9.480077146718331,0.0,-0.11828315136852621,11.630252696155999,9.852721404665736,25.0,1000.0,1.0,A5
WM,3131,3,A6,0.31751381890258534,11.179899281466366,9.480077146718331,0.0,-0.22935740095501572,11.66712270117415,9.90892393509142,15.0,1000.0,1.0,A6
WM,3131,4,A0,0.3242680999360124,9.891091042018935,7.881948533444675,,,,,,,,matched
WM,3131,4,A1,0.3198349618625686,9.839802840224614,7.838740470196142,0.05,-0.13029321538330452,11.999997407074751,9.619175896707139,,,,matched
WM,3131,4,A2,0.3242680999360124,9.891091042018935,7.881948533444675,0.0,-0.10927870494302996,10.883442256557263,8.447717280463984,15.0,,,matched
WM,3131,4,A3,0.3242680999360124,9.891091042018935,7.881948533444675,0.0,-0.10927870494302996,10.883442256557263,8.447717280463984,15.0,0.001,0.0,A3
WM,3131,4,A4,0.3242680999360124,9.891091042018935,7.881948533444675,0.0,-0.10927870494302996,10.883442256557263,8.447717280463984,15.0,0.001,0.0,A4
WM,3131,4,A5,0.3242680999360124,9.891091042018935,7.881948533444675,0.0,-0.06470670164525513,11.098201418023034,8.683142356902492,15.0,0.001,0.0,A5
WM,3131,4,A6,0.3242680999360124,9.891091042018935,7.881948533444675,0.0,-0.09754335293619915,10.301666334050877,8.058342997927452,5.0,0.001,0.0,A6
WM,3232,0,A0,0.2333263625895401,11.207477960476417,9.423015936988147,,,,,,,,matched
WM,3232,0,A1,0.23278144576563833,11.170010486347424,9.362653831251846,0.05,6.294541193084709e-06,11.9279734346995,9.297158847921816,,,,matched
