edge_index,roi_i_0based,roi_j_0based,roi_i_1based,roi_j_1based,mean_signed_coef,mean_abs_coef,median_abs_coef,rank_mean_abs,roi_i_name,roi_j_name,top10_frequency,top20_frequency,top50_frequency,sign_consistency
1161,10,67,11,68,0.04351295150534495,0.04351295150534495,0.0257921983562381,39,Frontal_Inf_Oper_L,Precuneus_R,0.06,0.12,0.34,1.0
2999,29,100,30,101,0.04259472333734034,0.04259472333734034,0.02925867503163159,40,Insula_R,Cerebelum_7b_L,0.0,0.06,0.22,1.0
1469,13,66,14,67,0.042584479864123184,0.042584479864123184,0.032080455608791525,41,Frontal_Inf_Tri_R,Precuneus_L,0.0,0.02,0.18,1.0
3134,31,66,32,67,0.04237096940863232,0.04237096940863232,0.027973595360444276,42,Cingulum_Ant_R,Precuneus_L,0.0,0.08,0.28,1.0
1174,10,80,11,81,-0.0420944333058225,0.0420944333058225,0.02809022044798228,43,Frontal_Inf_Oper_L,Temporal_Sup_L,0.0,0.02,0.16,1.0
2374,22,98,23,99,-0.04151729692839595,0.04151729692839595,0.02735962939865747,44,Frontal_Sup_Medial_L,Cerebelum_6_L,0.02,0.04,0.2,1.0
3015,30,31,31,32,0.04138160736302551,0.04138160736302551,0.033634062992632247,45,Cingulum_Ant_L,Cingulum_Ant_R,0.2,0.3,0.56,1.0
5193,61,70,62,71,-0.041256574395612144,0.041256574395612144,0.03225974847023258,46,Parietal_Inf_R,Caudate_L,0.0,0.04,0.2,1.0
6422,93,99,94,100,0.04084855719131869,0.04084855719131869,0.02857333852913868,47,Cerebelum_Crus2_R,Cerebelum_6_R,0.0,0.0,0.22,1.0
5783,73,90,74,91,0.040505672325435026,0.040505672325435026,0.02978977985711852,48,Putamen_R,Cerebelum_Crus1_L,0.0,0.08,0.28,1.0
6353,90,99,91,100,0.04047375320017455,0.04047375320017455,0.031212552478508224,49,Cerebelum_Crus1_L,Cerebelum_6_R,0.0,0.04,0.14,1.0
2971,29,72,30,73,-0.04030924483021683,0.04030924483021683,0.024950618583379075,50,Insula_R,Putamen_L,0.0,0.0,0.08,1.0
5665,70,101,71,102,-0.040131257660522286,0.04025207402395955,0.02306294738146536,51,Caudate_L,Cerebelum_7b_R,0.04,0.08,0.16,0.94
6358,90,104,91,105,-0.04022695677613902,0.04022695677613902,0.02575340190925344,52,Cerebelum_Crus1_L,Cerebelum_9_L,0.0,0.06,0.14,1.0
1426,13,23,14,24,0.04013229917347899,0.04013229917347899,0.02547856860322077,53,Frontal_Inf_Tri_R,Frontal_Sup_Medial_R,0.04,0.1,0.24,1.0
1400,12,99,13,100,-0.0399320888574751,0.0399320888574751,0.023105338766700997,54,Frontal_Inf_Tri_L,Cerebelum_6_R,0.0,0.0,0.12,1.0
2733,26,95,27,96,-0.03970843749481459,0.03970843749481459,0.027030833404228335,55,Rectus_L,Cerebelum_3_R,0.0,0.0,0.08,1.0
1479,13,76,14,77,-0.039451409967679756,0.039451409967679756,0.022759038542824538,56,Frontal_Inf_Tri_R,Thalamus_L,0.0,0.0,0.04,1.0
5463,66,85,67,86,0.03940681910965629,0.03940681910965629,0.02512432111543696,57,Precuneus_L,Temporal_Mid_R,0.0,0.04,0.12,1.0
5499,67,73,68,74,0.038952962969471594,0.038952962969471594,0.02530921916483341,58,Precuneus_R,Putamen_R,0.0,0.02,0.08,1.0
5478,66,100,67,101,-0.03878511032312833,0.03885873719059011,0.022558008876658518,59,Precuneus_L,Cerebelum_7b_L,0.02,0.02,0.14,0.96
3090,30,106,31,107,0.03843896128215934,0.03843896128215934,0.023443683525354343,60,Cingulum_Ant_L,Cerebelum_10_L,0.08,0.08,0.2,1.0
5532,67,106,68,107,0.038304117606330845,0.038304117606330845,0.021100804849414227,61,Precuneus_R,Cerebelum_10_L,0.02,0.04,0.14,1.0
5874,75,100,76,101,-0.038192628707896886,0.03822459240246636,0.015816584104316442,62,Pallidum_R,Cerebelum_7b_L,0.0,0.08,0.2,0.92
2979,29,80,30,81,-0.038038667054638764,0.038038667054638764,0.02248752678550049,63,Insula_R,Temporal_Sup_L,0.0,0.02,0.16,1.0
2916,28,103,29,104,-0.03788941326876006,0.03788941326876006,0.020900791934077158,64,Insula_L,Cerebelum_8_R,0.0,0.06,0.16,1.0
3153,31,85,32,86,0.0377467104798484,0.0377467104798484,0.02753858359081316,65,Cingulum_Ant_R,Temporal_Mid_R,0.0,0.0,0.06,1.0
3351,34,37,35,38,-0.03763943587901508,0.03763943587901508,0.023427122859187202,66,Cingulum_Post_L,Hippocampus_R,0.0,0.02,0.04,1.0
2472,23,104,24,105,-0.03755558994655882,0.03755558994655882,0.025280084134903145,67,Frontal_Sup_Medial_R,Cerebelum_9_L,0.0,0.04,0.1,1.0
3509,35,115,36,116,0.03751936339704732,0.03751936339704732,0.021758765327165683,68,Cingulum_Post_R,Vermis_10,0.0,0.02,0.16,1.0
2428,23,60,24,61,-0.03751736914147281,0.03751736914147281,0.019774113768387364,69,Frontal_Sup_Medial_R,Parietal_Inf_L,0.0,0.02,0.1,1.0
6591,102,115,103,116,-0.03748014461933562,0.03748014461933562,0.024713137371713392,70,Cerebelum_8_L,Vermis_10,0.0,0.0,0.16,1.0
6552,100,103,101,104,0.03698449000213076,0.03715861420385799,0.026867974193858196,71,Cerebelum_7b_L,Cerebelum_8_R,0.02,0.04,0.1,0.96
6452,94,108,95,109,-0.03711953157365898,0.03711953157365898,0.016499931908332013,72,Cerebelum_3_L,Vermis_1_2,0.02,0.02,0.14,1.0
3413,34,99,35,100,0.03708508716568709,0.03708508716568709,0.022874689125819733,73,Cingulum_Post_L,Cerebelum_6_R,0.0,0.0,0.12,1.0
5455,66,77,67,78,0.03704400325360051,0.03707888584070556,0.023748647044112878,74,Precuneus_L,Thalamus_R,0.0,0.02,0.06,0.96
3150,31,82,32,83,0.03700422918584676,0.03700422918584676,0.025287030575949235,75,Cingulum_Ant_R,Temporal_Pole_Sup_L,0.0,0.0,0.04,1.0
2966,29,67,30,68,0.036971346434751355,0.036971346434751355,0.02213637085067747,76,Insula_R,Precuneus_R,0.0,0.0,0.12,1.0
5199,61,76,62,77,-0.036690304700906756,0.036690304700906756,0.02416342727662818,77,Parietal_Inf_R,Thalamus_L,0.0,0.0,0.1,1.0
5481,66,103,67,104,0.036660794986120494,0.036660794986120494,0.023397303045760397,78,Precuneus_L,Cerebelum_8_R,0.0,0.02,0.06,1.0
2912,28,99,29,100,-0.03659507651957667,0.03659507651957667,0.019948817894751343,79,Insula_L,Cerebelum_6_R,0.0,0.0,0.08,1.0
5170,60,101,61,102,-0.03652254087568378,0.03652254087568378,0.025228425718159732,80,Parietal_Inf_L,Cerebelum_7b_R,0.0,0.04,0.08,1.0
