model,task,pearson_mean,pearson_std,rmse_mean,mae_mean
R0,WM,0.29885288012657735,0.08438504149649802,11.043507711216904,8.983366244601104
R0,FI,0.3782436708089867,0.09643919933814064,4.556649105753088,3.7801245031799082
P1_rbf,WM,0.2548821719867891,0.07441908113090492,11.111913342190931,9.082924192763738
P1_rbf,FI,0.3753712060471783,0.08560789175430665,4.563182804747918,3.836277829850151
P0_linear,WM,0.26023058547389144,0.08721011326097088,11.355753864677153,9.199239072352347
P0_linear,FI,0.3795817285399177,0.07647078973596844,4.569427915772552,3.7774967014485283
