target,model,regime,seed,fold,abstained,top10,top5,bottom10,bottom5,random10_mean,random5_mean,top10_minus_random10
FI,B0,B,7575,3,0,-0.019821869041363627,0.011164272900658467,0.009698245523879656,0.050458333414992396,0.016696282145941252,0.004763651136372396,-0.03651815118730488
FI,B0,B,7575,4,0,0.08013415352634734,0.011346341678758698,-0.028834283562550134,-0.028104692657461072,0.016721914637462757,0.007618726501090096,0.06341223888888459
FI,B1,A,7171,0,0,0.05069476440535414,0.03834453456163178,-0.017603546040914075,-0.0337542173879708,0.03944706137305447,0.012867486834584474,0.011247703032299675
FI,B1,A,7171,1,0,-0.04397660417336979,-0.043021823130215076,-0.033229226647773835,0.04763842572391841,0.02555253385473647,0.03759876820808495,-0.06952913802810626
FI,B1,A,7171,2,0,0.0028634590078961963,0.017577673698648155,0.01859313337466517,0.024453112174789737,0.005456918450937378,-0.0014890164707519915,-0.002593459443041182
FI,B1,A,7171,3,0,0.04200548230716894,0.1651336932783325,-0.04750132620435821,-0.07131089541865254,0.020055930263631144,0.01988544842184316,0.021949552043537796
FI,B1,A,7171,4,0,0.2998479423182241,0.00032335237663616567,0.1847552867548634,0.06358914038861219,0.09148806109806115,0.057990888789846685,0.20835988122016294
FI,B1,A,7272,0,0,0.11870697720817702,0.060757207828695314,0.08216035941471667,-0.00217578646389871,0.04067704514056641,0.021277143649961135,0.07802993206761061
FI,B1,A,7272,1,0,-0.011935379126076562,-0.07209829253727662,-0.057526323816645686,-0.059948250934931835,0.01726075366486777,0.0003127238024344692,-0.02919613279094433
FI,B1,A,7272,2,1,,,,,,,
FI,B1,A,7272,3,0,0.04855313914392667,0.00885398710219043,-0.0167141774878381,-0.020728966884675515,0.031805864541494755,0.023267336491682125,0.016747274602431916
FI,B1,A,7272,4,1,,,,,,,
FI,B1,A,7373,0,0,0.03721679490491514,0.032355574639521656,0.02319104347191292,0.018127102472976553,0.06237062885764125,0.024479199935934143,-0.025153833952726107
FI,B1,A,7373,1,0,0.07851674196318559,-0.014529328943913455,0.0544818434513239,0.004888208001975869,0.005071818423999011,0.0006964091108854919,0.07344492353918658
FI,B1,A,7373,2,0,0.0912818514746494,0.053981615211253775,0.13130699196745255,0.10165726656883134,0.04424269757975296,0.04555126737302108,0.04703915389489644
FI,B1,A,7373,3,0,-0.029265249559982998,-0.003966427363096159,0.0785071845595251,0.07694371056020088,-0.012847768186648399,-0.009245757771426905,-0.016417481373334597
FI,B1,A,7373,4,0,0.03494833845329026,0.0683086335348726,0.10005908696255617,0.10007767198842643,0.030535852626267755,0.014485914567900729,0.004412485827022507
FI,B1,A,7474,0,1,,,,,,,
FI,B1,A,7474,1,0,-0.03657455849979652,-0.04956354563926624,0.07737195777217476,-0.03327939973003602,-0.02994077371535335,-0.025631606652912513,-0.006633784784443167
FI,B1,A,7474,2,0,0.07101786522721465,0.032010150333007914,-0.0487269913496986,-0.003973429794279504,0.02080988853439295,0.0037420956342997247,0.050207976692821704
FI,B1,A,7474,3,0,0.1200468569671429,0.16207005237474625,0.19579526433708683,0.09826769912066968,0.04705232812187303,0.033311111179565076,0.07299452884526987
FI,B1,A,7474,4,1,,,,,,,
FI,B1,A,7575,0,0,0.006073064201840062,0.01212810277943177,0.08920538325105909,0.03072830490027556,0.03461866504382363,0.011432312671362901,-0.02854560084198357
FI,B1,A,7575,1,0,0.01690092094499196,-0.0026570676435824225,0.02153665967124674,0.014234455569641646,0.029945595691311562,0.011622409628334945,-0.013044674746319602
FI,B1,A,7575,2,0,0.08212665278787323,0.10548038084170219,0.005904804288600296,0.019623368076493897,0.0575857266825796,0.029861933129460443,0.024540926105293633
FI,B1,A,7575,3,0,0.05326384774773718,0.024010965369510195,0.008996329971679096,0.016347572924085618,0.01987326045067655,0.009342717198716733,0.03339058729706063
FI,B1,A,7575,4,1,,,,,,,
FI,B1,B,7171,0,0,0.10630921620344047,0.026462773714902355,0.08774328810873566,0.061610193238683664,0.03784292362977665,0.011682152141132258,0.06846629257366382
FI,B1,B,7171,1,0,0.11680075808059698,0.0040281434910403036,0.0802587134643673,0.06437279398286488,0.020380066815177064,0.02069955421326594,0.09642069126541991
FI,B1,B,7171,2,0,0.0014780931996094537,-0.014620180442782349,0.04342819749114124,0.025331051061831644,0.012991528115588694,-0.0002395157304867901,-0.01151343491597924
FI,B1,B,7171,3,0,0.10228555805855155,0.0730095789199634,-0.0004384417365743687,0.010641686696390984,0.020071566299778833,0.01445586251607164,0.08221399175877273
FI,B1,B,7171,4,0,0.15934323062075606,0.09109288508825486,0.14300127122723616,0.05751778871446778,0.07623563111491134,0.036519339335324925,0.08310759950584472
FI,B1,B,7272,0,0,0.09775667788407194,0.07142020761226942,-0.026535488364476834,-0.007377703124094026,0.01944730867202929,0.007424540688459524,0.07830936921204265
FI,B1,B,7272,1,0,-0.05538977651310173,-0.08418754817323038,-0.024381336234707618,-0.007223749513639355,0.009248024218642792,0.0016053426907273226,-0.06463780073174452
FI,B1,B,7272,2,0,0.07773128321755074,-0.061162169351492324,0.01423374368759145,-0.006157492779679252,0.014558287533923435,0.0037909943356743,0.0631729956836273
FI,B1,B,7272,3,0,0.06185652077724946,-0.003555107339743735,-0.14972339366537568,-0.1122073875702565,-0.006664952322417017,0.0008255422991806505,0.06852147309966647
FI,B1,B,7272,4,0,0.1980266251700895,0.14487095873211686,0.06904956087119629,0.0679116476192343,0.05722207847460844,0.024494657413359384,0.14080454669548106
FI,B1,B,7373,0,0,-0.0349278246804019,-0.10591813272151196,0.00631477519533874,0.006246625300926567,0.039652696993133806,0.013521750470998422,-0.07458052167353571
FI,B1,B,7373,1,0,0.03166423929411177,0.003603846827755497,0.02492794145219257,-0.001954059948841902,0.060982148343455674,0.02509610782372281,-0.0293179090493439
FI,B1,B,7373,2,0,0.07980885619195455,0.062385295063760005,0.05307958811640123,0.017816634433188483,0.03577053775993874,0.02527446955653242,0.044038318432015805
FI,B1,B,7373,3,0,-0.05403862472139842,-0.06428621927035927,0.05067795770982908,0.01495370997867873,0.001531351076912557,-0.0036633935548336448,-0.05556997579831098
FI,B1,B,7373,4,0,0.19889548804750667,0.0807948144051176,0.03492135803384944,0.04548925480059118,0.056714452891766076,0.022288650201268263,0.1421810351557406
