edge_index,roi_i_0based,roi_j_0based,roi_i_1based,roi_j_1based,mean_signed_coef,mean_abs_coef,median_abs_coef,rank_mean_abs,roi_i_name,roi_j_name,top10_frequency,top20_frequency,top50_frequency,sign_consistency
5746,72,95,73,96,-0.08640367739559228,0.08640367739559228,0.08020482603291468,133,Putamen_L,Cerebelum_3_R,0.0,0.02,0.06,1.0
1330,12,29,13,30,-0.0862337949478905,0.0862337949478905,0.06581369797972286,134,Frontal_Inf_Tri_L,Insula_R,0.0,0.0,0.02,1.0
6371,91,93,92,94,0.0861273349040961,0.0861273349040961,0.06746207746029233,135,Cerebelum_Crus1_R,Cerebelum_Crus2_R,0.0,0.0,0.04,1.0
2005,18,107,19,108,-0.08606704435489977,0.08606704435489977,0.0763319258425178,136,Supp_Motor_Area_L,Cerebelum_10_R,0.0,0.0,0.02,1.0
3059,30,75,31,76,-0.08583757380984385,0.08583757380984385,0.09083193671769221,137,Cingulum_Ant_L,Pallidum_R,0.0,0.0,0.02,1.0
3145,31,77,32,78,-0.08580017017684469,0.08580017017684469,0.05656164314819741,138,Cingulum_Ant_R,Thalamus_R,0.0,0.02,0.06,1.0
5956,77,105,78,106,0.08546925717427536,0.08546925717427536,0.08002203903669354,139,Thalamus_R,Cerebelum_9_R,0.0,0.0,0.0,1.0
5841,74,107,75,108,0.08491026744738724,0.08546912266959543,0.06543928440299923,140,Pallidum_L,Cerebelum_10_R,0.0,0.04,0.14,0.98
2449,23,81,24,82,-0.08542584211888253,0.08542584211888253,0.08607669914162566,141,Frontal_Sup_Medial_R,Temporal_Sup_R,0.0,0.0,0.02,1.0
6421,93,98,94,99,0.08516508768602567,0.08516508768602567,0.08151444315997053,142,Cerebelum_Crus2_R,Cerebelum_6_L,0.0,0.0,0.02,1.0
6188,84,99,85,100,0.08511611678176567,0.08511611678176567,0.07154551038133536,143,Temporal_Mid_L,Cerebelum_6_R,0.02,0.08,0.28,1.0
6637,107,111,108,112,-0.08503148299549097,0.08503148299549097,0.08245417816769313,144,Cerebelum_10_R,Vermis_6,0.0,0.0,0.0,1.0
