target,condition,condition_display,fp_r_mean,fused_r_mean,fused_r_std,fused_rmse_mean,fused_mae_mean,equal_weight_r_mean,n_seeds
working_memory,R0,Same-solver no prior,0.27512300621121283,0.2635147735902435,0.03239731619287516,11.292921002711033,9.196209542309226,0.26456227254331266,10
working_memory,R1,Anisotropy only,0.2774329627524931,0.2578181529618702,0.03193598963348996,11.227370495994487,9.13205607676997,0.2510054456010257,10
working_memory,R2,Network penalty only,0.2749442870839875,0.2636642091477666,0.033452334342189693,11.324360626526708,9.201725847638453,0.26673735377863667,10
working_memory,R3,Full PALF,0.27818126672270554,0.26249975212135696,0.03881643444209654,11.275103293199495,9.144607283050542,0.26106300055102083,10
fluid_intelligence,R0,Same-solver no prior,0.21658854348408588,0.3709173349695604,0.02472747140724968,4.566689193658603,3.7886584901699827,0.36995824271296773,10
fluid_intelligence,R1,Anisotropy only,0.23389473001252498,0.3678439070231634,0.024926469511389392,4.577230471221895,3.787981960657649,0.3708145856599864,10
fluid_intelligence,R2,Network penalty only,0.21352523666985307,0.3703093499438902,0.025384166442095436,4.568808496112776,3.790071047969387,0.3688610230922087,10
fluid_intelligence,R3,Full PALF,0.22385683137955495,0.3700313844593241,0.026258878429758638,4.56793329251281,3.7829325441493054,0.3677817555142978,10
