target,condition,condition_display,seed,fp_pearson,fp_rmse,fp_mae,sc_pearson,sc_rmse,sc_mae,fused_pearson,fused_rmse,fused_mae,equal_weight_pearson,equal_weight_rmse,equal_weight_mae
working_memory,R1,Anisotropy only,0,0.2463570123855779,11.708936001636136,9.475540959362196,0.1545590367290333,11.989127433718954,9.672281473511477,0.2603106385993172,11.367000574873481,9.232392287593026,0.24728489513552976,11.333440483180993,9.218771259462919
working_memory,R1,Anisotropy only,1,0.28863166414790903,11.124692655985566,9.082502195209038,0.12737921740403083,12.136407817169195,9.869711657689097,0.26319084733375153,11.098717151074336,9.127508798126794,0.25056448180095436,11.123030254854829,9.157915210919212
working_memory,R1,Anisotropy only,2,0.29305718098362993,11.529474038095696,9.36058215225528,0.1526215476431127,11.966425473301573,9.757997439399128,0.2923432811099648,11.274531757376606,9.134925749874181,0.27538173113681647,11.148876224288717,9.08325555450467
working_memory,R1,Anisotropy only,3,0.29839021259090936,11.10938808074297,9.027162287393002,0.12821697770748955,12.095668314237844,9.846121181207772,0.2859527591833177,10.995968943899154,8.924151897809516,0.26564608686726326,11.051585000824339,9.035716877992002
working_memory,R1,Anisotropy only,4,0.24855196768837481,11.286612349751568,9.165654167287197,0.11878365017151786,12.179381386690823,9.925331959849084,0.24582735433887568,11.21749777376851,9.10504858567759,0.21792291965453287,11.27545007377982,9.21435227933718
working_memory,R1,Anisotropy only,5,0.24753810595171943,11.738247294524232,9.349081156160935,0.05664177150729708,12.590692734311466,10.182680268836402,0.19209686249129815,11.678066791670894,9.438970063153636,0.19177480631458618,11.55718451162998,9.39732934686607
working_memory,R1,Anisotropy only,6,0.26675252432290775,11.040801233681684,8.953888659981944,0.14471254944053175,11.986849428565568,9.685772726422934,0.23447979166066424,11.134265861410936,9.0371746714324,0.24190581053540897,11.111537002196801,9.053856211619335
working_memory,R1,Anisotropy only,7,0.28285307924403086,11.206760001739237,9.099148169184163,0.08728795967208323,12.385968857526839,9.996111927014642,0.25400761611533007,11.176422057192493,9.100550148591532,0.2221476801141616,11.28035077050539,9.207701213231383
working_memory,R1,Anisotropy only,8,0.31784538924710815,10.878379592045395,8.745326083336597,0.18245715244138277,11.732377737477398,9.534447066774382,0.30281421944070847,10.879214631782606,8.916537493042485,0.31551140018467716,10.83855312617336,8.853376215072272
working_memory,R1,Anisotropy only,9,0.2843524909627638,11.504555052129287,9.202950473460644,0.16708868690793033,11.923376616807912,9.638328762013668,0.2471581593454745,11.452019416895848,9.303301072398538,0.28191464426632634,11.105792997078776,8.988987815721416
working_memory,R2,Network penalty only,0,0.2617397932620785,11.939504654078428,9.730524321461512,0.1545590367290333,11.989127433718954,9.672281473511477,0.2695309285932112,11.441940388235743,9.334591661923785,0.2719153513028145,11.276684509003749,9.188655242413088
working_memory,R2,Network penalty only,1,0.2850769539245136,11.47284011801627,9.28576371126974,0.12737921740403083,12.136407817169195,9.869711657689097,0.254947715509606,11.316995848355859,9.268997761164261,0.26286116581014407,11.193878717431463,9.178843967906062
working_memory,R2,Network penalty only,2,0.3071511752637033,11.394198549755048,9.32068923958793,0.1526215476431127,11.966425473301573,9.757997439399128,0.3043579591344499,11.126930878137667,9.031049368531802,0.3002017355679252,11.021713727444162,9.007729697650767
working_memory,R2,Network penalty only,3,0.2948646772035285,11.45689145905807,9.395066908078418,0.12821697770748955,12.095668314237844,9.846121181207772,0.2987510546524904,11.00720772204725,8.92170128717314,0.2811175385201946,11.054976353101408,9.01304379358436
