seed,fold,task,prior_type,expert_type,baseline_pearson,baseline_rmse,baseline_mae,fc_expert_pearson,sc_expert_pearson,expert_fused_pearson,final_pearson,final_rmse,final_mae,delta_final_vs_baseline,selected_mask_family_fc,selected_mask_size_fc,selected_lambda_fc_expert,selected_laplacian_ratio_fc,selected_mask_family_sc,selected_mask_size_sc,selected_lambda_sc_expert,selected_laplacian_ratio_sc,expert_w_FC,expert_w_SC,alpha_base_vs_expert,base_expert_prediction_corr,base_expert_error_corr,ridge_final_pearson,ridge_delta_vs_baseline,ridge_lambda_r,ridge_laplacian_ratio,max_recon_error_expert_ncr,max_recon_error_final_ncr,max_recon_error_expert_ridge,max_recon_error_final_ridge
1717,3,FI,random,ncr,0.30550791123093524,4.400469206635915,3.684161489533251,0.20319449852960622,0.19201795882607542,0.28219850202301133,0.30222316885893274,4.382669917826034,3.710010556385864,-0.0032847423720024915,direct_topk,1200,0.1,1.0,direct_topk,1200,0.1,1.0,0.3,0.7,0.15,0.0,0.0,0.29841697248963417,-0.007090938741301067,1000.0,0.0,4.973799150320701e-14,1.0658141036401503e-14,7.105427357601002e-15,3.552713678800501e-15
1717,4,WM,matched,ncr,0.3665207363777893,11.246530154092483,9.465012408932614,0.2240791547944074,0.039892098342446745,0.22565780121764967,0.3665207363777893,11.246530154092483,9.465012408932614,0.0,direct_topk,1200,1000.0,0.0,direct_topk,300,1000.0,0.0,0.95,0.050000000000000044,0.0,0.0,0.0,0.3673855554425923,0.000864819064803013,1000.0,0.0,2.842170943040401e-14,0.0,2.842170943040401e-14,0.0
1717,4,WM,cross_task,ncr,0.3665207363777893,11.246530154092483,9.465012408932614,0.22989222778452026,0.08642799063383164,0.23793826511334543,0.368350696934243,10.890544593910347,9.181940381925344,0.0018299605564536803,direct_topk,1200,1000.0,0.0,direct_topk,100,1000.0,0.0,0.8,0.19999999999999996,0.3,0.0,0.0,0.36927932406647956,0.0027585876886902505,1000.0,0.0,2.842170943040401e-14,1.4210854715202004e-14,2.842170943040401e-14,1.4210854715202004e-14
1717,4,WM,shuffled,ncr,0.3665207363777893,11.246530154092483,9.465012408932614,0.1975966441003931,0.07038364046786535,0.205043500363429,0.3665207363777893,11.246530154092483,9.465012408932614,0.0,roi_incident,15,0.1,0.1,roi_incident,10,0.1,0.1,0.6,0.4,0.0,0.0,0.0,0.3665207363777893,0.0,1000.0,0.0,1.9895196601282805e-13,0.0,2.842170943040401e-14,0.0
1717,4,WM,random,ncr,0.3665207363777893,11.246530154092483,9.465012408932614,0.20780217775053644,0.13229857996431782,0.2416408533669904,0.34686192513457265,11.01769010550629,9.261427286212063,-0.019658811243216667,direct_topk,1200,0.01,1.0,roi_incident,15,0.01,1.0,0.35,0.65,0.35,0.0,0.0,0.33945604840048227,-0.027064687977307045,10.0,0.0,2.1316282072803006e-13,8.526512829121202e-14,4.263256414560601e-14,2.842170943040401e-14
1717,4,FI,matched,ncr,0.28957905802555595,5.029531295631178,3.979848999316478,0.14894459161025647,0.06487745449153884,0.15682784987866918,0.2934417056281826,5.004282114375527,3.9725124747598595,0.0038626476026266676,roi_incident,5,100.0,0.0,roi_incident,15,100.0,0.0,0.7,0.30000000000000004,0.05,0.0,0.0,0.2935901024031767,0.004011044377620732,100.0,0.0,1.0658141036401503e-14,3.552713678800501e-15,1.0658141036401503e-14,3.552713678800501e-15
1717,4,FI,cross_task,ncr,0.28957905802555595,5.029531295631178,3.979848999316478,0.05787413330169297,0.12551094188476375,0.13678121562280351,0.28957905802555595,5.029531295631178,3.979848999316478,0.0,roi_incident,15,1000.0,0.0,roi_incident,5,1000.0,0.0,0.2,0.8,0.0,0.0,0.0,0.28957905802555595,0.0,1000.0,0.0,7.105427357601002e-15,0.0,5.329070518200751e-15,0.0
1717,4,FI,shuffled,ncr,0.28957905802555595,5.029531295631178,3.979848999316478,0.07004893676289176,0.27607780365485485,0.2800511339996983,0.28957905802555595,5.029531295631178,3.979848999316478,0.0,roi_incident,10,100.0,0.0,direct_topk,1200,100.0,0.0,0.05,0.95,0.0,0.0,0.0,0.28957905802555595,0.0,100.0,0.0,3.552713678800501e-15,0.0,1.4210854715202004e-14,0.0
1717,4,FI,random,ncr,0.28957905802555595,5.029531295631178,3.979848999316478,0.10203295984603042,0.29345787880106305,0.3036090494260384,0.2945058662361165,4.981173451808546,3.9540415368108977,0.004926808210560574,roi_incident,15,0.1,0.3,direct_topk,1200,0.1,0.3,0.1,0.9,0.1,0.0,0.0,0.2873099797480787,-0.0022690782774772433,100.0,0.0,1.4210854715202004e-14,3.552713678800501e-15,8.881784197001252e-15,3.552713678800501e-15
1818,0,WM,matched,ncr,0.1900715558125146,11.14504802140569,8.529010039763925,0.212274142468732,-0.08839355426582612,0.212274142468732,0.1632201638606836,11.301403347172103,8.708138480617547,-0.026851391951830977,roi_incident,15,0.1,0.1,roi_incident,5,0.1,0.1,1.0,0.0,0.6,0.0,0.0,0.16461403517410236,-0.025457520638412223,100.0,0.0,2.7000623958883807e-13,1.7053025658242404e-13,5.684341886080802e-14,2.842170943040401e-14
1818,0,WM,cross_task,ncr,0.1900715558125146,11.14504802140569,8.529010039763925,0.22646120897241884,-0.058369109416648836,0.22646120897241884,0.14279617445849122,11.942986075043013,9.185072078871421,-0.04727538135402337,roi_incident,10,100.0,0.0,direct_topk,100,100.0,0.0,1.0,0.0,0.7,0.0,0.0,0.13567508811184303,-0.05439646770067155,100.0,0.0,2.842170943040401e-14,2.842170943040401e-14,2.842170943040401e-14,2.842170943040401e-14
1818,0,WM,shuffled,ncr,0.1900715558125146,11.14504802140569,8.529010039763925,0.23584745077279207,-0.027412697016355875,0.23584745077279207,0.21479619230015085,10.809412444216596,8.372995172811123,0.02472463648763626,direct_topk,100,100.0,0.0,direct_topk,600,100.0,0.0,1.0,0.0,0.85,0.0,0.0,0.21689020762264583,0.02681865181013124,100.0,0.0,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14
1818,0,WM,random,ncr,0.1900715558125146,11.14504802140569,8.529010039763925,0.23197650601747488,0.04842887750111203,0.23244725408831401,0.10655335038554944,11.477611513746922,8.984544038141168,-0.08351820542696514,roi_incident,15,0.1,1.0,roi_incident,5,0.1,1.0,0.95,0.050000000000000044,0.95,0.0,0.0,0.12773764558966386,-0.06233391022285073,1000.0,0.0,2.984279490192421e-13,2.8421709430404007e-13,2.842170943040401e-14,2.842170943040401e-14
1818,0,FI,matched,ncr,0.42923322862652036,4.520851195592334,3.8600531934472513,0.10199199610241742,0.2513607907801941,0.265806110113193,0.4257791849961726,4.531831646605164,3.8925161334143907,-0.003454043630347736,roi_incident,5,1.0,0.3,roi_incident,15,1.0,0.3,0.3,0.7,0.1,0.0,0.0,0.4241712454560515,-0.005061983170468853,1000.0,0.0,7.105427357601002e-15,3.552713678800501e-15,7.105427357601002e-15,3.552713678800501e-15
1818,0,FI,cross_task,ncr,0.42923322862652036,4.520851195592334,3.8600531934472513,0.13566414600262927,0.21251714525464488,0.23253201652545796,0.42923322862652036,4.520851195592334,3.8600531934472513,0.0,roi_incident,5,1.0,0.1,direct_topk,300,1.0,0.1,0.35,0.65,0.0,0.0,0.0,0.42923322862652036,0.0,1000.0,0.0,1.4210854715202004e-14,0.0,3.552713678800501e-15,0.0
1818,0,FI,shuffled,ncr,0.42923322862652036,4.520851195592334,3.8600531934472513,0.07753489426705445,0.29918106862478827,0.3040478830836718,0.422386311953177,4.537968836990562,3.8944885331104766,-0.006846916673343362,roi_incident,10,1.0,0.1,direct_topk,1200,1.0,0.1,0.05,0.95,0.1,0.0,0.0,0.41760046962445935,-0.01163275900206101,1000.0,0.0,7.105427357601002e-15,3.552713678800501e-15,5.329070518200751e-15,1.7763568394002505e-15
1818,0,FI,random,ncr,0.42923322862652036,4.520851195592334,3.8600531934472513,0.11797692823238756,0.27893053847285854,0.2894955322138631,0.42923322862652036,4.520851195592334,3.8600531934472513,0.0,direct_topk,1200,1.0,1.0,roi_incident,10,1.0,1.0,0.1,0.9,0.0,0.0,0.0,0.42923322862652036,0.0,1000.0,0.0,1.0658141036401503e-14,0.0,1.0658141036401503e-14,0.0
1818,1,WM,matched,ncr,0.03631065294723347,11.66504213110719,9.222037931855537,0.22106319513609704,0.2278316053923485,0.3028887267347601,0.19410258942415742,10.89233753687505,8.643242586775417,0.15779193647692397,roi_incident,15,0.1,1.0,roi_incident,5,0.1,1.0,0.65,0.35,0.45,0.0,0.0,0.16559412051190617,0.12928346756467268,1000.0,0.0,7.389644451905042e-13,3.268496584496461e-13,2.842170943040401e-14,2.842170943040401e-14
1818,1,WM,cross_task,ncr,0.03631065294723347,11.66504213110719,9.222037931855537,0.20353902176766378,0.1050989293985973,0.2195877785402264,0.07101979081323334,11.30612162417062,8.952024761487605,0.03470913786599987,roi_incident,10,1.0,0.3,roi_incident,10,1.0,0.3,0.7,0.30000000000000004,0.25,0.0,0.0,0.04716090010359132,0.01085024715635785,1000.0,0.0,7.105427357601002e-14,1.4210854715202004e-14,2.842170943040401e-14,1.4210854715202004e-14
1818,1,WM,shuffled,ncr,0.03631065294723347,11.66504213110719,9.222037931855537,0.18962802844356796,0.1257417290189896,0.21021246476732194,0.03631065294723347,11.66504213110719,9.222037931855537,0.0,direct_topk,100,0.1,0.1,roi_incident,15,0.1,0.1,0.55,0.44999999999999996,0.0,0.0,0.0,0.03631065294723347,0.0,10.0,0.0,5.684341886080801e-13,0.0,2.842170943040401e-14,0.0
1818,1,WM,random,ncr,0.03631065294723347,11.66504213110719,9.222037931855537,0.18888425189976374,0.2275027402116727,0.2610925016817618,0.040603690257381676,11.442425826348549,9.084028635445272,0.004293037310148205,roi_incident,10,1000.0,0.0,roi_incident,5,1000.0,0.0,0.2,0.8,0.25,0.0,0.0,0.04242360942693009,0.0061129564796966185,1000.0,0.0,2.842170943040401e-14,1.4210854715202004e-14,1.4210854715202004e-14,1.4210854715202004e-14
1818,1,FI,matched,ncr,0.445531561653146,4.441255154822514,3.7373380155625946,0.10936342434864828,0.1392525552129652,0.17450421138567335,0.445531561653146,4.441255154822514,3.7373380155625946,0.0,roi_incident,15,1000.0,0.0,direct_topk,600,1000.0,0.0,0.35,0.65,0.0,0.0,0.0,0.445531561653146,0.0,1000.0,0.0,7.105427357601002e-15,0.0,7.105427357601002e-15,0.0
1818,1,FI,cross_task,ncr,0.445531561653146,4.441255154822514,3.7373380155625946,0.12168025828577551,0.2338672803793256,0.246951804907801,0.38373091765030476,4.554345852311817,3.8459753033128856,-0.06180064400284124,roi_incident,10,1000.0,0.0,direct_topk,1200,1000.0,0.0,0.15,0.85,0.3,0.0,0.0,0.4264126943457228,-0.019118867307423182,1000.0,0.0,1.7763568394002505e-14,7.105427357601002e-15,7.105427357601002e-15,3.552713678800501e-15
1818,1,FI,shuffled,ncr,0.445531561653146,4.441255154822514,3.7373380155625946,0.2051084151413492,0.17167818821693395,0.2597708588137147,0.45905306957987024,4.430440428424726,3.732089025533835,0.013521507926724241,direct_topk,300,100.0,0.0,direct_topk,1200,100.0,0.0,0.6,0.4,0.35,0.0,0.0,0.458957059879275,0.013425498226128985,100.0,0.0,7.105427357601002e-15,3.552713678800501e-15,7.105427357601002e-15,3.552713678800501e-15
1818,1,FI,random,ncr,0.445531561653146,4.441255154822514,3.7373380155625946,0.03786513391643478,0.22459815781953224,0.22459815781953224,0.4614044539714194,4.418259006500721,3.722249849665443,0.01587289231827338,roi_incident,15,0.1,1.0,direct_topk,1200,0.1,1.0,0.0,1.0,0.15,0.0,0.0,0.445531561653146,0.0,100.0,0.0,7.105427357601002e-15,3.552713678800501e-15,7.105427357601002e-15,0.0
1818,2,WM,matched,ncr,0.30994857270363474,11.431878433606785,9.462016182950054,0.18511431592287758,0.06772890871619025,0.19294050989319983,0.31602922986597154,11.389892958220802,9.454960156032168,0.0060806571623368,roi_incident,15,0.1,1.0,direct_topk,300,0.1,1.0,0.65,0.35,0.35,0.0,0.0,0.31937878344752246,0.009430210743887724,1000.0,0.0,3.694822225952521e-13,1.2789769243681803e-13,2.842170943040401e-14,2.842170943040401e-14
1818,2,WM,cross_task,ncr,0.30994857270363474,11.431878433606785,9.462016182950054,0.2590516623887796,0.050811399972167395,0.2603441083076642,0.30531465474221253,11.572435195832773,9.60000469166233,-0.004633917961422207,roi_incident,15,0.1,0.3,direct_topk,100,0.1,0.3,0.9,0.09999999999999998,0.55,0.0,0.0,0.2596340828986996,-0.050314489804935136,100.0,0.0,4.547473508864641e-13,2.5579538487363607e-13,4.263256414560601e-14,2.842170943040401e-14
1818,2,WM,shuffled,ncr,0.30994857270363474,11.431878433606785,9.462016182950054,0.1797815849854368,0.04929722035565092,0.18350324990520245,0.34895087302019534,11.22135725290851,9.282541819919407,0.0390023003165606,roi_incident,15,0.1,0.3,direct_topk,600,0.1,0.3,0.75,0.25,0.4,0.0,0.0,0.34756459652302135,0.03761602381938661,1000.0,0.0,3.268496584496461e-13,1.2789769243681803e-13,1.4210854715202004e-14,1.4210854715202004e-14
