seed,fold,task,prior_type,expert_type,baseline_pearson,baseline_rmse,baseline_mae,fc_expert_pearson,sc_expert_pearson,expert_fused_pearson,final_pearson,final_rmse,final_mae,delta_final_vs_baseline,selected_mask_family_fc,selected_mask_size_fc,selected_lambda_fc_expert,selected_laplacian_ratio_fc,selected_mask_family_sc,selected_mask_size_sc,selected_lambda_sc_expert,selected_laplacian_ratio_sc,expert_w_FC,expert_w_SC,alpha_base_vs_expert,base_expert_prediction_corr,base_expert_error_corr,ridge_final_pearson,ridge_delta_vs_baseline,ridge_lambda_r,ridge_laplacian_ratio,max_recon_error_expert_ncr,max_recon_error_final_ncr,max_recon_error_expert_ridge,max_recon_error_final_ridge
1818,2,WM,random,ncr,0.30994857270363474,11.431878433606785,9.462016182950054,0.1518457703078615,0.00032499404846204547,0.1518457703078615,0.3136418762761947,11.411965924137878,9.476842468744858,0.0036933035725599805,roi_incident,15,0.1,1.0,roi_incident,15,0.1,1.0,1.0,0.0,0.15,0.0,0.0,0.31440011806522045,0.004451545361585707,1000.0,0.0,4.831690603168681e-13,7.105427357601002e-14,4.263256414560601e-14,1.4210854715202004e-14
1818,2,FI,matched,ncr,0.24291052198080526,4.8020438871292255,3.9851959382336637,0.1559013430065047,0.17471000075012738,0.2222812551152578,0.24291052198080526,4.8020438871292255,3.9851959382336637,0.0,roi_incident,15,1000.0,0.0,roi_incident,10,1000.0,0.0,0.35,0.65,0.0,0.0,0.0,0.24291052198080526,0.0,1000.0,0.0,3.375077994860476e-14,0.0,1.0658141036401503e-14,0.0
1818,2,FI,cross_task,ncr,0.24291052198080526,4.8020438871292255,3.9851959382336637,0.11656336475401216,0.1647848012421929,0.19603485126036113,0.24291052198080526,4.8020438871292255,3.9851959382336637,0.0,roi_incident,15,1000.0,0.0,direct_topk,1200,1000.0,0.0,0.45,0.55,0.0,0.0,0.0,0.24291052198080526,0.0,1000.0,0.0,3.552713678800501e-15,0.0,1.0658141036401503e-14,0.0
1818,2,FI,shuffled,ncr,0.24291052198080526,4.8020438871292255,3.9851959382336637,0.17524207078053833,0.21388011658326928,0.2588566834202979,0.2460285126473566,4.78948927411504,3.979109390800448,0.003117990666551329,roi_incident,15,0.1,1.0,direct_topk,1200,0.1,1.0,0.35,0.65,0.05,0.0,0.0,0.24485229875957187,0.001941776778766613,1000.0,0.0,3.907985046680551e-14,3.552713678800501e-15,7.105427357601002e-15,3.552713678800501e-15
1818,2,FI,random,ncr,0.24291052198080526,4.8020438871292255,3.9851959382336637,0.10944752707652508,0.2090824600099606,0.22635846923023412,0.24291052198080526,4.8020438871292255,3.9851959382336637,0.0,roi_incident,15,0.1,1.0,direct_topk,1200,0.1,1.0,0.25,0.75,0.0,0.0,0.0,0.24291052198080526,0.0,1000.0,0.0,6.394884621840902e-14,0.0,7.105427357601002e-15,0.0
1818,3,WM,matched,ncr,0.2118590097895417,12.209347869185354,10.012513747448095,0.26152370348203513,0.16144864132872236,0.2927838074657948,0.17599895848018154,12.167797406222297,9.824693187776658,-0.03586005130936015,direct_topk,1200,1000.0,0.0,roi_incident,5,1000.0,0.0,0.85,0.15000000000000002,0.5,0.0,0.0,0.18110591461486977,-0.030753095174671924,1000.0,0.0,2.842170943040401e-14,1.4210854715202004e-14,2.842170943040401e-14,2.842170943040401e-14
1818,3,WM,cross_task,ncr,0.2118590097895417,12.209347869185354,10.012513747448095,0.2621098437250162,0.13074447400942557,0.2845649848611143,0.1971377769173902,12.160803692768761,9.854178824229333,-0.01472123287215149,roi_incident,15,0.1,1.0,direct_topk,100,0.1,1.0,0.6,0.4,0.5,0.0,0.0,0.21428134908594443,0.0024223392964027313,1000.0,0.0,1.9895196601282805e-13,9.947598300641403e-14,2.842170943040401e-14,1.4210854715202004e-14
1818,3,WM,shuffled,ncr,0.2118590097895417,12.209347869185354,10.012513747448095,0.25368520269701966,0.1056860576460254,0.26994441286060095,0.1672401940753475,12.601294276144834,10.447205654949705,-0.04461881571419421,roi_incident,15,100.0,0.0,direct_topk,600,100.0,0.0,0.8,0.19999999999999996,0.35,0.0,0.0,0.16978506701891408,-0.04207394277062762,100.0,0.0,4.263256414560601e-14,1.4210854715202004e-14,4.263256414560601e-14,2.842170943040401e-14
1818,3,WM,random,ncr,0.2118590097895417,12.209347869185354,10.012513747448095,0.15126153878767828,0.04730802439067518,0.15510770165049204,0.2118590097895417,12.209347869185354,10.012513747448095,0.0,direct_topk,1200,1000.0,0.0,roi_incident,5,1000.0,0.0,0.8,0.19999999999999996,0.0,0.0,0.0,0.2118590097895417,0.0,1000.0,0.0,2.842170943040401e-14,0.0,2.842170943040401e-14,0.0
1818,3,FI,matched,ncr,0.3726320481755907,4.524365911058736,3.7396395230368062,0.1520587713603485,0.15518351141777809,0.20273221268415986,0.38310145350222485,4.487407730979609,3.7155102686975368,0.010469405326634151,roi_incident,15,0.1,0.1,roi_incident,15,0.1,0.1,0.3,0.7,0.2,0.0,0.0,0.3852621206942697,0.01263007251867898,1000.0,0.0,6.039613253960852e-14,1.4210854715202004e-14,7.105427357601002e-15,3.552713678800501e-15
1818,3,FI,cross_task,ncr,0.3726320481755907,4.524365911058736,3.7396395230368062,0.1280570666400035,0.1367325798611828,0.178695979965993,0.3717773670171487,4.521182040980817,3.739462185439632,-0.0008546811584420055,roi_incident,10,0.1,0.3,roi_incident,15,0.1,0.3,0.45,0.55,0.05,0.0,0.0,0.3731551573762182,0.0005231092006274807,1000.0,0.0,2.4868995751603507e-13,1.4210854715202004e-14,7.105427357601002e-15,3.552713678800501e-15
1818,3,FI,shuffled,ncr,0.3726320481755907,4.524365911058736,3.7396395230368062,0.21430493544199744,0.10087277304855977,0.22622446538866808,0.39211379034801064,4.467001861151926,3.7066082804649727,0.019481742172419936,roi_incident,15,0.1,0.3,roi_incident,10,0.1,0.3,0.7,0.30000000000000004,0.2,0.0,0.0,0.38421295879230766,0.011580910616716955,100.0,0.0,8.526512829121202e-14,1.5987211554602254e-14,1.7763568394002505e-14,3.552713678800501e-15
1818,3,FI,random,ncr,0.3726320481755907,4.524365911058736,3.7396395230368062,0.06566285927220293,0.28757714417257607,0.28757714417257607,0.39183840418498606,4.468589335662883,3.7379822225211026,0.019206356009395353,direct_topk,300,0.001,0.0,direct_topk,1200,0.001,0.0,0.0,1.0,0.45,0.0,0.0,0.35986389096218024,-0.012768157213410458,0.001,0.0,5.329070518200751e-15,3.552713678800501e-15,1.0658141036401503e-14,3.552713678800501e-15
1818,4,WM,matched,ncr,0.2785371655264337,11.018989974413794,9.22983456535701,0.1067187546179396,0.08588580544045954,0.1305731863671142,0.30269843797919094,10.837607574368965,9.033293276656606,0.024161272452757232,roi_incident,15,0.1,1.0,roi_incident,5,0.1,1.0,0.25,0.75,0.3,0.0,0.0,0.3107814746045824,0.03224430907814868,100.0,0.0,2.7000623958883807e-13,8.526512829121202e-14,2.842170943040401e-14,1.4210854715202004e-14
1818,4,WM,cross_task,ncr,0.2785371655264337,11.018989974413794,9.22983456535701,0.0742747308309438,0.12492835570155993,0.14179700626428388,0.2871128415618992,10.928953988314875,9.151377179258358,0.008575676035465496,roi_incident,15,0.1,0.3,direct_topk,100,0.1,0.3,0.15,0.85,0.3,0.0,0.0,0.28677105822019777,0.008233892693764067,100.0,0.0,8.526512829121202e-14,2.842170943040401e-14,2.842170943040401e-14,1.4210854715202004e-14
1818,4,WM,shuffled,ncr,0.2785371655264337,11.018989974413794,9.22983456535701,0.10755527487605678,0.029141556745802183,0.10972069932381703,0.2869674210759838,10.988001343349548,9.185248677715022,0.00843025554955007,roi_incident,15,10.0,0.0,direct_topk,600,10.0,0.0,0.7,0.30000000000000004,0.05,0.0,0.0,0.29468604213744476,0.016148876611011054,10.0,0.0,4.263256414560601e-14,1.4210854715202004e-14,4.263256414560601e-14,1.4210854715202004e-14
1818,4,WM,random,ncr,0.2785371655264337,11.018989974413794,9.22983456535701,0.09377325926934259,-0.008529412483134408,0.09377325926934259,0.2785371655264337,11.018989974413794,9.22983456535701,0.0,direct_topk,100,0.1,0.3,roi_incident,10,0.1,0.3,1.0,0.0,0.0,0.0,0.0,0.2785371655264337,0.0,10.0,0.0,4.405364961712621e-13,0.0,2.842170943040401e-14,0.0
1818,4,FI,matched,ncr,0.316620092335697,4.599124921071377,3.6680703205812026,0.1884224153801352,0.13385289329094874,0.21011348183457185,0.3111935007034512,4.594527722910106,3.6235192298872736,-0.005426591632245792,roi_incident,10,100.0,0.0,roi_incident,5,100.0,0.0,0.6,0.4,0.2,0.0,0.0,0.30750092029481346,-0.009119172040883528,100.0,0.0,1.0658141036401503e-14,3.552713678800501e-15,1.0658141036401503e-14,3.552713678800501e-15
1818,4,FI,cross_task,ncr,0.316620092335697,4.599124921071377,3.6680703205812026,0.06124877260749031,0.21225042658533524,0.21378122077604936,0.32695212907338256,4.555846962216873,3.60969680160584,0.010332036737685568,roi_incident,15,0.1,0.1,roi_incident,5,0.1,0.1,0.05,0.95,0.1,0.0,0.0,0.33346318882191517,0.01684309648621818,100.0,0.0,1.4210854715202004e-14,3.552713678800501e-15,7.105427357601002e-15,3.552713678800501e-15
1818,4,FI,shuffled,ncr,0.316620092335697,4.599124921071377,3.6680703205812026,0.10111543875001602,0.1679520818223129,0.19363881925068063,0.3225713529018016,4.577340486962,3.649598467893479,0.005951260566104621,roi_incident,15,100.0,0.0,roi_incident,5,100.0,0.0,0.25,0.75,0.05,0.0,0.0,0.316620092335697,0.0,100.0,0.0,1.0658141036401503e-14,3.552713678800501e-15,7.105427357601002e-15,0.0
1818,4,FI,random,ncr,0.316620092335697,4.599124921071377,3.6680703205812026,0.1293050873723951,0.24770416641498816,0.26246236151145236,0.3387351837547494,4.506957693938313,3.5791007358480975,0.022115091419052435,roi_incident,15,100.0,0.0,direct_topk,1200,100.0,0.0,0.15,0.85,0.4,0.0,0.0,0.3319414613277173,0.015321368992020301,100.0,0.0,7.105427357601002e-15,3.552713678800501e-15,1.2434497875801753e-14,3.552713678800501e-15
1919,0,WM,matched,ncr,0.1304627816732937,11.507065371439948,9.567565649053854,0.1822749238936397,0.10822096047296702,0.20409255371009966,0.13135777186122183,11.205485372157044,9.259999015385883,0.0008949901879281297,direct_topk,600,1.0,0.3,roi_incident,5,1.0,0.3,0.7,0.30000000000000004,0.35,0.0,0.0,0.149280686545052,0.0188179048717583,1000.0,0.0,5.684341886080802e-14,1.4210854715202004e-14,2.842170943040401e-14,1.4210854715202004e-14
1919,0,WM,cross_task,ncr,0.1304627816732937,11.507065371439948,9.567565649053854,0.14980646858642943,0.23870542217046525,0.2620174721686207,0.13995416832497137,11.064249236062592,9.193820167040847,0.009491386651677675,direct_topk,300,1.0,1.0,direct_topk,100,1.0,1.0,0.4,0.6,0.5,0.0,0.0,0.14707514277002995,0.01661236109673625,1000.0,0.0,2.842170943040401e-14,2.842170943040401e-14,1.4210854715202004e-14,1.4210854715202004e-14
1919,0,WM,shuffled,ncr,0.1304627816732937,11.507065371439948,9.567565649053854,0.20533455228627134,0.06647360184128709,0.212972359867901,0.24972817730499053,11.39573154679818,9.283110075602409,0.11926539563169683,direct_topk,300,1.0,0.0,direct_topk,100,1.0,0.0,0.85,0.15000000000000002,0.35,0.0,0.0,0.24991740967721127,0.11945462800391757,1.0,0.0,7.105427357601002e-14,2.842170943040401e-14,7.105427357601002e-14,2.842170943040401e-14
1919,0,WM,random,ncr,0.1304627816732937,11.507065371439948,9.567565649053854,0.11942147375987232,0.1092843890710579,0.15016390504684904,0.1304627816732937,11.507065371439948,9.567565649053854,0.0,roi_incident,5,1000.0,0.0,roi_incident,5,1000.0,0.0,0.45,0.55,0.0,0.0,0.0,0.1304627816732937,0.0,1000.0,0.0,2.842170943040401e-14,0.0,2.842170943040401e-14,0.0
1919,0,FI,matched,ncr,0.3019622923216859,4.573365728546157,3.788627908654289,0.2404528029415705,0.1086409907657078,0.25737447662885315,0.2985218728281279,4.540471239677411,3.764890171166801,-0.003440419493558,direct_topk,100,100.0,0.0,roi_incident,10,100.0,0.0,0.75,0.25,0.35,0.0,0.0,0.29486257712072794,-0.007099715200957979,100.0,0.0,7.105427357601002e-15,3.552713678800501e-15,7.105427357601002e-15,3.552713678800501e-15
1919,0,FI,cross_task,ncr,0.3019622923216859,4.573365728546157,3.788627908654289,0.1908116332019625,0.2290404952690295,0.2805391307235666,0.2945946872182099,4.557835408253149,3.8094019515230086,-0.007367605103476005,roi_incident,5,1.0,0.1,roi_incident,10,1.0,0.1,0.45,0.55,0.3,0.0,0.0,0.30120126398772806,-0.0007610283339578583,1000.0,0.0,2.4868995751603507e-14,7.105427357601002e-15,7.105427357601002e-15,3.552713678800501e-15
1919,0,FI,shuffled,ncr,0.3019622923216859,4.573365728546157,3.788627908654289,0.2143664047543527,0.09335078972950231,0.22246376678477414,0.2736400122420337,4.582229785642764,3.8072991245849455,-0.028322280079652207,direct_topk,100,1.0,0.1,roi_incident,15,1.0,0.1,0.85,0.15000000000000002,0.25,0.0,0.0,0.2748252024485577,-0.02713708987312824,100.0,0.0,3.197442310920451e-14,1.0658141036401503e-14,7.105427357601002e-15,3.552713678800501e-15
1919,0,FI,random,ncr,0.3019622923216859,4.573365728546157,3.788627908654289,0.15142979821186953,0.2975939401209613,0.3124971239166174,0.3538262021387183,4.448995484085842,3.7535593968879617,0.05186390981703237,direct_topk,1200,0.1,1.0,roi_incident,10,0.1,1.0,0.15,0.85,0.5,0.0,0.0,0.34820723377423973,0.04624494145255381,1000.0,0.0,2.1316282072803006e-14,1.0658141036401503e-14,8.881784197001252e-15,3.552713678800501e-15
1919,1,WM,matched,ncr,0.33175519721458435,12.290858814364618,10.179855664329818,0.1522587699326571,0.08930092105108242,0.17448463570615175,0.3479489850439811,12.035705434216048,9.967553529849344,0.016193787829396733,roi_incident,15,0.1,1.0,roi_incident,5,0.1,1.0,0.8,0.19999999999999996,0.55,0.0,0.0,0.31637521677252445,-0.015379980442059904,100.0,0.0,6.252776074688882e-13,3.410605131648481e-13,5.684341886080802e-14,2.842170943040401e-14
1919,1,WM,cross_task,ncr,0.33175519721458435,12.290858814364618,10.179855664329818,0.17135725230464272,-0.02457004210407482,0.17135725230464272,0.32606115762642285,12.259535094142759,10.304268490005864,-0.005694039588161504,roi_incident,10,0.1,0.1,direct_topk,100,0.1,0.1,1.0,0.0,0.7,0.0,0.0,0.34292476572505104,0.011169568510466688,1000.0,0.0,3.836930773104541e-13,2.7000623958883807e-13,2.842170943040401e-14,2.842170943040401e-14
1919,1,WM,shuffled,ncr,0.33175519721458435,12.290858814364618,10.179855664329818,0.1879125527776022,0.05541606370504493,0.18872050781435495,0.35268960958869366,12.038229005692457,9.918712747658503,0.020934412374109312,roi_incident,5,0.1,1.0,direct_topk,300,0.1,1.0,0.8,0.19999999999999996,0.65,0.0,0.0,0.3374355617649861,0.005680364550401773,100.0,0.0,6.536993168992922e-13,4.263256414560601e-13,2.842170943040401e-14,2.842170943040401e-14
1919,1,WM,random,ncr,0.33175519721458435,12.290858814364618,10.179855664329818,0.11012990731111666,0.06858980808700389,0.1213097118354232,0.3345010311065885,12.178025848762834,10.028918014411744,0.002745833892004168,direct_topk,1200,0.1,1.0,direct_topk,600,0.1,1.0,0.55,0.44999999999999996,0.15,0.0,0.0,0.33175519721458435,0.0,1000.0,0.0,2.5579538487363607e-13,4.263256414560601e-14,1.4210854715202004e-14,0.0
1919,1,FI,matched,ncr,0.3460771930354858,4.5153373750836305,3.7586832592499895,0.14260883196067922,0.26824131268309404,0.28414688313450354,0.330168938572992,4.541210271203938,3.781434761364536,-0.015908254462493776,roi_incident,5,100.0,0.0,roi_incident,15,100.0,0.0,0.15,0.85,0.2,0.0,0.0,0.32909766234031157,-0.016979530695174216,100.0,0.0,1.7763568394002505e-14,3.552713678800501e-15,1.9539925233402755e-14,3.552713678800501e-15
1919,1,FI,cross_task,ncr,0.3460771930354858,4.5153373750836305,3.7586832592499895,0.15821825288125255,0.2575152171118779,0.28251791013781735,0.3220759851008198,4.559098954886921,3.799244730717632,-0.02400120793466598,roi_incident,5,0.1,0.1,direct_topk,1200,0.1,0.1,0.3,0.7,0.15,0.0,0.0,0.3297174948541488,-0.01635969818133698,100.0,0.0,1.8118839761882555e-13,2.842170943040401e-14,7.105427357601002e-15,3.552713678800501e-15
1919,1,FI,shuffled,ncr,0.3460771930354858,4.5153373750836305,3.7586832592499895,0.23084044202703263,0.2561984080652581,0.3120329585721193,0.3215460155975911,4.558724601433985,3.778440718920457,-0.02453117743789468,roi_incident,5,0.1,0.3,direct_topk,1200,0.1,0.3,0.35,0.65,0.25,0.0,0.0,0.30321960192368735,-0.04285759111179843,100.0,0.0,1.794120407794253e-13,4.440892098500626e-14,1.0658141036401503e-14,3.552713678800501e-15
1919,1,FI,random,ncr,0.3460771930354858,4.5153373750836305,3.7586832592499895,0.16880571820835072,0.3953277821434225,0.41568888425352535,0.3544926021970742,4.49483020294005,3.7498013245197703,0.008415409161588394,direct_topk,600,100.0,0.0,roi_incident,10,100.0,0.0,0.1,0.9,0.7,0.0,0.0,0.36026410837218825,0.014186915336702466,100.0,0.0,2.3092638912203256e-14,1.4210854715202004e-14,7.105427357601002e-15,5.329070518200751e-15
1919,2,WM,matched,ncr,0.29367433162577955,11.001715076420478,8.80231458264998,0.17822928272437416,0.0017020855594980996,0.17822928272437416,0.2874469200184705,11.00029860985473,8.753832279709112,-0.006227411607309052,roi_incident,10,0.1,1.0,roi_incident,5,0.1,1.0,1.0,0.0,0.35,0.0,0.0,0.2862178254096563,-0.00745650621612326,1000.0,0.0,7.389644451905042e-13,2.7000623958883807e-13,2.842170943040401e-14,2.842170943040401e-14
1919,2,WM,cross_task,ncr,0.29367433162577955,11.001715076420478,8.80231458264998,0.1670503005541793,0.06335238262695486,0.17804846435938737,0.3146439826031858,10.81955724107548,8.615671936500863,0.020969650977406273,roi_incident,10,0.1,1.0,direct_topk,100,0.1,1.0,0.9,0.09999999999999998,0.4,0.0,0.0,0.3072235247175797,0.013549193091800138,1000.0,0.0,6.963318810448982e-13,2.7000623958883807e-13,4.263256414560601e-14,1.4210854715202004e-14
1919,2,WM,shuffled,ncr,0.29367433162577955,11.001715076420478,8.80231458264998,0.1923196667854321,0.1016377899419435,0.21289263384223583,0.2891289328136888,10.83305600647152,8.701992592025809,-0.004545398812090762,direct_topk,1200,0.1,1.0,direct_topk,100,0.1,1.0,0.65,0.35,0.5,0.0,0.0,0.2924936017903012,-0.0011807298354783446,1000.0,0.0,2.2737367544323206e-13,1.1368683772161603e-13,2.842170943040401e-14,1.4210854715202004e-14
1919,2,WM,random,ncr,0.29367433162577955,11.001715076420478,8.80231458264998,0.1816871946734449,0.060678875208952064,0.18968952596782826,0.20879480054118157,11.557286553546824,9.28141723551823,-0.08487953108459798,roi_incident,15,0.1,1.0,direct_topk,300,0.1,1.0,0.75,0.25,0.4,0.0,0.0,0.21517756398166285,-0.0784967676441167,1000.0,0.0,5.826450433232822e-13,2.4158453015843406e-13,4.263256414560601e-14,1.4210854715202004e-14
1919,2,FI,matched,ncr,0.3772863484371993,4.38329294414994,3.6833899814397073,0.20290712993969418,0.22435020165623656,0.27845420146306865,0.3678808127375361,4.3919747409717225,3.711287847112659,-0.009405535699663237,direct_topk,600,1000.0,0.0,roi_incident,15,1000.0,0.0,0.3,0.7,0.25,0.0,0.0,0.36926141944653534,-0.008024928990663982,1000.0,0.0,1.4210854715202004e-14,3.552713678800501e-15,7.105427357601002e-15,3.552713678800501e-15
1919,2,FI,cross_task,ncr,0.3772863484371993,4.38329294414994,3.6833899814397073,0.07137478919563511,0.22790364125268364,0.23018390854355775,0.3772863484371993,4.38329294414994,3.6833899814397073,0.0,roi_incident,5,1000.0,0.0,roi_incident,5,1000.0,0.0,0.1,0.9,0.0,0.0,0.0,0.3772863484371993,0.0,1000.0,0.0,7.105427357601002e-15,0.0,7.105427357601002e-15,0.0
1919,2,FI,shuffled,ncr,0.3772863484371993,4.38329294414994,3.6833899814397073,0.14970979430315698,0.21006339702760818,0.23769495068245255,0.3772863484371993,4.38329294414994,3.6833899814397073,0.0,direct_topk,100,0.01,1.0,direct_topk,1200,0.01,1.0,0.2,0.8,0.0,0.0,0.0,0.38148908106905877,0.0042027326318594405,10.0,0.0,4.547473508864641e-13,0.0,7.105427357601002e-15,0.0
1919,2,FI,random,ncr,0.3772863484371993,4.38329294414994,3.6833899814397073,0.19418681719587833,0.28307493738059075,0.3153355453609639,0.43914320685833735,4.242568967871624,3.549010797974682,0.06185685842113803,direct_topk,1200,0.1,0.1,roi_incident,10,0.1,0.1,0.2,0.8,0.45,0.0,0.0,0.4439647458311186,0.06667839739391929,100.0,0.0,4.973799150320701e-14,2.4868995751603507e-14,7.105427357601002e-15,3.552713678800501e-15
1919,3,WM,matched,ncr,0.1801453514678587,10.456223443734467,8.449005404388688,0.21073515041922863,0.054412730105722576,0.21231171614173477,0.20881314034323614,10.52389528582633,8.399413086872176,0.028667788875377437,roi_incident,10,0.1,1.0,roi_incident,5,0.1,1.0,0.9,0.09999999999999998,0.45,0.0,0.0,0.20268092090876214,0.02253556944090343,1000.0,0.0,5.115907697472721e-13,2.2737367544323206e-13,2.842170943040401e-14,1.4210854715202004e-14
1919,3,WM,cross_task,ncr,0.1801453514678587,10.456223443734467,8.449005404388688,0.20698197988654266,-0.032469812595959484,0.20698197988654266,0.20764116363206392,10.463372574943488,8.390924725049423,0.027495812164205213,roi_incident,15,1000.0,0.0,direct_topk,100,1000.0,0.0,1.0,0.0,0.4,0.0,0.0,0.20539142570934818,0.025246074241489475,1000.0,0.0,2.842170943040401e-14,1.4210854715202004e-14,2.842170943040401e-14,1.4210854715202004e-14
1919,3,WM,shuffled,ncr,0.1801453514678587,10.456223443734467,8.449005404388688,0.28320354511828005,0.15604360319414157,0.29843071835493457,0.20571036763972267,10.393926755031092,8.402901302476106,0.025565016171863963,roi_incident,10,1000.0,0.0,direct_topk,300,1000.0,0.0,0.7,0.30000000000000004,0.9,0.0,0.0,0.20585240860219017,0.025707057134331468,1000.0,0.0,2.842170943040401e-14,2.842170943040401e-14,2.842170943040401e-14,2.842170943040401e-14
1919,3,WM,random,ncr,0.1801453514678587,10.456223443734467,8.449005404388688,0.134663246140933,0.015177056563053909,0.134663246140933,0.1801453514678587,10.456223443734467,8.449005404388688,0.0,roi_incident,15,0.1,1.0,roi_incident,5,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.1801453514678587,0.0,1000.0,0.0,7.531752999057062e-13,0.0,1.4210854715202004e-14,0.0
1919,3,FI,matched,ncr,0.33588843833592535,4.955849521686815,4.005510484137998,0.15512528809340728,0.15898542338096108,0.19936744483159768,0.33588843833592535,4.955849521686815,4.005510484137998,0.0,roi_incident,15,1000.0,0.0,direct_topk,600,1000.0,0.0,0.5,0.5,0.0,0.0,0.0,0.33677158542695085,0.0008831470910254935,1000.0,0.0,7.105427357601002e-15,0.0,7.105427357601002e-15,3.552713678800501e-15
1919,3,FI,cross_task,ncr,0.33588843833592535,4.955849521686815,4.005510484137998,0.15996127592804732,0.20138805995651562,0.2309880775948442,0.3412805454075557,4.949440461351913,4.006775957848032,0.005392107071630348,roi_incident,5,1.0,0.3,direct_topk,1200,1.0,0.3,0.4,0.6,0.05,0.0,0.0,0.34236137125923527,0.006472932923309915,1000.0,0.0,1.7763568394002505e-14,3.552713678800501e-15,3.552713678800501e-15,0.0
1919,3,FI,shuffled,ncr,0.33588843833592535,4.955849521686815,4.005510484137998,0.2341843674157832,0.21567373703431675,0.2954631805650053,0.3485732791346229,4.948957686247274,4.01872504188777,0.012684840798697528,roi_incident,5,0.1,1.0,direct_topk,1200,0.1,1.0,0.4,0.6,0.35,0.0,0.0,0.3438125845177429,0.007924146181817526,100.0,0.0,7.815970093361102e-14,2.842170943040401e-14,7.105427357601002e-15,3.552713678800501e-15
1919,3,FI,random,ncr,0.33588843833592535,4.955849521686815,4.005510484137998,0.16456524303476672,0.2788834090122859,0.3046366675126102,0.3786878118974418,4.908582402125471,4.000764796831157,0.04279937356151642,direct_topk,600,0.01,0.3,roi_incident,10,0.01,0.3,0.2,0.8,0.3,0.0,0.0,0.39075853271202654,0.054870094376101186,10.0,0.0,1.8118839761882555e-13,5.3290705182007514e-14,7.105427357601002e-15,3.552713678800501e-15
1919,4,WM,matched,ncr,0.1780700291587141,11.698194892674643,9.26636258379623,0.20382172999280385,0.018145159580518433,0.20382172999280385,0.25771606584532447,11.299238622937619,8.821872835749753,0.07964603668661038,roi_incident,15,0.1,1.0,roi_incident,5,0.1,1.0,1.0,0.0,0.45,0.0,0.0,0.22719092995418597,0.04912090079547188,1000.0,0.0,5.684341886080801e-13,2.5579538487363607e-13,2.842170943040401e-14,0.0
1919,4,WM,cross_task,ncr,0.1780700291587141,11.698194892674643,9.26636258379623,0.16527147113549379,0.15487485598673922,0.21394372311203882,0.25104720892533705,11.218894047184515,8.809286373347962,0.07297717976662296,roi_incident,15,0.1,1.0,direct_topk,100,0.1,1.0,0.7,0.30000000000000004,0.45,0.0,0.0,0.2512628117916865,0.07319278263297244,1000.0,0.0,7.247535904753022e-13,3.410605131648481e-13,2.842170943040401e-14,1.4210854715202004e-14
1919,4,WM,shuffled,ncr,0.1780700291587141,11.698194892674643,9.26636258379623,0.12517220268829402,0.017365815973630218,0.12548193603761762,0.19650022470568954,11.582639515737267,9.16783815303906,0.018430195546975447,roi_incident,10,0.1,1.0,direct_topk,600,0.1,1.0,0.95,0.050000000000000044,0.1,0.0,0.0,0.20163513042266984,0.02356510126395575,100.0,0.0,6.679101716144942e-13,7.105427357601002e-14,2.842170943040401e-14,1.4210854715202004e-14
1919,4,WM,random,ncr,0.1780700291587141,11.698194892674643,9.26636258379623,0.10835362759932697,0.13555306234710762,0.17333360833747385,0.2036386860159571,11.48569400017924,9.052235030398334,0.02556865685724302,roi_incident,15,0.1,1.0,roi_incident,5,0.1,1.0,0.5,0.5,0.2,0.0,0.0,0.193883366501229,0.015813337342514916,1000.0,0.0,3.126388037344441e-13,7.105427357601002e-14,2.842170943040401e-14,1.4210854715202004e-14
1919,4,FI,matched,ncr,0.1673546230056876,5.1184061699624435,4.217437469010199,0.11248818602394745,0.25903634155470523,0.2646455240668799,0.1673546230056876,5.1184061699624435,4.217437469010199,0.0,direct_topk,100,0.01,1.0,roi_incident,15,0.01,1.0,0.15,0.85,0.0,0.0,0.0,0.1673546230056876,0.0,10.0,0.0,2.4513724383723456e-13,0.0,1.4210854715202004e-14,0.0
1919,4,FI,cross_task,ncr,0.1673546230056876,5.1184061699624435,4.217437469010199,0.04640697536399603,0.28918204987917523,0.28918204987917523,0.17513917163148598,5.095507602058147,4.185850043799265,0.007784548625798388,direct_topk,100,10.0,0.1,roi_incident,5,10.0,0.1,0.0,1.0,0.05,0.0,0.0,0.17597314600910835,0.008618523003420753,1000.0,0.0,2.4868995751603507e-14,3.552713678800501e-15,7.105427357601002e-15,3.552713678800501e-15
1919,4,FI,shuffled,ncr,0.1673546230056876,5.1184061699624435,4.217437469010199,0.06892588393956833,0.315159968408836,0.3178773855014829,0.1740358268820025,5.05265419066699,4.201279954797588,0.006681203876314906,direct_topk,1200,1.0,1.0,direct_topk,1200,1.0,1.0,0.05,0.95,0.2,0.0,0.0,0.17342662557710953,0.0060720025714219306,1000.0,0.0,7.105427357601002e-15,3.552713678800501e-15,1.0658141036401503e-14,3.552713678800501e-15
