kernel,mult,lam,w,pearson,rmse,mae,delta_r,selected
P1_rbf,1.0,10.0,0.1,0.1366762278543066,11.769631995666918,9.605583306319165,-0.0006439479802426151,False
P1_rbf,1.0,10.0,0.2,0.13580767659799345,11.649358220479758,9.518974256397316,-0.0015124992365557755,False
P1_rbf,1.0,10.0,0.3,0.1345959210862018,11.54976150525265,9.445754705641598,-0.002724254748347421,False
P1_rbf,1.0,10.0,0.4,0.13283389664914977,11.471380429176623,9.389241046288255,-0.0044862791853994555,False
P1_rbf,1.0,10.0,0.5,0.13013660467240312,11.41465204538013,9.346947496396055,-0.007183571162146102,False
P1_rbf,1.0,10.0,0.6,0.12573338403231324,11.37990017209417,9.313582283387644,-0.011586791802235985,False
P1_rbf,1.0,10.0,0.7,0.11795096058073412,11.367326369031586,9.293125064814083,-0.019369215253815103,False
P1_rbf,1.0,10.0,0.8,0.10290321968030386,11.377004169677384,9.290049746709578,-0.034416956154245365,False
P1_rbf,1.0,10.0,0.9,0.07194756853105207,11.408876948111772,9.319906510903786,-0.06537260730349716,False
P1_rbf,1.0,10.0,1.0,0.014729020879664231,11.462759563079892,9.361350018771954,-0.122591154954885,False
P1_rbf,2.0,0.3,0.0,0.13732017583454922,11.909956419790854,9.699775719919904,0.0,False
P1_rbf,2.0,0.3,0.1,0.13927299977223132,11.796072122076291,9.623349275487163,0.001952823937682091,False
P1_rbf,2.0,0.3,0.2,0.14130368447470804,11.694577003120877,9.55032611350961,0.0039835086401588116,False
P1_rbf,2.0,0.3,0.3,0.14336050502464365,11.605796105369597,9.484171827602449,0.006040329190094423,False
P1_rbf,2.0,0.3,0.4,0.14534874005705065,11.530023130145521,9.422170387965108,0.008028564222501422,False
P1_rbf,2.0,0.3,0.5,0.14710398741510236,11.467515934532617,9.366676563807571,0.009783811580553137,False
P1_rbf,2.0,0.3,0.6,0.14835275349934532,11.418492379496447,9.327976148434164,0.011032577664796095,False
P1_rbf,2.0,0.3,0.7,0.1486607104687453,11.383126675798156,9.300653819765664,0.01134053463419607,True
P1_rbf,2.0,0.3,0.8,0.14738185712984098,11.361546364765092,9.287089185668925,0.010061681295291752,False
P1_rbf,2.0,0.3,0.9,0.14365222823162413,11.353830052671052,9.278617493877992,0.006332052397074905,False
P1_rbf,2.0,0.3,1.0,0.1365155824882033,11.360005991017612,9.278034222619244,-0.0008045933463459165,False
P1_rbf,2.0,1.0,0.0,0.13732017583454922,11.909956419790854,9.699775719919904,0.0,False
P1_rbf,2.0,1.0,0.1,0.138025306283622,11.7779281897099,9.610869232227017,0.0007051304490727772,False
P1_rbf,2.0,1.0,0.2,0.1387373760280037,11.662577339573438,9.526821915804845,0.001417200193454482,False
P1_rbf,2.0,1.0,0.3,0.13940692837941887,11.564402933140284,9.45489026865642,0.0020867525448696467,False
P1_rbf,2.0,1.0,0.4,0.13993354186979645,11.483845498675015,9.388044123313996,0.0026133660352472277,False
P1_rbf,2.0,1.0,0.5,0.14011482901396077,11.421277814403087,9.343556965172326,0.0027946531794115492,False
P1_rbf,2.0,1.0,0.6,0.13954074069733927,11.376996687572555,9.305952113654149,0.002220564862790042,False
P1_rbf,2.0,1.0,0.7,0.13737663179995785,11.351216127940681,9.282792443738428,5.6455965408624964e-05,False
P1_rbf,2.0,1.0,0.8,0.13195458968034257,11.344062269589648,9.27223580052851,-0.005365586154206653,False
P1_rbf,2.0,1.0,0.9,0.12023458497123196,11.355570316296635,9.275211938223814,-0.017085590863317263,False
P1_rbf,2.0,1.0,1.0,0.0981160457629756,11.385683680803275,9.303312102988953,-0.039204130071573626,False
P1_rbf,2.0,3.0,0.0,0.13732017583454922,11.909956419790854,9.699775719919904,0.0,False
P1_rbf,2.0,3.0,0.1,0.13683780301799514,11.77081015465783,9.605755990459249,-0.00048237281655408304,False
P1_rbf,2.0,3.0,0.2,0.13616511407451687,11.651204426527087,9.518686770265656,-0.0011550617600323554,False
P1_rbf,2.0,3.0,0.3,0.13519660938444525,11.551746214166188,9.44509098484275,-0.0021235664501039753,False
