seed,fold,task,prior_type,expert_type,baseline_pearson,baseline_rmse,baseline_mae,fc_expert_pearson,sc_expert_pearson,expert_fused_pearson,final_pearson,final_rmse,final_mae,delta_final_vs_baseline,selected_mask_family_fc,selected_mask_size_fc,selected_lambda_fc_expert,selected_laplacian_ratio_fc,selected_mask_family_sc,selected_mask_size_sc,selected_lambda_sc_expert,selected_laplacian_ratio_sc,expert_w_FC,expert_w_SC,alpha_base_vs_expert,base_expert_prediction_corr,base_expert_error_corr,ridge_final_pearson,ridge_delta_vs_baseline,ridge_lambda_r,ridge_laplacian_ratio,max_recon_error
1414,2,WM,shuffled,ncr,0.2386060604651622,111.77303912894817,111.20387800649661,0.1982283896088854,0.13149944144511305,0.2239372328153515,0.24094378114074805,100.70606906143297,100.08029419862008,0.0023377206755858526,roi_incident,15,1000.0,0.0,roi_incident,15,1000.0,0.0,0.5,0.5,0.1,0.743357701136274,0.9416432624126657,0.24094378114074808,0.0023377206755858804,1000.0,0.0,108.63373503383195
1414,2,WM,random,ncr,0.2386060604651622,111.77303912894817,111.20387800649661,0.07504317797837341,0.11127004768557533,0.12995908146659776,0.2386060604651622,111.77303912894817,111.20387800649661,0.0,direct_topk,1200,1000.0,0.0,direct_topk,1200,1000.0,0.0,0.25,0.75,0.0,0.7055418830986653,0.9446928083586688,0.2386060604651622,0.0,1000.0,0.0,124.50225065122885
1414,2,FI,matched,ncr,0.41189113339432193,17.54482571819403,16.93578468170068,0.1605541270007875,0.16729446062067954,0.2174806257189588,0.44075256354983716,15.170314401977814,14.480694389235564,0.028861430155515233,direct_topk,300,1000.0,0.0,direct_topk,300,1000.0,0.0,0.25,0.75,0.15,0.5959674176875861,0.9349228754571653,0.4322506658708659,0.020359532476543984,1000.0,0.0,18.001832602481624
1414,2,FI,cross_task,ncr,0.41189113339432193,17.54482571819403,16.93578468170068,0.1791728150170298,0.049964125972232765,0.18039553580803336,0.4127504711846788,16.74171855712185,16.102402874450792,0.0008593377903568511,direct_topk,100,1000.0,0.0,direct_topk,100,1000.0,0.0,0.9,0.09999999999999998,0.05,0.5210383224323804,0.9150628096228313,0.41708722743155574,0.005196094037233812,1000.0,0.0,20.041890172741137
1414,2,FI,shuffled,ncr,0.41189113339432193,17.54482571819403,16.93578468170068,0.11944280489977799,0.2730608452451887,0.2863250357113172,0.3937075159702955,11.224979396055371,10.22671016172361,-0.01818361742402641,roi_incident,5,1000.0,0.0,roi_incident,5,1000.0,0.0,0.1,0.9,0.4,0.6751134903744651,0.9460331261870942,0.39926002628868223,-0.012631107105639694,1000.0,0.0,12.233145947975624
1414,2,FI,random,ncr,0.41189113339432193,17.54482571819403,16.93578468170068,0.07094315635406542,0.0684403580306562,0.09655437303450813,0.41189113339432193,17.54482571819403,16.93578468170068,0.0,direct_topk,1200,1000.0,0.0,direct_topk,1200,1000.0,0.0,0.55,0.44999999999999996,0.0,0.4416091249162788,0.8885192988616522,0.41189113339432193,0.0,1000.0,0.0,20.831874838122186
1414,3,WM,matched,ncr,0.39899680978255114,112.59205099309924,112.03141846433681,0.14256952950126273,0.031086313895105477,0.14399418284944238,0.4046823076437492,95.95206609730135,95.31350291717723,0.005685497861198041,direct_topk,1200,1000.0,0.0,direct_topk,1200,1000.0,0.0,0.85,0.15000000000000002,0.15,0.6020825406531963,0.8669934603206627,0.40821098871023764,0.0092141789276865,1000.0,0.0,104.29427100989402
1414,3,WM,cross_task,ncr,0.39899680978255114,112.59205099309924,112.03141846433681,0.03617631526430036,0.008692741640032944,0.03679090564987812,0.39899680978255114,112.59205099309924,112.03141846433681,0.0,roi_incident,15,1000.0,0.0,roi_incident,15,1000.0,0.0,0.8,0.19999999999999996,0.0,0.677134963897327,0.9038362300802713,0.39899680978255114,0.0,1000.0,0.0,123.27807209875806
1414,3,WM,shuffled,ncr,0.39899680978255114,112.59205099309924,112.03141846433681,0.08417158102317893,0.03852659219672497,0.09012947035133714,0.39899680978255114,112.59205099309924,112.03141846433681,0.0,roi_incident,15,0.1,1.0,roi_incident,15,0.1,1.0,0.6,0.4,0.0,0.7292690892576791,0.9166806010805325,0.39899680978255114,0.0,100.0,0.0,121.68068835823333
1414,3,WM,random,ncr,0.39899680978255114,112.59205099309924,112.03141846433681,0.09719642081224084,0.047835803194520375,0.10082670561185665,0.39761480056516124,84.70263108645123,83.99008314363705,-0.0013820092173899012,direct_topk,100,1000.0,0.0,direct_topk,100,1000.0,0.0,0.4,0.6,0.25,0.33244115710455957,0.8280567026248131,0.39356483854988655,-0.00543197123266459,1000.0,0.0,93.50172522367725
1414,3,FI,matched,ncr,0.3945312796906185,17.366989848096352,16.71393209590232,0.16471413482069652,0.19666620453557543,0.2379747821704771,0.39885801242100927,14.92830803086209,14.17076288662661,0.004326732730390748,roi_incident,15,1000.0,0.0,roi_incident,15,1000.0,0.0,0.35,0.65,0.15,0.6203670558888958,0.9252833169030975,0.3988580124210093,0.004326732730390803,1000.0,0.0,19.59919144651565
1414,3,FI,cross_task,ncr,0.3945312796906185,17.366989848096352,16.71393209590232,0.05532139790701335,0.16339085460929503,0.17674136082783592,0.39283288426561863,15.753149632708094,15.029637647440516,-0.0016983954249998878,roi_incident,5,1000.0,0.0,roi_incident,5,1000.0,0.0,0.25,0.75,0.1,0.4365143403688604,0.8635059676214,0.39283288426561863,-0.0016983954249998878,1000.0,0.0,19.953933179633076
1414,3,FI,shuffled,ncr,0.3945312796906185,17.366989848096352,16.71393209590232,0.1430708753893052,0.19833163847449195,0.22754767468533094,0.39509169661774474,16.555449146962484,15.871184967225869,0.0005604169271262172,roi_incident,10,1000.0,0.0,roi_incident,10,1000.0,0.0,0.4,0.6,0.05,0.6589415225772446,0.9204330772924436,0.39509169661774474,0.0005604169271262172,1000.0,0.0,21.183610811784668
1414,3,FI,random,ncr,0.3945312796906185,17.366989848096352,16.71393209590232,0.10288239298659702,0.22142077782399333,0.23825312170837926,0.24396033084590352,12.889306670578383,11.840328972542563,-0.150570948844715,direct_topk,1200,1000.0,0.0,direct_topk,1200,1000.0,0.0,0.15,0.85,0.3,0.5896172501516058,0.9252527012015217,0.22007653538540317,-0.17445474430521535,1000.0,0.0,16.060193117158715
1414,4,WM,matched,ncr,0.1624629480887129,110.88706127249883,110.0970394406648,0.3341112724459379,0.12593973213768306,0.3388987239012743,0.16081389136705557,88.93254131501494,87.96814550784659,-0.001649056721657327,roi_incident,15,100.0,0.0,roi_incident,15,100.0,0.0,0.65,0.35,0.2,0.7745624010707797,0.9211063275107467,0.1588846351156879,-0.003578312973024994,100.0,0.0,99.09929635120474
1414,4,WM,cross_task,ncr,0.1624629480887129,110.88706127249883,110.0970394406648,0.3055725875788562,0.0824625419492907,0.30673215971352374,0.1624629480887129,110.88706127249883,110.0970394406648,0.0,roi_incident,10,100.0,0.0,roi_incident,10,100.0,0.0,0.8,0.19999999999999996,0.0,0.7839307267896005,0.9075553079916188,0.1624629480887129,0.0,100.0,0.0,122.47975123064298
1414,4,WM,shuffled,ncr,0.1624629480887129,110.88706127249883,110.0970394406648,0.33351594315299204,0.13898645873241167,0.3466132197899644,0.17263110829665235,72.48167664840445,71.32806077420209,0.010168160207939453,roi_incident,15,100.0,0.0,roi_incident,15,100.0,0.0,0.55,0.44999999999999996,0.35,0.742424168958767,0.917694331636095,0.16872362521370177,0.006260677124988873,100.0,0.0,78.26998931814197
1414,4,WM,random,ncr,0.1624629480887129,110.88706127249883,110.0970394406648,0.11873715114085087,0.043818507286674115,0.12316662587399482,0.1624629480887129,110.88706127249883,110.0970394406648,0.0,direct_topk,300,100.0,0.0,direct_topk,300,100.0,0.0,0.45,0.55,0.0,0.39322539265170864,0.8466009460986175,0.1624629480887129,0.0,100.0,0.0,122.55775829530033
1414,4,FI,matched,ncr,0.32774113572739105,17.6082250599214,17.031644257316607,0.17615941817014308,0.24785479247928657,0.2662645591053827,0.33193662057509205,11.910222425297272,11.092718087655705,0.004195484847700992,direct_topk,600,1000.0,0.0,direct_topk,600,1000.0,0.0,0.25,0.75,0.35,0.6698959977403857,0.9357051317060312,0.331936620575092,0.0041954848477009365,1000.0,0.0,15.41448275460657
1414,4,FI,cross_task,ncr,0.32774113572739105,17.6082250599214,17.031644257316607,0.11089766004124679,0.22495784164929528,0.2278443457207902,0.32994519512619347,14.338495708462876,13.634529285054356,0.002204059398802416,direct_topk,300,1000.0,0.0,direct_topk,300,1000.0,0.0,0.1,0.9,0.2,0.6194381243180422,0.9290510762226842,0.32994519512619347,0.002204059398802416,1000.0,0.0,19.13082380616692
1414,4,FI,shuffled,ncr,0.32774113572739105,17.6082250599214,17.031644257316607,0.0826984429060913,0.27275416583246404,0.2762329715860014,0.3224781321664687,15.165703037416343,14.49841571286887,-0.0052630035609223524,roi_incident,15,1000.0,0.0,roi_incident,15,1000.0,0.0,0.1,0.9,0.15,0.8050119088974892,0.9590310965671558,0.3166161995961497,-0.011124936131241325,1000.0,0.0,19.44890957103856
1414,4,FI,random,ncr,0.32774113572739105,17.6082250599214,17.031644257316607,0.12398540621704568,0.20431600242749431,0.22159822763455053,0.32774113572739105,17.6082250599214,17.031644257316607,0.0,direct_topk,1200,1000.0,0.0,direct_topk,1200,1000.0,0.0,0.25,0.75,0.0,0.6939368730224841,0.940557175474179,0.32774113572739105,0.0,1000.0,0.0,23.106130674274134
1515,0,WM,matched,ncr,0.3953822453183301,110.32678246898737,109.8322281604186,0.13026178665413593,0.04763230617069783,0.1356244046865298,0.3270249540066519,50.08038119680969,48.918245887665904,-0.06835729131167823,roi_incident,15,100.0,0.0,roi_incident,15,100.0,0.0,0.5,0.5,0.55,0.5185511800158682,0.9234926282510855,0.32566564527071445,-0.06971660004761565,100.0,0.0,57.0537597887207
1515,0,WM,cross_task,ncr,0.3953822453183301,110.32678246898737,109.8322281604186,0.20033067817755393,0.052872487205383026,0.2005669757732961,0.16808271911752276,15.185482012727118,11.681598576170453,-0.22729952620080734,roi_incident,10,1.0,0.3,roi_incident,10,1.0,0.3,0.9,0.09999999999999998,0.9,0.5959130928754591,0.9362716138190307,0.16450754422930414,-0.23087470108902597,1000.0,0.0,12.125521253936228
1515,0,WM,shuffled,ncr,0.3953822453183301,110.32678246898737,109.8322281604186,0.003007184265776173,0.10236657284370262,0.10236657284370262,0.21457956154994562,50.066295823488794,48.76415853511505,-0.1808026837683845,roi_incident,15,1000.0,0.0,roi_incident,15,1000.0,0.0,0.0,1.0,0.55,0.3047270187100391,0.9093466830873054,0.31564785190361366,-0.07973439341471644,1000.0,0.0,54.53248355066399
1515,0,WM,random,ncr,0.3953822453183301,110.32678246898737,109.8322281604186,0.0978087740059953,0.06635712725224893,0.11663530142698134,0.39400109767064195,66.43550116068921,65.6122260968717,-0.0013811476476881523,direct_topk,300,100.0,0.0,direct_topk,300,100.0,0.0,0.6,0.4,0.4,0.4759338796172406,0.9011610935351915,0.403024893491622,0.0076426481732919105,100.0,0.0,74.57037147557813
1515,0,FI,matched,ncr,0.3417983307217711,17.33620546666619,16.60415320129795,0.13908718708703907,0.16749528283885673,0.19959157346253403,0.34561280943637707,15.759840316173236,14.959757024066237,0.00381447871460594,roi_incident,15,1000.0,0.0,roi_incident,15,1000.0,0.0,0.35,0.65,0.1,0.4676662842071092,0.8449080689790295,0.3424789901937775,0.0006806594720063508,1000.0,0.0,20.622753121709568
1515,0,FI,cross_task,ncr,0.3417983307217711,17.33620546666619,16.60415320129795,0.04606014691190176,0.20307719446654515,0.20380282125451066,0.3365873088575678,14.159198270174707,13.258985478063181,-0.005211021864203302,direct_topk,1200,1000.0,0.0,direct_topk,1200,1000.0,0.0,0.05,0.95,0.2,0.45716319219512347,0.9030243766109215,0.3365873088575678,-0.005211021864203302,1000.0,0.0,20.00554761821143
1515,0,FI,shuffled,ncr,0.3417983307217711,17.33620546666619,16.60415320129795,0.09567520085730687,0.2476567592017203,0.25335467854979,0.346187850151113,14.197431021311564,13.306383165708532,0.004389519429341848,roi_incident,15,1.0,0.1,roi_incident,15,1.0,0.1,0.15,0.85,0.2,0.6529469680021343,0.9349987079480286,0.3430230912882235,0.0012247605664523764,1000.0,0.0,17.080494856835287
1515,0,FI,random,ncr,0.3417983307217711,17.33620546666619,16.60415320129795,0.1428639573068606,0.24629636540939134,0.2649656165314239,0.34665670641523805,14.184961351690498,13.290472833769481,0.004858375693466921,roi_incident,5,0.1,1.0,roi_incident,5,0.1,1.0,0.35,0.65,0.2,0.6352206073459861,0.9250850655826394,0.34732535177870083,0.005527021056929704,100.0,0.0,18.27922741518073
1515,1,WM,matched,ncr,0.2622783727655097,111.05360037402338,110.45407359804183,0.22400650501764868,0.04476189751678312,0.22411699575834665,0.34092775443364887,56.03999815514305,54.99484628164529,0.07864938166813917,roi_incident,15,1000.0,0.0,roi_incident,15,1000.0,0.0,0.95,0.050000000000000044,0.5,0.7406299787260142,0.9246802913532086,0.36682354351445984,0.10454517074895014,1000.0,0.0,62.66131692465548
1515,1,WM,cross_task,ncr,0.2622783727655097,111.05360037402338,110.45407359804183,0.21606337593850233,0.06667935928806512,0.21827566841525192,0.3199031868193388,61.73665366905489,60.77564219722309,0.05762481405382913,roi_incident,15,1000.0,0.0,roi_incident,15,1000.0,0.0,0.85,0.15000000000000002,0.45,0.740239880804521,0.9224702674632106,0.33367665197097046,0.07139827920546077,1000.0,0.0,67.68058809769855
1515,1,WM,shuffled,ncr,0.2622783727655097,111.05360037402338,110.45407359804183,0.1643807201788106,0.011873467446712305,0.1643807201788106,0.2529185562889312,100.12221783979169,99.45293971337871,-0.00935981647657852,direct_topk,600,100.0,0.0,direct_topk,600,100.0,0.0,1.0,0.0,0.1,0.5912363147781733,0.8336054582214566,0.2578773736598412,-0.0044009991056684905,100.0,0.0,121.9629173106126
1515,1,WM,random,ncr,0.2622783727655097,111.05360037402338,110.45407359804183,0.19516825732964604,0.054634087130516394,0.1956849046682454,0.2803747232685363,72.5250310024597,71.66518599130285,0.018096350503026604,direct_topk,300,1000.0,0.0,direct_topk,300,1000.0,0.0,0.85,0.15000000000000002,0.35,0.582372142052691,0.8803788372344579,0.27746141766569576,0.015183044900186071,1000.0,0.0,77.8966298918846
1515,1,FI,matched,ncr,0.18756993998112328,17.19659626508276,16.506207143415438,0.1835089265259265,0.2576890674897594,0.28965633289183174,0.19112267008798053,15.572285490299654,14.815547847710377,0.003552730106857249,roi_incident,10,0.1,0.1,roi_incident,10,0.1,0.1,0.4,0.6,0.1,0.7262757871252659,0.9450101553169268,0.1954779606102261,0.007908020629102813,1000.0,0.0,19.465247535544236
1515,1,FI,cross_task,ncr,0.18756993998112328,17.19659626508276,16.506207143415438,0.027597004989478657,0.15470199343357444,0.15470199343357444,0.18756993998112328,17.19659626508276,16.506207143415438,0.0,direct_topk,300,1000.0,0.0,direct_topk,300,1000.0,0.0,0.0,1.0,0.0,0.5113708903779444,0.9208712030773853,0.18756993998112328,0.0,1000.0,0.0,20.496195011712075
1515,1,FI,shuffled,ncr,0.18756993998112328,17.19659626508276,16.506207143415438,0.22649936789671765,0.2359678841332617,0.3032613381477802,0.1869232434686879,13.951772133298785,13.104307978810843,-0.0006466965124353741,roi_incident,15,100.0,0.0,roi_incident,15,100.0,0.0,0.5,0.5,0.2,0.7367559761738456,0.9520819002858623,0.1859766594134556,-0.001593280567667693,100.0,0.0,19.28679814202231
1515,1,FI,random,ncr,0.18756993998112328,17.19659626508276,16.506207143415438,0.08248347825710534,0.1961828925730198,0.2045281797898083,0.18756993998112328,17.19659626508276,16.506207143415438,0.0,direct_topk,300,100.0,0.0,direct_topk,300,100.0,0.0,0.1,0.9,0.0,0.6360669574238867,0.9406339583772265,0.18756993998112328,0.0,100.0,0.0,24.159614104895955
1515,2,WM,matched,ncr,0.20544369526416764,112.20862737783742,111.61664451628629,0.15342704337664462,0.0956954249607874,0.17233333750616103,0.2216211063284246,95.48973148232017,94.81739567080338,0.016177411064256964,roi_incident,15,1000.0,0.0,roi_incident,15,1000.0,0.0,0.6,0.4,0.15,0.5495384679993369,0.9067969894658308,0.22010442440947853,0.014660729145310886,1000.0,0.0,107.2482033995427
1515,2,WM,cross_task,ncr,0.20544369526416764,112.20862737783742,111.61664451628629,0.07772500858665193,0.12121001361199236,0.14886081686124913,0.20987411356765928,89.8699767148022,89.16073671087732,0.00443041830349164,roi_incident,10,1.0,1.0,roi_incident,10,1.0,1.0,0.45,0.55,0.2,0.3605008799551068,0.8434368600333422,0.21216933467583338,0.006725639411665735,1000.0,0.0,101.61075902767357
1515,2,WM,shuffled,ncr,0.20544369526416764,112.20862737783742,111.61664451628629,0.2074545632517968,0.1064529522558591,0.2294340426163825,0.19351401892791062,73.18689298290158,72.32393694606432,-0.011929676336257022,direct_topk,1200,0.1,1.0,direct_topk,1200,0.1,1.0,0.6,0.4,0.35,0.6782909612484365,0.9270006950205595,0.20293722777148043,-0.002506467492687209,100.0,0.0,80.18152823140099
1515,2,WM,random,ncr,0.20544369526416764,112.20862737783742,111.61664451628629,0.11044417406006535,0.11681333306675708,0.1511570106664705,0.20544369526416764,112.20862737783742,111.61664451628629,0.0,roi_incident,15,100.0,0.0,roi_incident,15,100.0,0.0,0.4,0.6,0.0,0.6889726045549367,0.9321747200655168,0.20544369526416764,0.0,100.0,0.0,123.13478185037886
1515,2,FI,matched,ncr,0.4744774715182187,17.423030006795887,16.87935810517465,0.16592562144143536,0.2254743474249437,0.2570505942695931,0.42507396267266667,10.34611721862413,9.405472350192403,-0.049403508845552,roi_incident,5,0.1,1.0,roi_incident,5,0.1,1.0,0.35,0.65,0.45,0.5008040289713693,0.9160957388674837,0.4223811010246654,-0.05209637049355326,100.0,0.0,13.52436833496941
1515,2,FI,cross_task,ncr,0.4744774715182187,17.423030006795887,16.87935810517465,0.06211851859463279,0.18141002185660887,0.18303562458843806,0.4753008095691329,16.59979502811348,16.028700337059274,0.0008233380509142241,roi_incident,5,1000.0,0.0,roi_incident,5,1000.0,0.0,0.1,0.9,0.05,0.5788782401031805,0.9252492168972175,0.4754675382614644,0.0009900667432456989,1000.0,0.0,22.749549239676092
1515,2,FI,shuffled,ncr,0.4744774715182187,17.423030006795887,16.87935810517465,0.07053538329756595,0.13833879086824466,0.14824329214931498,0.4744774715182187,17.423030006795887,16.87935810517465,0.0,roi_incident,10,100.0,0.0,roi_incident,10,100.0,0.0,0.15,0.85,0.0,0.5956144692532965,0.9347742120049926,0.4744774715182187,0.0,100.0,0.0,26.94386671349819
1515,2,FI,random,ncr,0.4744774715182187,17.423030006795887,16.87935810517465,0.06908923469584645,0.21243542037575192,0.21949896360339627,0.48570530369167403,15.779184483998124,15.185014042798636,0.011227832173455354,roi_incident,15,100.0,0.0,roi_incident,15,100.0,0.0,0.25,0.75,0.1,0.6350825623492528,0.8806242945596401,0.48425450881721543,0.00977703729899676,100.0,0.0,23.26272919658536
1515,3,WM,matched,ncr,0.16669877510890466,114.12777854038437,113.58129346257134,0.20569680307918725,0.05715477702760101,0.21783820012893898,0.16669877510890466,114.12777854038437,113.58129346257134,0.0,roi_incident,15,1000.0,0.0,roi_incident,15,1000.0,0.0,0.65,0.35,0.0,0.5915370816287101,0.874895762564338,0.1676864549634219,0.0009876798545172538,1000.0,0.0,118.26057726129334
1515,3,WM,cross_task,ncr,0.16669877510890466,114.12777854038437,113.58129346257134,0.2857585527854726,0.08492602046348485,0.29138886450496104,0.16806036015583076,97.68479683757053,97.07170903936034,0.0013615850469261004,roi_incident,5,1000.0,0.0,roi_incident,5,1000.0,0.0,0.8,0.19999999999999996,0.15,0.7197548913050174,0.9091935404624965,0.16713439161215457,0.00043561650324991374,1000.0,0.0,102.12512063826726
1515,3,WM,shuffled,ncr,0.16669877510890466,114.12777854038437,113.58129346257134,0.17852106745104668,0.107157477866176,0.194666970744739,0.16669877510890466,114.12777854038437,113.58129346257134,0.0,roi_incident,15,0.1,1.0,roi_incident,15,0.1,1.0,0.3,0.7,0.0,0.6117901836798011,0.875108730676303,0.16669877510890466,0.0,100.0,0.0,120.18441369096873
1515,3,WM,random,ncr,0.16669877510890466,114.12777854038437,113.58129346257134,0.21233206675609692,0.08679795115164578,0.22514224303070607,0.1841019513256599,97.76215011678731,97.13851792453703,0.017403176216755245,direct_topk,600,10.0,0.0,direct_topk,600,10.0,0.0,0.75,0.25,0.15,0.5088401610962099,0.8540998947562672,0.18831036546894517,0.02161159036004051,10.0,0.0,114.98839790606623
1515,3,FI,matched,ncr,0.46627619048657887,17.88366564374537,17.421563368300028,0.00037723099808156454,0.2312591134543675,0.2312591134543675,0.4886887832342923,16.195304928333716,15.698915572005712,0.022412592747713456,roi_incident,15,1000.0,0.0,roi_incident,15,1000.0,0.0,0.0,1.0,0.1,0.6697195599956817,0.9300967311262606,0.48868878323429243,0.022412592747713567,1000.0,0.0,20.277019400051675
1515,3,FI,cross_task,ncr,0.46627619048657887,17.88366564374537,17.421563368300028,0.09217934959842566,0.24031716803102782,0.24099426319569384,0.47289624510298345,16.23722186449297,15.731835561094142,0.00662005461640458,roi_incident,15,1000.0,0.0,roi_incident,15,1000.0,0.0,0.05,0.95,0.1,0.7004098486013054,0.9342143298839061,0.4703125335634226,0.004036343076843751,1000.0,0.0,20.398585623733148
1515,3,FI,shuffled,ncr,0.46627619048657887,17.88366564374537,17.421563368300028,0.09003782526297566,0.20028697543655427,0.21412625583486639,0.4706706917430178,16.247011550300233,15.741434775987628,0.004394501256438921,direct_topk,1200,0.1,1.0,direct_topk,1200,0.1,1.0,0.35,0.65,0.1,0.5992001753498919,0.9174088707604588,0.4682768341062984,0.002000643619719522,1000.0,0.0,21.674453403933676
1515,3,FI,random,ncr,0.46627619048657887,17.88366564374537,17.421563368300028,0.09973397803362138,0.34367294268768767,0.3467937344991008,0.4407682604624259,7.079958356002332,6.198700589500934,-0.02550793002415297,direct_topk,600,100.0,0.0,direct_topk,600,100.0,0.0,0.05,0.95,0.7,0.7668092479188119,0.9457472652848555,0.440768260462426,-0.02550793002415286,100.0,0.0,7.43480468595688
1515,4,WM,matched,ncr,0.3619823579138437,111.11075143267563,110.48258756954138,0.19112219706147787,0.13519767565229165,0.21980517942530672,0.36641319251591187,77.89945415927234,77.01660467699205,0.004430834602068168,roi_incident,10,1000.0,0.0,roi_incident,10,1000.0,0.0,0.6,0.4,0.3,0.6552542417555776,0.9181334895789837,0.3668559956436603,0.004873637729816582,1000.0,0.0,84.20468923086452
1515,4,WM,cross_task,ncr,0.3619823579138437,111.11075143267563,110.48258756954138,0.16537844295112572,0.1748893225669329,0.2347072413264372,0.36983629540409285,72.33543439926014,71.38695700507203,0.007853937490249152,roi_incident,10,0.1,1.0,roi_incident,10,0.1,1.0,0.5,0.5,0.35,0.6319664785413582,0.8977261412445496,0.35988382047224504,-0.002098537441598658,1000.0,0.0,79.8612943052237
1515,4,WM,shuffled,ncr,0.3619823579138437,111.11075143267563,110.48258756954138,0.15538817647053293,0.13311085008127319,0.19750532352406663,0.36846895712393735,99.86218646374505,99.16947870559817,0.0064865992100936465,direct_topk,1200,0.001,0.0,direct_topk,1200,0.001,0.0,0.45,0.55,0.1,0.6979364743891097,0.9327156828316647,0.36861801606826927,0.006635658154425572,0.001,0.0,168.68999185558704
1515,4,WM,random,ncr,0.3619823579138437,111.11075143267563,110.48258756954138,0.20374359280486623,0.09268114875769112,0.2110912748958199,0.35462814219178473,89.0033492752976,88.21830021372477,-0.0073542157220589655,roi_incident,5,0.001,1.0,roi_incident,5,0.001,1.0,0.5,0.5,0.2,0.6803174070634503,0.9146148732337647,0.35403028238491524,-0.00795207552892846,0.001,0.0,108.48092111705019
1515,4,FI,matched,ncr,0.46625232217718365,17.389584773104907,16.844132973722896,0.22882731876484907,0.16416321518286875,0.249417168175554,0.46813496244066166,16.551462583341667,15.979668989649484,0.0018826402634780082,roi_incident,15,1000.0,0.0,roi_incident,15,1000.0,0.0,0.65,0.35,0.05,0.6810219268167307,0.9399708257385975,0.4683365924820371,0.0020842703048534195,1000.0,0.0,21.808893231740193
1515,4,FI,cross_task,ncr,0.46625232217718365,17.389584773104907,16.844132973722896,0.20829155316876213,0.23855443781102847,0.2798822457743858,0.4810680106699933,14.08336711731134,13.417972085419892,0.01481568849280962,roi_incident,5,1000.0,0.0,roi_incident,5,1000.0,0.0,0.5,0.5,0.2,0.6635745882193671,0.937743983809592,0.4823356212726663,0.016083299095482673,1000.0,0.0,18.676397524335194
1515,4,FI,shuffled,ncr,0.46625232217718365,17.389584773104907,16.844132973722896,0.07252503293503602,0.036171280602417775,0.0775626083046796,0.46625232217718365,17.389584773104907,16.844132973722896,0.0,roi_incident,10,1000.0,0.0,roi_incident,10,1000.0,0.0,0.7,0.30000000000000004,0.0,0.46778002394543716,0.8952745884971423,0.46625232217718365,0.0,1000.0,0.0,22.887742088653408
1515,4,FI,random,ncr,0.46625232217718365,17.389584773104907,16.844132973722896,0.1612466972552874,0.18012251008981256,0.22240835944909787,0.46625232217718365,17.389584773104907,16.844132973722896,0.0,roi_incident,5,100.0,0.0,roi_incident,5,100.0,0.0,0.5,0.5,0.0,0.6328918897777378,0.9120071977445441,0.46625232217718365,0.0,100.0,0.0,24.844596553727925
1616,0,WM,matched,ncr,0.25972981751796836,114.44111235346843,113.7433196127215,0.19046965739018906,-0.03485662490832883,0.19046965739018906,0.2807641707125291,86.5993799769806,85.78134115055182,0.021034353194560762,roi_incident,10,1000.0,0.0,roi_incident,10,1000.0,0.0,1.0,0.0,0.25,0.7358686081996269,0.8857089673482025,0.2807641707125291,0.021034353194560762,1000.0,0.0,95.65843302494429
1616,0,WM,cross_task,ncr,0.25972981751796836,114.44111235346843,113.7433196127215,0.13958126939506266,0.0021075330370831386,0.13958126939506266,0.25972981751796836,114.44111235346843,113.7433196127215,0.0,direct_topk,300,1000.0,0.0,direct_topk,300,1000.0,0.0,1.0,0.0,0.0,0.6773357697556894,0.8719864433035711,0.25972981751796836,0.0,1000.0,0.0,124.6146233267611
1616,0,WM,shuffled,ncr,0.25972981751796836,114.44111235346843,113.7433196127215,0.12065976646839427,0.08520708880638259,0.13944901496783793,0.2632017218202078,103.33691538042996,102.59417437916619,0.003471904302239426,roi_incident,10,100.0,0.0,roi_incident,10,100.0,0.0,0.45,0.55,0.1,0.5836089511311556,0.8585187342112426,0.2647362619366731,0.005006444418704736,100.0,0.0,109.90296447790189
1616,0,WM,random,ncr,0.25972981751796836,114.44111235346843,113.7433196127215,0.021141562936371594,0.008441159335434791,0.022554990396243233,0.25972981751796836,114.44111235346843,113.7433196127215,0.0,direct_topk,1200,1000.0,0.0,direct_topk,1200,1000.0,0.0,0.6,0.4,0.0,0.3555066845635928,0.7438598570589432,0.25972981751796836,0.0,1000.0,0.0,124.9393030461885
1616,0,FI,matched,ncr,0.3857570877363471,16.777471376121024,16.046488838380725,0.10044241392972726,0.2261462809349882,0.23677280057765565,0.3864130810724014,15.954919452049966,15.184149051613941,0.0006559933360543169,roi_incident,15,1000.0,0.0,roi_incident,15,1000.0,0.0,0.1,0.9,0.05,0.6327399068785698,0.9386332922452401,0.3857570877363471,0.0,1000.0,0.0,21.949758218159808
1616,0,FI,cross_task,ncr,0.3857570877363471,16.777471376121024,16.046488838380725,0.08911933696349077,0.23046373277536383,0.23898222746998748,0.39339180497211657,14.32463147100545,13.464527008196061,0.007634717235769473,roi_incident,15,1000.0,0.0,roi_incident,15,1000.0,0.0,0.1,0.9,0.15,0.6007345591336679,0.934297149500149,0.3980684064429246,0.012311318706577534,1000.0,0.0,20.349423378275002
