model,WM_r_mean,WM_r_std,WM_rmse_mean,WM_mae_mean,FI_r_mean,FI_r_std,FI_rmse_mean,FI_mae_mean
A0,0.2632260994870662,0.09397827696816316,11.210039910998685,9.069694924677416,0.3822051679425079,0.07922410386150153,4.545104999814859,3.794278909040375
B0,0.25150885157392666,0.0938432815185812,11.393385966737828,9.222454242890887,0.36667128919293585,0.06909685256331698,4.609254190816926,3.802356284225712
B1,0.24422855773859659,0.09276604157653284,11.581388770312206,9.347850907855726,0.36207832348748276,0.0907923209564726,4.6253407884020685,3.830882780702693
C0,0.25943007551677233,0.09243438563830454,11.419962215876687,9.247810075497664,0.360277525002357,0.07146690439330118,4.616518577860274,3.8239169684087555
C1,0.2409906735856811,0.09636158822234063,11.662031485984006,9.402265030535249,0.372965930523511,0.07836573378403361,4.606915079716274,3.818399266045419
C2,0.24905890676950193,0.0942843056230457,11.425606333272118,9.21538822636325,0.3770582911201427,0.07562118889598717,4.589795135143488,3.8081567390247835
C3,0.24667941173245164,0.09923180936010242,11.405346645999932,9.245212665849191,0.3813327534214956,0.0789301632506988,4.559530440723826,3.7851543263659773
C4,0.2549564037554756,0.08959940410470893,11.362465553097165,9.194043389044733,0.3706991841260333,0.09140212295260812,4.606007472387956,3.825673094381237
