task,condition,seed,model,mean_pearson,mean_rmse,mean_mae,n_folds
working_memory,R3,1,fc,0.2659107833524295,12.15157396348525,9.798228064330084,5
working_memory,R3,1,sc,0.12737921740403083,12.136407817169195,9.869711657689097,5
working_memory,R3,1,fp,0.26732469855210905,11.470205530571608,9.199995577815807,5
working_memory,R3,1,fused,0.2499177012865465,11.273126100184754,9.15361800274377,5
working_memory,R3,1,equal_weight,0.2506979418355655,11.20146214028181,9.132369232221887,5
working_memory,R3,2,fc,0.29424756875123287,12.307399520808783,9.96320732335013,5
working_memory,R3,2,sc,0.1526215476431127,11.966425473301573,9.757997439399128,5
working_memory,R3,2,fp,0.32136158708342377,11.29445796592331,9.183938968408317,5
working_memory,R3,2,fused,0.3182067445541613,11.050381122096855,8.968189208421009,5
working_memory,R3,2,equal_weight,0.30766310697218496,11.009935646463424,9.043201317947647,5
working_memory,R3,3,fc,0.2596077683614047,12.354167307142125,10.14868157474323,5
working_memory,R3,3,sc,0.12821697770748955,12.095668314237844,9.846121181207772,5
working_memory,R3,3,fp,0.29164510232653995,11.454151398102203,9.356316567385488,5
working_memory,R3,3,fused,0.28905969554028343,11.132660230484275,8.988817184237721,5
working_memory,R3,3,equal_weight,0.26659116528054166,11.153826246673692,9.068165728319524,5
working_memory,R3,4,fc,0.22616473365673792,12.569071329981574,10.216317219650046,5
working_memory,R3,4,sc,0.11878365017151786,12.179381386690823,9.925331959849084,5
working_memory,R3,4,fp,0.25128045571341157,11.316633352826884,9.15877647069034,5
working_memory,R3,4,fused,0.2654620756538201,11.127503279739534,9.012953025501531,5
working_memory,R3,4,equal_weight,0.24055013470055386,11.203439823085635,9.126425607861112,5
working_memory,R3,5,fc,0.2241449585709764,12.760107355058619,10.270812077336036,5
working_memory,R3,5,sc,0.05664177150729708,12.590692734311466,10.182680268836402,5
working_memory,R3,5,fp,0.23829141573864,11.95646442064012,9.540404359367452,5
working_memory,R3,5,fused,0.176103700829968,11.830505610936175,9.52490139305189,5
working_memory,R3,5,equal_weight,0.1939041029316024,11.550910502825973,9.370265519653417,5
working_memory,R3,6,fc,0.2422784105615276,12.425919125925589,10.161169901294963,5
working_memory,R3,6,sc,0.14471254944053175,11.986849428565568,9.685772726422934,5
working_memory,R3,6,fp,0.2750715925435632,11.357022841899832,9.255737167194342,5
working_memory,R3,6,fused,0.24975130925268818,11.215377954783818,9.099429823370617,5
working_memory,R3,6,equal_weight,0.25670920862820334,11.113701103281642,9.016249428912623,5
working_memory,R3,7,fc,0.24231435407936788,12.630577697249684,10.217190891387657,5
working_memory,R3,7,sc,0.08728795967208323,12.385968857526839,9.996111927014642,5
working_memory,R3,7,fp,0.28168680496174164,11.169958854606781,9.097846229568265,5
working_memory,R3,7,fused,0.2652712193972536,11.105972112814836,9.05495261295163,5
working_memory,R3,7,equal_weight,0.23519710363513918,11.221933465350697,9.156283541551376,5
working_memory,R3,8,fc,0.30575178735498004,12.04206133875238,9.724318918939463,5
working_memory,R3,8,sc,0.18245715244138277,11.732377737477398,9.534447066774382,5
working_memory,R3,8,fp,0.3234484376508557,11.11059124786054,8.82825409114454,5
working_memory,R3,8,fused,0.30446497094894365,11.14334308648995,9.024141609565143,5
working_memory,R3,8,equal_weight,0.31663439974781704,10.822826543578472,8.831669466689641,5
working_memory,R3,9,fc,0.297866020077338,12.113634797460001,9.599500090777923,5
working_memory,R3,9,sc,0.16708868690793033,11.923376616807912,9.638328762013668,5
working_memory,R3,9,fp,0.2865541112459148,11.537664853693549,9.19841761228293,5
working_memory,R3,9,fused,0.2567533528795475,11.318852104087188,9.205503130509168,5
working_memory,R3,9,equal_weight,0.28886692900014116,11.089804122118114,8.961872044663505,5
