task,seed,outer_fold,condition,model,pearson,rmse,mae,n_train,n_test
working_memory,1,4,R1,FP,0.3190699143445731,10.302846420685634,8.027872689422523,330,82
working_memory,1,4,R1,fused,0.3297234431013597,10.239717236584703,8.056944194076017,330,82
working_memory,1,4,R1,equal_weight,0.296769735655649,10.377074708826038,8.174974200582902,330,82
working_memory,2,0,R1,FC,0.33633522058744836,12.801379231240663,10.585895526824556,329,83
working_memory,2,0,R1,SC,0.14680313951390953,12.773319090568899,10.7992868901525,329,83
working_memory,2,0,R1,FP,0.2777208739313009,13.605719066149497,11.069096761384262,329,83
working_memory,2,0,R1,fused,0.2879788126314895,12.816166591138069,10.270730273896563,329,83
working_memory,2,0,R1,equal_weight,0.2928102978807117,12.182054163758055,9.867477851938041,329,83
working_memory,2,1,R1,FC,0.36602557910438005,11.46037854755019,9.36400566789761,329,83
working_memory,2,1,R1,SC,0.19298499084545145,11.47370910974906,9.329511076590814,329,83
working_memory,2,1,R1,FP,0.40099816852913844,10.147251147450358,8.170594042329194,329,83
