edge_index,roi_i_0based,roi_j_0based,roi_i_1based,roi_j_1based,mean_signed_coef,mean_abs_coef,median_abs_coef,rank_mean_abs,roi_i_name,roi_j_name,top10_frequency,top20_frequency,top50_frequency,sign_consistency
1466,13,63,14,64,-0.8095897289631262,0.8095897289631262,0.8095897289631262,1,Frontal_Inf_Tri_R,SupraMarginal_R,1.0,1.0,1.0,1.0
1381,12,80,13,81,-0.6512209631602622,0.6512209631602622,0.6512209631602622,2,Frontal_Inf_Tri_L,Temporal_Sup_L,1.0,1.0,1.0,1.0
3084,30,100,31,101,-0.5983535825742174,0.5983535825742174,0.5983535825742174,3,Cingulum_Ant_L,Cerebelum_7b_L,1.0,1.0,1.0,1.0
1287,11,89,12,90,0.5896616985999179,0.5896616985999179,0.5896616985999179,4,Frontal_Inf_Oper_R,Temporal_Inf_R,1.0,1.0,1.0,1.0
5355,64,76,65,77,0.5747053584635526,0.5747053584635526,0.5747053584635526,5,Angular_L,Thalamus_L,1.0,1.0,1.0,1.0
1089,9,100,10,101,0.5509666658530288,0.5509666658530288,0.5509666658530288,6,Frontal_Mid_Orb_R,Cerebelum_7b_L,1.0,1.0,1.0,1.0
5172,60,103,61,104,-0.5292023656307792,0.5292023656307792,0.5292023656307792,7,Parietal_Inf_L,Cerebelum_8_R,1.0,1.0,1.0,1.0
5171,60,102,61,103,-0.5106944023508316,0.5106944023508316,0.5106944023508316,8,Parietal_Inf_L,Cerebelum_8_L,1.0,1.0,1.0,1.0
5132,60,63,61,64,-0.5089309469691511,0.5089309469691511,0.5089309469691511,9,Parietal_Inf_L,SupraMarginal_R,1.0,1.0,1.0,1.0
5329,63,101,64,102,-0.5080056031356753,0.5080056031356753,0.5080056031356753,10,SupraMarginal_R,Cerebelum_7b_R,1.0,1.0,1.0,1.0
5169,60,100,61,101,0.501931572824531,0.501931572824531,0.501931572824531,11,Parietal_Inf_L,Cerebelum_7b_L,0.0,1.0,1.0,1.0
1668,15,64,16,65,0.4965655812434244,0.4965655812434244,0.4965655812434244,12,Frontal_Inf_Orb_R,Angular_L,0.0,1.0,1.0,1.0
6041,80,82,81,83,-0.48385297578340153,0.48385297578340153,0.48385297578340153,13,Temporal_Sup_L,Temporal_Pole_Sup_L,0.0,1.0,1.0,1.0
1390,12,89,13,90,0.46427296771002896,0.46427296771002896,0.46427296771002896,14,Frontal_Inf_Tri_L,Temporal_Inf_R,0.0,1.0,1.0,1.0
3144,31,76,32,77,-0.4443830627466722,0.4443830627466722,0.4443830627466722,15,Cingulum_Ant_R,Thalamus_L,0.0,1.0,1.0,1.0
3149,31,81,32,82,-0.4356637309396138,0.4356637309396138,0.4356637309396138,16,Cingulum_Ant_R,Temporal_Sup_R,0.0,1.0,1.0,1.0
635,5,76,6,77,-0.4325841788769434,0.4325841788769434,0.4325841788769434,17,Frontal_Sup_Orb_R,Thalamus_L,0.0,1.0,1.0,1.0
1432,13,29,14,30,-0.4315742607690292,0.4315742607690292,0.4315742607690292,18,Frontal_Inf_Tri_R,Insula_R,0.0,1.0,1.0,1.0
5951,77,100,78,101,-0.42808506800980967,0.42808506800980967,0.42808506800980967,19,Thalamus_R,Cerebelum_7b_L,0.0,1.0,1.0,1.0
619,5,60,6,61,-0.42272068666676976,0.42272068666676976,0.42272068666676976,20,Frontal_Sup_Orb_R,Parietal_Inf_L,0.0,1.0,1.0,1.0
549,4,100,5,101,0.4202719259114884,0.4202719259114884,0.4202719259114884,21,Frontal_Sup_Orb_L,Cerebelum_7b_L,0.0,0.0,1.0,1.0
5158,60,89,61,90,0.41732108249883004,0.41732108249883004,0.41732108249883004,22,Parietal_Inf_L,Temporal_Inf_R,0.0,0.0,1.0,1.0
5350,64,71,65,72,-0.4170852182030269,0.4170852182030269,0.4170852182030269,23,Angular_L,Caudate_R,0.0,0.0,1.0,1.0
5349,64,70,65,71,-0.41687295617479286,0.41687295617479286,0.41687295617479286,24,Angular_L,Caudate_L,0.0,0.0,1.0,1.0
983,8,100,9,101,0.4101405578247974,0.4101405578247974,0.4101405578247974,25,Frontal_Mid_Orb_L,Cerebelum_7b_L,0.0,0.0,1.0,1.0
6329,89,100,90,101,0.4045521899930039,0.4045521899930039,0.4045521899930039,26,Temporal_Inf_R,Cerebelum_7b_L,0.0,0.0,1.0,1.0
6213,85,94,86,95,0.3933124405926137,0.3933124405926137,0.3933124405926137,27,Temporal_Mid_R,Cerebelum_3_L,0.0,0.0,1.0,1.0
5351,64,72,65,73,-0.3898470083492759,0.3898470083492759,0.3898470083492759,28,Angular_L,Putamen_L,0.0,0.0,1.0,1.0
1226,11,28,12,29,0.38977424965006735,0.38977424965006735,0.38977424965006735,29,Frontal_Inf_Oper_R,Insula_L,0.0,0.0,1.0,1.0
3293,33,60,34,61,-0.3717535624356076,0.3717535624356076,0.3717535624356076,30,Cingulum_Mid_R,Parietal_Inf_L,0.0,0.0,1.0,1.0
1926,18,28,19,29,-0.3665831620138921,0.3665831620138921,0.3665831620138921,31,Supp_Motor_Area_L,Insula_L,0.0,0.0,1.0,1.0
544,4,95,5,96,-0.3659781224168634,0.3659781224168634,0.3659781224168634,32,Frontal_Sup_Orb_L,Cerebelum_3_R,0.0,0.0,1.0,1.0
1229,11,31,12,32,-0.3655736777327339,0.3655736777327339,0.3655736777327339,33,Frontal_Inf_Oper_R,Cingulum_Ant_R,0.0,0.0,1.0,1.0
1217,11,19,12,20,0.3613087330644069,0.3613087330644069,0.3613087330644069,34,Frontal_Inf_Oper_R,Supp_Motor_Area_R,0.0,0.0,1.0,1.0
6401,92,100,93,101,0.3516601197370219,0.3516601197370219,0.3516601197370219,35,Cerebelum_Crus2_L,Cerebelum_7b_L,0.0,0.0,1.0,1.0
1377,12,76,13,77,0.3462063405023622,0.3462063405023622,0.3462063405023622,36,Frontal_Inf_Tri_L,Thalamus_L,0.0,0.0,1.0,1.0
1319,12,18,13,19,0.33890952332149177,0.33890952332149177,0.33890952332149177,37,Frontal_Inf_Tri_L,Supp_Motor_Area_L,0.0,0.0,1.0,1.0
5331,63,103,64,104,-0.3388854922090736,0.3388854922090736,0.3388854922090736,38,SupraMarginal_R,Cerebelum_8_R,0.0,0.0,1.0,1.0
5905,76,92,77,93,0.3379863027078484,0.3379863027078484,0.3379863027078484,39,Thalamus_L,Cerebelum_Crus2_L,0.0,0.0,1.0,1.0
6471,95,107,96,108,0.336303166802314,0.336303166802314,0.336303166802314,40,Cerebelum_3_R,Cerebelum_10_R,0.0,0.0,1.0,1.0
480,4,31,5,32,-0.3348931647646478,0.3348931647646478,0.3348931647646478,41,Frontal_Sup_Orb_L,Cingulum_Ant_R,0.0,0.0,1.0,1.0
1385,12,84,13,85,0.33452273096386914,0.33452273096386914,0.33452273096386914,42,Frontal_Inf_Tri_L,Temporal_Mid_L,0.0,0.0,1.0,1.0
6191,84,102,85,103,0.33366993344485296,0.33366993344485296,0.33366993344485296,43,Temporal_Mid_L,Cerebelum_8_L,0.0,0.0,1.0,1.0
2819,27,93,28,94,0.33303596876502495,0.33303596876502495,0.33303596876502495,44,Rectus_R,Cerebelum_Crus2_R,0.0,0.0,1.0,1.0
5942,77,91,78,92,0.3320663970747539,0.3320663970747539,0.3320663970747539,45,Thalamus_R,Cerebelum_Crus1_R,0.0,0.0,1.0,1.0
5142,60,73,61,74,-0.33060178088485687,0.33060178088485687,0.33060178088485687,46,Parietal_Inf_L,Putamen_R,0.0,0.0,1.0,1.0
5364,64,85,65,86,0.32956135054532776,0.32956135054532776,0.32956135054532776,47,Angular_L,Temporal_Mid_R,0.0,0.0,1.0,1.0
5143,60,74,61,75,-0.32946827083480335,0.32946827083480335,0.32946827083480335,48,Parietal_Inf_L,Pallidum_L,0.0,0.0,1.0,1.0
1961,18,63,19,64,-0.32935543997575506,0.32935543997575506,0.32935543997575506,49,Supp_Motor_Area_L,SupraMarginal_R,0.0,0.0,1.0,1.0
5939,77,88,78,89,-0.3291305619676507,0.3291305619676507,0.3291305619676507,50,Thalamus_R,Temporal_Inf_L,0.0,0.0,1.0,1.0
3545,36,72,37,73,-0.32729272033653917,0.32729272033653917,0.32729272033653917,51,Hippocampus_L,Putamen_L,0.0,0.0,0.0,1.0
1389,12,88,13,89,0.3270473275477335,0.3270473275477335,0.3270473275477335,52,Frontal_Inf_Tri_L,Temporal_Inf_L,0.0,0.0,0.0,1.0
959,8,76,9,77,0.32605431757189685,0.32605431757189685,0.32605431757189685,53,Frontal_Mid_Orb_L,Thalamus_L,0.0,0.0,0.0,1.0
6569,101,106,102,107,0.32577831437205057,0.32577831437205057,0.32577831437205057,54,Cerebelum_7b_R,Cerebelum_10_L,0.0,0.0,0.0,1.0
6040,80,81,81,82,0.32503646060464475,0.32503646060464475,0.32503646060464475,55,Temporal_Sup_L,Temporal_Sup_R,0.0,0.0,0.0,1.0
3646,37,95,38,96,0.32290842704785505,0.32290842704785505,0.32290842704785505,56,Hippocampus_R,Cerebelum_3_R,0.0,0.0,0.0,1.0
5168,60,99,61,100,-0.32127674837022696,0.32127674837022696,0.32127674837022696,57,Parietal_Inf_L,Cerebelum_6_R,0.0,0.0,0.0,1.0
892,8,9,9,10,0.32103927538805055,0.32103927538805055,0.32103927538805055,58,Frontal_Mid_Orb_L,Frontal_Mid_Orb_R,0.0,0.0,0.0,1.0
6250,86,102,87,103,0.32052670001430345,0.32052670001430345,0.32052670001430345,59,Temporal_Pole_Mid_L,Cerebelum_8_L,0.0,0.0,0.0,1.0
1958,18,60,19,61,0.31868357117116514,0.31868357117116514,0.31868357117116514,60,Supp_Motor_Area_L,Parietal_Inf_L,0.0,0.0,0.0,1.0
1013,9,24,10,25,-0.3165241973243704,0.3165241973243704,0.3165241973243704,61,Frontal_Mid_Orb_R,Frontal_Med_Orb_L,0.0,0.0,0.0,1.0
6520,98,102,99,103,-0.31470730292921867,0.31470730292921867,0.31470730292921867,62,Cerebelum_6_L,Cerebelum_8_L,0.0,0.0,0.0,1.0
5995,78,107,79,108,0.3126458064686866,0.3126458064686866,0.3126458064686866,63,Heschl_L,Cerebelum_10_R,0.0,0.0,0.0,1.0
5317,63,89,64,90,0.3117568667852977,0.3117568667852977,0.3117568667852977,64,SupraMarginal_R,Temporal_Inf_R,0.0,0.0,0.0,1.0
907,8,24,9,25,-0.30983242949037204,0.30983242949037204,0.30983242949037204,65,Frontal_Mid_Orb_L,Frontal_Med_Orb_L,0.0,0.0,0.0,1.0
6094,81,101,82,102,-0.309601439748988,0.309601439748988,0.309601439748988,66,Temporal_Sup_R,Cerebelum_7b_R,0.0,0.0,0.0,1.0
2832,27,106,28,107,-0.3086633326772246,0.3086633326772246,0.3086633326772246,67,Rectus_R,Cerebelum_10_L,0.0,0.0,0.0,1.0
6242,86,94,87,95,-0.30823343313462187,0.30823343313462187,0.30823343313462187,68,Temporal_Pole_Mid_L,Cerebelum_3_L,0.0,0.0,0.0,1.0
3175,31,107,32,108,0.3070582744973678,0.3070582744973678,0.3070582744973678,69,Cingulum_Ant_R,Cerebelum_10_R,0.0,0.0,0.0,1.0
5167,60,98,61,99,-0.30540530723519405,0.30540530723519405,0.30540530723519405,70,Parietal_Inf_L,Cerebelum_6_L,0.0,0.0,0.0,1.0
659,5,100,6,101,0.3038357645440066,0.3038357645440066,0.3038357645440066,71,Frontal_Sup_Orb_R,Cerebelum_7b_L,0.0,0.0,0.0,1.0
1393,12,92,13,93,-0.30365675200916853,0.30365675200916853,0.30365675200916853,72,Frontal_Inf_Tri_L,Cerebelum_Crus2_L,0.0,0.0,0.0,1.0
5136,60,67,61,68,-0.3031925240687904,0.3031925240687904,0.3031925240687904,73,Parietal_Inf_L,Precuneus_R,0.0,0.0,0.0,1.0
3334,33,101,34,102,-0.30286775865656335,0.30286775865656335,0.30286775865656335,74,Cingulum_Mid_R,Cerebelum_7b_R,0.0,0.0,0.0,1.0
5746,72,95,73,96,-0.3013218713948337,0.3013218713948337,0.3013218713948337,75,Putamen_L,Cerebelum_3_R,0.0,0.0,0.0,1.0
5787,73,94,74,95,0.30055821212901174,0.30055821212901174,0.30055821212901174,76,Putamen_R,Cerebelum_3_L,0.0,0.0,0.0,1.0
1434,13,31,14,32,-0.2986587915368364,0.2986587915368364,0.2986587915368364,77,Frontal_Inf_Tri_R,Cingulum_Ant_R,0.0,0.0,0.0,1.0
5824,74,90,75,91,0.2983381300523944,0.2983381300523944,0.2983381300523944,78,Pallidum_L,Cerebelum_Crus1_L,0.0,0.0,0.0,1.0
2731,26,93,27,94,0.2963419994411954,0.2963419994411954,0.2963419994411954,79,Rectus_L,Cerebelum_Crus2_R,0.0,0.0,0.0,1.0
3065,30,81,31,82,-0.2959860729760486,0.2959860729760486,0.2959860729760486,80,Cingulum_Ant_L,Temporal_Sup_R,0.0,0.0,0.0,1.0
5323,63,95,64,96,0.2924652127121551,0.2924652127121551,0.2924652127121551,81,SupraMarginal_R,Cerebelum_3_R,0.0,0.0,0.0,1.0
3626,37,75,38,76,-0.2922812477463818,0.2922812477463818,0.2922812477463818,82,Hippocampus_R,Pallidum_R,0.0,0.0,0.0,1.0
486,4,37,5,38,-0.2922656269055767,0.2922656269055767,0.2922656269055767,83,Frontal_Sup_Orb_L,Hippocampus_R,0.0,0.0,0.0,1.0
2884,28,71,29,72,0.2918177205071947,0.2918177205071947,0.2918177205071947,84,Insula_L,Caudate_R,0.0,0.0,0.0,1.0
662,5,103,6,104,-0.2909289751212656,0.2909289751212656,0.2909289751212656,85,Frontal_Sup_Orb_R,Cerebelum_8_R,0.0,0.0,0.0,1.0
5363,64,84,65,85,0.2900523341352984,0.2900523341352984,0.2900523341352984,86,Angular_L,Temporal_Mid_L,0.0,0.0,0.0,1.0
5326,63,98,64,99,-0.2895343885766232,0.2895343885766232,0.2895343885766232,87,SupraMarginal_R,Cerebelum_6_L,0.0,0.0,0.0,1.0
6178,84,89,85,90,0.2895107589749698,0.2895107589749698,0.2895107589749698,88,Temporal_Mid_L,Temporal_Inf_R,0.0,0.0,0.0,1.0
512,4,63,5,64,-0.2894600386476901,0.2894600386476901,0.2894600386476901,89,Frontal_Sup_Orb_L,SupraMarginal_R,0.0,0.0,0.0,1.0
1504,13,101,14,102,-0.28892883658757473,0.28892883658757473,0.28892883658757473,90,Frontal_Inf_Tri_R,Cerebelum_7b_R,0.0,0.0,0.0,1.0
3169,31,101,32,102,-0.2870640695822182,0.2870640695822182,0.2870640695822182,91,Cingulum_Ant_R,Cerebelum_7b_R,0.0,0.0,0.0,1.0
969,8,86,9,87,-0.28692130716678726,0.28692130716678726,0.28692130716678726,92,Frontal_Mid_Orb_L,Temporal_Pole_Mid_L,0.0,0.0,0.0,1.0
5302,63,74,64,75,-0.2867792158671713,0.2867792158671713,0.2867792158671713,93,SupraMarginal_R,Pallidum_L,0.0,0.0,0.0,1.0
1978,18,80,19,81,-0.28663748324298227,0.28663748324298227,0.28663748324298227,94,Supp_Motor_Area_L,Temporal_Sup_L,0.0,0.0,0.0,1.0
1330,12,29,13,30,-0.28525880999130077,0.28525880999130077,0.28525880999130077,95,Frontal_Inf_Tri_L,Insula_R,0.0,0.0,0.0,1.0
5369,64,90,65,91,-0.2847259130068007,0.2847259130068007,0.2847259130068007,96,Angular_L,Cerebelum_Crus1_L,0.0,0.0,0.0,1.0
6132,82,106,83,107,-0.28394205780758536,0.28394205780758536,0.28394205780758536,97,Temporal_Pole_Sup_L,Cerebelum_10_L,0.0,0.0,0.0,1.0
6403,92,102,93,103,0.2829366089696441,0.2829366089696441,0.2829366089696441,98,Cerebelum_Crus2_L,Cerebelum_8_L,0.0,0.0,0.0,1.0
6251,86,103,87,104,0.2814437694380781,0.2814437694380781,0.2814437694380781,99,Temporal_Pole_Mid_L,Cerebelum_8_R,0.0,0.0,0.0,1.0
5360,64,81,65,82,0.2807123597490488,0.2807123597490488,0.2807123597490488,100,Angular_L,Temporal_Sup_R,0.0,0.0,0.0,1.0
6446,94,102,95,103,-0.28057610507130837,0.28057610507130837,0.28057610507130837,101,Cerebelum_3_L,Cerebelum_8_L,0.0,0.0,0.0,1.0
1927,18,29,19,30,-0.2799581751117485,0.2799581751117485,0.2799581751117485,102,Supp_Motor_Area_L,Insula_R,0.0,0.0,0.0,1.0
971,8,88,9,89,-0.27880271161862896,0.27880271161862896,0.27880271161862896,103,Frontal_Mid_Orb_L,Temporal_Inf_L,0.0,0.0,0.0,1.0
1258,11,60,12,61,-0.2765969433959082,0.2765969433959082,0.2765969433959082,104,Frontal_Inf_Oper_R,Parietal_Inf_L,0.0,0.0,0.0,1.0
3143,31,75,32,76,-0.27641173415947395,0.27641173415947395,0.27641173415947395,105,Cingulum_Ant_R,Pallidum_R,0.0,0.0,0.0,1.0
5943,77,92,78,93,-0.27553588132050744,0.27553588132050744,0.27553588132050744,106,Thalamus_R,Cerebelum_Crus2_L,0.0,0.0,0.0,1.0
901,8,18,9,19,0.2732662204302806,0.2732662204302806,0.2732662204302806,107,Frontal_Mid_Orb_L,Supp_Motor_Area_L,0.0,0.0,0.0,1.0
2981,29,82,30,83,-0.27293040052282275,0.27293040052282275,0.27293040052282275,108,Insula_R,Temporal_Pole_Sup_L,0.0,0.0,0.0,1.0
6396,92,95,93,96,0.2728506865395771,0.2728506865395771,0.2728506865395771,109,Cerebelum_Crus2_L,Cerebelum_3_R,0.0,0.0,0.0,1.0
1222,11,24,12,25,-0.27262391247940243,0.27262391247940243,0.27262391247940243,110,Frontal_Inf_Oper_R,Frontal_Med_Orb_L,0.0,0.0,0.0,1.0
6211,85,92,86,93,-0.27099969703867377,0.27099969703867377,0.27099969703867377,111,Temporal_Mid_R,Cerebelum_Crus2_L,0.0,0.0,0.0,1.0
5688,71,80,72,81,0.27084036184867505,0.27084036184867505,0.27084036184867505,112,Caudate_R,Temporal_Sup_L,0.0,0.0,0.0,1.0
6425,93,102,94,103,0.2706314333176618,0.2706314333176618,0.2706314333176618,113,Cerebelum_Crus2_R,Cerebelum_8_L,0.0,0.0,0.0,1.0
6192,84,103,85,104,0.26944393694229246,0.26944393694229246,0.26944393694229246,114,Temporal_Mid_L,Cerebelum_8_R,0.0,0.0,0.0,1.0
2647,25,98,26,99,0.26889013961918284,0.26889013961918284,0.26889013961918284,115,Frontal_Med_Orb_R,Cerebelum_6_L,0.0,0.0,0.0,1.0
6060,80,101,81,102,-0.2675859151215703,0.2675859151215703,0.2675859151215703,116,Temporal_Sup_L,Cerebelum_7b_R,0.0,0.0,0.0,1.0
1463,13,60,14,61,-0.2674617868216829,0.2674617868216829,0.2674617868216829,117,Frontal_Inf_Tri_R,Parietal_Inf_L,0.0,0.0,0.0,1.0
2005,18,107,19,108,-0.26658275579562146,0.26658275579562146,0.26658275579562146,118,Supp_Motor_Area_L,Cerebelum_10_R,0.0,0.0,0.0,1.0
1077,9,88,10,89,-0.2665670741175509,0.2665670741175509,0.2665670741175509,119,Frontal_Mid_Orb_R,Temporal_Inf_L,0.0,0.0,0.0,1.0
1365,12,64,13,65,0.2644328835241799,0.2644328835241799,0.2644328835241799,120,Frontal_Inf_Tri_L,Angular_L,0.0,0.0,0.0,1.0
3489,35,95,36,96,0.26304090790956275,0.26304090790956275,0.26304090790956275,121,Cingulum_Post_R,Cerebelum_3_R,0.0,0.0,0.0,1.0
5932,77,81,78,82,-0.2627226867680758,0.2627226867680758,0.2627226867680758,122,Thalamus_R,Temporal_Sup_R,0.0,0.0,0.0,1.0
3634,37,83,38,84,0.26202606481640345,0.26202606481640345,0.26202606481640345,123,Hippocampus_R,Temporal_Pole_Sup_R,0.0,0.0,0.0,1.0
3145,31,77,32,78,-0.26161918175557364,0.26161918175557364,0.26161918175557364,124,Cingulum_Ant_R,Thalamus_R,0.0,0.0,0.0,1.0
5758,72,107,73,108,0.2614363263076131,0.2614363263076131,0.2614363263076131,125,Putamen_L,Cerebelum_10_R,0.0,0.0,0.0,1.0
2656,25,107,26,108,0.2608992005557815,0.2608992005557815,0.2608992005557815,126,Frontal_Med_Orb_R,Cerebelum_10_R,0.0,0.0,0.0,1.0
1081,9,92,10,93,0.2604721271943848,0.2604721271943848,0.2604721271943848,127,Frontal_Mid_Orb_R,Cerebelum_Crus2_L,0.0,0.0,0.0,1.0
1494,13,91,14,92,-0.259920478559012,0.259920478559012,0.259920478559012,128,Frontal_Inf_Tri_R,Cerebelum_Crus1_R,0.0,0.0,0.0,1.0
3015,30,31,31,32,0.25880825277656566,0.25880825277656566,0.25880825277656566,129,Cingulum_Ant_L,Cingulum_Ant_R,0.0,0.0,0.0,1.0
5744,72,93,73,94,-0.2586743174372414,0.2586743174372414,0.2586743174372414,130,Putamen_L,Cerebelum_Crus2_R,0.0,0.0,0.0,1.0
1386,12,85,13,86,0.25816314663833523,0.25816314663833523,0.25816314663833523,131,Frontal_Inf_Tri_L,Temporal_Mid_R,0.0,0.0,0.0,1.0
1970,18,72,19,73,-0.25772986297662137,0.25772986297662137,0.25772986297662137,132,Supp_Motor_Area_L,Putamen_L,0.0,0.0,0.0,1.0
1487,13,84,14,85,0.25750515847970556,0.25750515847970556,0.25750515847970556,133,Frontal_Inf_Tri_R,Temporal_Mid_L,0.0,0.0,0.0,1.0
6295,88,92,89,93,-0.2572356991264808,0.2572356991264808,0.2572356991264808,134,Temporal_Inf_L,Cerebelum_Crus2_L,0.0,0.0,0.0,1.0
5826,74,92,75,93,0.25649615614014043,0.25649615614014043,0.25649615614014043,135,Pallidum_L,Cerebelum_Crus2_L,0.0,0.0,0.0,1.0
6085,81,92,82,93,-0.2549932752334375,0.2549932752334375,0.2549932752334375,136,Temporal_Sup_R,Cerebelum_Crus2_L,0.0,0.0,0.0,1.0
6276,87,100,88,101,-0.25485094116719326,0.25485094116719326,0.25485094116719326,137,Temporal_Pole_Mid_R,Cerebelum_7b_L,0.0,0.0,0.0,1.0
509,4,60,5,61,-0.25480996938154554,0.25480996938154554,0.25480996938154554,138,Frontal_Sup_Orb_L,Parietal_Inf_L,0.0,0.0,0.0,1.0
5820,74,86,75,87,0.2547143081870866,0.2547143081870866,0.2547143081870866,139,Pallidum_L,Temporal_Pole_Mid_L,0.0,0.0,0.0,1.0
5663,70,99,71,100,-0.25436094130524367,0.25436094130524367,0.25436094130524367,140,Caudate_L,Cerebelum_6_R,0.0,0.0,0.0,1.0
59,0,60,1,61,0.25349476764388984,0.25349476764388984,0.25349476764388984,141,Precentral_L,Parietal_Inf_L,0.0,0.0,0.0,1.0
2638,25,89,26,90,-0.25339403405017097,0.25339403405017097,0.25339403405017097,142,Frontal_Med_Orb_R,Temporal_Inf_R,0.0,0.0,0.0,1.0
2548,24,89,25,90,-0.25329802632239445,0.25329802632239445,0.25329802632239445,143,Frontal_Med_Orb_L,Temporal_Inf_R,0.0,0.0,0.0,1.0
1467,13,64,14,65,0.25294133255103546,0.25294133255103546,0.25294133255103546,144,Frontal_Inf_Tri_R,Angular_L,0.0,0.0,0.0,1.0
5782,73,89,74,90,0.2526076434810919,0.2526076434810919,0.2526076434810919,145,Putamen_R,Temporal_Inf_R,0.0,0.0,0.0,1.0
6595,103,107,104,108,-0.25241043831114,0.25241043831114,0.25241043831114,146,Cerebelum_8_R,Cerebelum_10_R,0.0,0.0,0.0,1.0
2559,24,100,25,101,-0.2522493061692262,0.2522493061692262,0.2522493061692262,147,Frontal_Med_Orb_L,Cerebelum_7b_L,0.0,0.0,0.0,1.0
6328,89,99,90,100,0.25224476338398927,0.25224476338398927,0.25224476338398927,148,Temporal_Inf_R,Cerebelum_6_R,0.0,0.0,0.0,1.0
1286,11,88,12,89,0.2521479017428919,0.2521479017428919,0.2521479017428919,149,Frontal_Inf_Oper_R,Temporal_Inf_L,0.0,0.0,0.0,1.0
2986,29,87,30,88,-0.25178872974671446,0.25178872974671446,0.25178872974671446,150,Insula_R,Temporal_Pole_Mid_R,0.0,0.0,0.0,1.0
3168,31,100,32,101,-0.25132771030129125,0.25132771030129125,0.25132771030129125,151,Cingulum_Ant_R,Cerebelum_7b_L,0.0,0.0,0.0,1.0
5378,64,99,65,100,-0.2507626587033207,0.2507626587033207,0.2507626587033207,152,Angular_L,Cerebelum_6_R,0.0,0.0,0.0,1.0
5917,76,104,77,105,0.2506256659765275,0.2506256659765275,0.2506256659765275,153,Thalamus_L,Cerebelum_9_L,0.0,0.0,0.0,1.0
1371,12,70,13,71,0.25048737187857567,0.25048737187857567,0.25048737187857567,154,Frontal_Inf_Tri_L,Caudate_L,0.0,0.0,0.0,1.0
5154,60,85,61,86,-0.250463736628616,0.250463736628616,0.250463736628616,155,Parietal_Inf_L,Temporal_Mid_R,0.0,0.0,0.0,1.0
2959,29,60,30,61,-0.2502102970187281,0.2502102970187281,0.2502102970187281,156,Insula_R,Parietal_Inf_L,0.0,0.0,0.0,1.0
1261,11,63,12,64,0.24992403545707062,0.24992403545707062,0.24992403545707062,157,Frontal_Inf_Oper_R,SupraMarginal_R,0.0,0.0,0.0,1.0
5155,60,86,61,87,0.24837513009254683,0.24837513009254683,0.24837513009254683,158,Parietal_Inf_L,Temporal_Pole_Mid_L,0.0,0.0,0.0,1.0
5767,73,74,74,75,0.24780853276830753,0.24780853276830753,0.24780853276830753,159,Putamen_R,Pallidum_L,0.0,0.0,0.0,1.0
2555,24,96,25,97,-0.24762297304546935,0.24762297304546935,0.24762297304546935,160,Frontal_Med_Orb_L,Cerebelum_4_5_L,0.0,0.0,0.0,1.0
1299,11,101,12,102,-0.24726523226402683,0.24726523226402683,0.24726523226402683,161,Frontal_Inf_Oper_R,Cerebelum_7b_R,0.0,0.0,0.0,1.0
1506,13,103,14,104,-0.24712973742925234,0.24712973742925234,0.24712973742925234,162,Frontal_Inf_Tri_R,Cerebelum_8_R,0.0,0.0,0.0,1.0
5907,76,94,77,95,-0.2466117297187109,0.2466117297187109,0.2466117297187109,163,Thalamus_L,Cerebelum_3_L,0.0,0.0,0.0,1.0
3255,32,104,33,105,0.24646129715450835,0.24646129715450835,0.24646129715450835,164,Cingulum_Mid_L,Cerebelum_9_L,0.0,0.0,0.0,1.0
919,8,36,9,37,-0.24635016066898907,0.24635016066898907,0.24635016066898907,165,Frontal_Mid_Orb_L,Hippocampus_L,0.0,0.0,0.0,1.0
1088,9,99,10,100,-0.24534731885155198,0.24534731885155198,0.24534731885155198,166,Frontal_Mid_Orb_R,Cerebelum_6_R,0.0,0.0,0.0,1.0
5322,63,94,64,95,0.24471556991199328,0.24471556991199328,0.24471556991199328,167,SupraMarginal_R,Cerebelum_3_L,0.0,0.0,0.0,1.0
5372,64,93,65,94,-0.24465859892049374,0.24465859892049374,0.24465859892049374,168,Angular_L,Cerebelum_Crus2_R,0.0,0.0,0.0,1.0
6092,81,99,82,100,-0.24379834170922463,0.24379834170922463,0.24379834170922463,169,Temporal_Sup_R,Cerebelum_6_R,0.0,0.0,0.0,1.0
5330,63,102,64,103,-0.24360315478096944,0.24360315478096944,0.24360315478096944,170,SupraMarginal_R,Cerebelum_8_L,0.0,0.0,0.0,1.0
5163,60,94,61,95,0.2434791213621005,0.2434791213621005,0.2434791213621005,171,Parietal_Inf_L,Cerebelum_3_L,0.0,0.0,0.0,1.0
2622,25,73,26,74,0.2426520079127412,0.2426520079127412,0.2426520079127412,172,Frontal_Med_Orb_R,Putamen_R,0.0,0.0,0.0,1.0
5686,71,78,72,79,0.24238953337279764,0.24238953337279764,0.24238953337279764,173,Caudate_R,Heschl_L,0.0,0.0,0.0,1.0
1923,18,25,19,26,0.2423537926496658,0.2423537926496658,0.2423537926496658,174,Supp_Motor_Area_L,Frontal_Med_Orb_R,0.0,0.0,0.0,1.0
3811,39,107,40,108,0.2423120983690559,0.2423120983690559,0.2423120983690559,175,ParaHippocampal_R,Cerebelum_10_R,0.0,0.0,0.0,1.0
