task,seed,outer_fold,condition,model,pearson,rmse,mae,n_train,n_test
fluid_intelligence,5,3,R3,equal_weight,0.4246475907138543,4.658802499169826,3.8219530941138036,330,82
fluid_intelligence,5,4,R3,FC,0.2086908193972551,5.369794666621593,4.254870616970766,330,82
fluid_intelligence,5,4,R3,SC,0.18995691611481494,4.646966432107314,3.887981418399746,330,82
fluid_intelligence,5,4,R3,FP,0.2824624280922754,4.308589395086556,3.5571278399856467,330,82
fluid_intelligence,5,4,R3,fused,0.25437601091254486,4.372137539609261,3.702949722159484,330,82
fluid_intelligence,5,4,R3,equal_weight,0.2704072467962669,4.33125588368538,3.670694814640977,330,82
fluid_intelligence,6,0,R3,FC,0.14349137771380602,5.355727655114384,4.28429738541633,329,83
fluid_intelligence,6,0,R3,SC,0.2936027646377993,4.429004896606247,3.6786431585641757,329,83
fluid_intelligence,6,0,R3,FP,0.21961466748670805,4.449884000053263,3.7437955679451886,329,83
fluid_intelligence,6,0,R3,fused,0.32613330515811173,4.2851315825762795,3.5875454968196374,329,83
fluid_intelligence,6,0,R3,equal_weight,0.3445644693231196,4.239733402219712,3.606448191946893,329,83
fluid_intelligence,6,1,R3,FC,0.3498897841476319,4.894311458424238,3.9615892539713893,329,83
