model,seed,fold,abstained,base_rmse,top5_delta_rmse,top10_delta_rmse,bottom5_delta_rmse,bottom10_delta_rmse,random5_mean,random5_std,random5_p95,random5_p5,random10_mean,random10_std,random10_p95,random10_p5,top10_minus_random10,top5_minus_random5,top10_random10_percentile
R-RANDOM,7373,2,0,12.03892029308773,-0.13921643737344525,0.05125531623437318,-0.09202638082728853,-0.07900099125404303,0.009194061771903463,0.13151990451621084,0.20551367194942843,-0.21933118110371835,0.015284711902947912,0.18171717850350913,0.30323121059683095,-0.2807369279797437,0.03597060433142527,-0.1484104991453487,0.62
R-RANDOM,7373,3,1,,,,,,,,,,,,,,,,
R-RANDOM,7373,4,0,10.273325258099367,-0.006532468278207304,0.0528810733890559,-0.0982101166491205,-0.110904556630393,0.03088975671063851,0.1428154523023663,0.2854186560093174,-0.18116870133121246,0.11051511927372275,0.22029419648998627,0.5063766288320426,-0.20068550230440155,-0.05763404588466685,-0.037422224988845815,0.43
R-RANDOM,7474,0,0,11.898884642001628,0.024393172938376395,-0.01741984965769028,-0.10104690063739596,-0.10495775911598493,-0.007027309976233287,0.0613570687477918,0.09250530680894771,-0.09770001080662646,0.005106642216901367,0.08960703636036357,0.13468834565756085,-0.12784439977885764,-0.022526491874591645,0.03142048291460968,0.43
R-RANDOM,7474,1,0,10.836292274831901,0.6877492565454411,0.06911930950145084,0.022800601829814582,0.08047618055233308,0.029887787135712073,0.2085907052776363,0.4136805520439656,-0.21902082189713248,0.09477099791576389,0.3371864944779344,0.7692424091901735,-0.34843858391093985,-0.025651688414313048,0.657861469409729,0.62
R-RANDOM,7474,2,0,11.401919920921449,0.11022422737699422,0.09836213680081407,0.08499172086779083,-0.08323546711476304,0.05714916491618215,0.16018886631963852,0.3523312833117533,-0.153836398927107,0.1353308588506898,0.2514084865826269,0.6194004597430692,-0.17488325376528469,-0.036968722049875724,0.05307506246081207,0.5
R-RANDOM,7474,3,0,10.187533276221783,-0.40454054598321143,-0.5334546144681287,-0.05486426707640035,-0.09935812826964074,-0.06249216966518512,0.11016803566859586,0.09966875394342113,-0.22258832111132837,-0.12867063387486782,0.1403801284394542,0.05452279196165962,-0.3768114980913445,-0.4047839805932609,-0.3420483763180263,0.0
R-RANDOM,7474,4,0,12.24008468569649,-0.3229186335828622,-0.32597949002724746,0.1770913657919504,0.07296703858460596,-0.0020153958132306826,0.11314481783736889,0.196692866551592,-0.16157203910728368,0.00958982474765003,0.1510442840232121,0.25847781664964575,-0.2623834594654009,-0.3355693147748975,-0.32090323776963153,0.01
R-RANDOM,7575,0,0,10.86618505688103,-0.022606712464064316,-0.015179881411835794,0.2676863498901252,0.08291972581282181,0.04947151043337875,0.13312681275129826,0.29675663627315735,-0.12225579864405,0.1003510045262093,0.17565428480661138,0.43314633838488303,-0.09865092241734823,-0.1155308859380451,-0.07207822289744306,0.26
R-RANDOM,7575,1,0,12.394695454629968,-2.2441742166306895,-2.2836309011551332,-0.12374044840351317,-0.1684696160860799,-0.20194768847339412,0.2715916208427475,0.20815525672848645,-0.6806398755684825,-0.34853320561327367,0.36073051428441466,0.19327143594598525,-1.0599200272087694,-1.9350976955418595,-2.0422265281572956,0.0
R-RANDOM,7575,2,1,,,,,,,,,,,,,,,,
R-RANDOM,7575,3,1,,,,,,,,,,,,,,,,
R-RANDOM,7575,4,0,10.894434493935625,-0.2536313376606696,-0.20704530681813083,0.34149277218589624,0.10304188149236992,0.014557133019402535,0.3992596984756278,0.6751114162849394,-0.33625686813891004,0.002105556739406094,0.38537539556746037,0.7963669137044173,-0.48088596974660913,-0.20915086355753693,-0.2681884706800721,0.36
N-MATCHED,7171,0,0,11.214716992507102,0.1864284011231625,0.26323722609816436,-0.04933974649042838,-0.004373705995256216,0.05167946623664342,0.15408159101666175,0.353691546562148,-0.17071252976345203,0.048750209397034325,0.2131477024260023,0.3829163119907023,-0.23930898801882156,0.21448701670113002,0.13474893488651907,0.87
N-MATCHED,7171,1,0,10.849228830316083,-0.23504219332965803,-0.07675380780445629,-0.027121215974258206,0.09153174445173384,-0.010234365802573767,0.18452236492857266,0.3280873091714427,-0.25859092495086317,0.04061971246238604,0.2118927529660545,0.3930781493969972,-0.2545608727919565,-0.11737352026684233,-0.22480782752708428,0.29
N-MATCHED,7171,2,0,11.7933843936818,-0.3974458083917405,-0.2218830948635233,0.002408606553789383,-0.023172116345861582,0.042465051060650544,0.16423018133344444,0.3314556638976991,-0.19125468554244565,0.03475116401620797,0.23413974701049203,0.3681202171064477,-0.31684375730245995,-0.2566342588797313,-0.43991085945239106,0.13
N-MATCHED,7171,3,1,,,,,,,,,,,,,,,,
N-MATCHED,7171,4,0,12.059299803248875,0.051447699401832026,-0.24913595681257306,0.28492901183779473,0.10460884367949852,-0.04689497646903584,0.18645641654948367,0.298332253677507,-0.3159656383200791,0.0026010911777979828,0.3414355891898759,0.5837347131243961,-0.4278823011427312,-0.25173704799037105,0.09834267587086787,0.23
N-MATCHED,7272,0,0,12.3339288782017,-0.10649718880925718,-0.07771151209582783,0.20917808085268064,0.15776950806903933,0.0014867109216898022,0.10036644614518843,0.16209598561621036,-0.16000169209850137,-0.003674668005780539,0.14272618436285547,0.2550358529075044,-0.20121903036467453,-0.0740368440900473,-0.10798389973094698,0.29
N-MATCHED,7272,1,0,11.024893487328184,-0.49674161561188335,-0.3713556699000371,0.10087528604158535,0.19913460608493594,-0.004388332306376714,0.1510709669769348,0.23550320079534223,-0.2799182431422368,0.020626343786431675,0.19000596147854495,0.29595609771797887,-0.2690358238517988,-0.3919820136864688,-0.49235328330550665,0.02
N-MATCHED,7272,2,0,10.873837117829924,0.06925665730092234,0.03891932600727799,-0.08987800693832249,-0.030738388609936607,0.003294695033489603,0.0717676444884894,0.13081737614889954,-0.11096263468260643,-0.01704266745092271,0.10357287992852927,0.1332791083580481,-0.19208949661875724,0.0559619934582007,0.06596196226743274,0.7
N-MATCHED,7272,3,1,,,,,,,,,,,,,,,,
N-MATCHED,7272,4,0,11.42943307574945,-0.29690335437849313,-0.24371357832473528,0.044659109754555004,-0.20984797403207445,0.0511526680430698,0.2516154115228575,0.474259713059065,-0.258361667777469,0.008006645201251512,0.35729932744894416,0.6092691631217616,-0.43138532020359516,-0.2517202235259868,-0.3480560224215629,0.22
N-MATCHED,7373,0,0,11.321241160679133,-0.3693547325930986,-0.3905697344572907,-0.09075977520255307,0.06509858293095228,0.0453413348382665,0.25065931983563083,0.49299703344172585,-0.2565918243936231,0.08545861681530946,0.3641794406601122,0.712923693472895,-0.4365978513378268,-0.4760283512726002,-0.4146960674313651,0.07
N-MATCHED,7373,1,0,11.373476436126847,-0.36801536338784224,-0.42320898389435335,-0.01555612080985469,0.016098055816964774,0.07241194237627326,0.2044599051240937,0.41129152640141686,-0.18104020285115324,0.10256295647581014,0.3376458001561448,0.748901377844824,-0.28535000970458363,-0.5257719403701635,-0.4404273057641155,0.0
N-MATCHED,7373,2,0,12.13006515929157,-0.00104072379909681,-0.26243891532621966,0.0015309217637362593,-0.039883929971349374,-0.01654898214369041,0.11124883176399303,0.1699370024720462,-0.21973160613499526,-0.027822778924648118,0.1684140885056912,0.24239566611770186,-0.2291605222588444,-0.23461613640157153,0.0155082583445936,0.05
N-MATCHED,7373,3,1,,,,,,,,,,,,,,,,
N-MATCHED,7373,4,0,10.502481197915829,0.06876624249082575,0.24773775827837063,-0.04595064339184596,0.2737884558890187,0.017214545114413636,0.1910275171561454,0.36702738800978435,-0.26961166704062034,0.09477342857595421,0.2941040572003469,0.571116141103053,-0.3492802947411562,0.1529643297024164,0.05155169737641211,0.73
N-MATCHED,7474,0,0,11.758709722126838,0.049538953321762946,0.08762818962409291,-0.015846881009105473,0.07475113208874973,0.004114826779429262,0.07879106363504425,0.16724234477305133,-0.11480710435221572,0.0436971284133403,0.1206979015030118,0.2590739161931368,-0.13114969738577667,0.04393106121075261,0.04542412654233369,0.71
N-MATCHED,7474,1,0,11.011873408103863,-0.3350281614463455,-0.3785420668114874,-0.15281032514172566,0.011314473980522877,0.06650060935467071,0.3074481063432629,0.7008010628239534,-0.31580533010126405,0.11687027322593418,0.4840141510791672,1.1426929083723036,-0.3709262719000274,-0.4954123400374216,-0.40152877080101623,0.04
N-MATCHED,7474,2,0,11.397395332117265,-0.011225466511151083,0.0927961776843702,0.119987168977719,0.056144975774737205,0.047203400378272295,0.1151603293625169,0.2315104164273049,-0.11792717367069602,0.10159051939793029,0.200709173296441,0.5172000738210277,-0.13285614310350766,-0.008794341713560083,-0.05842886688942338,0.53
N-MATCHED,7474,3,0,10.369008032468427,-0.05936869906902231,-0.1518265617260326,-0.1606257876852517,-0.07473788804205128,-0.09186076595269595,0.10454204385685437,0.05273194484280096,-0.24410877337833625,-0.18329499728031245,0.1273248174718529,0.006734517186817114,-0.38681719235058526,0.03146843555427986,0.032492066883673634,0.61
N-MATCHED,7474,4,0,12.109155216264906,-0.08870090310512779,-0.027863603864027198,-0.01979947567543583,0.016413559439389047,0.0038449535235418253,0.11804704924450055,0.2077684431615293,-0.1556413777993768,0.031418129595166475,0.15673430850337125,0.2754175852447241,-0.21342844082156026,-0.05928173345919367,-0.09254585662866961,0.34
N-MATCHED,7575,0,1,,,,,,,,,,,,,,,,
N-MATCHED,7575,1,1,,,,,,,,,,,,,,,,
N-MATCHED,7575,2,1,,,,,,,,,,,,,,,,
N-MATCHED,7575,3,0,12.602650270873909,-0.08612884257407494,0.11777164162614717,0.058472009418281345,-0.01896601889041527,0.05448811472695734,0.12293280603027473,0.25756400820805286,-0.15809068274076665,0.09333866058441675,0.16364792123999222,0.34636816034487594,-0.16639756096508176,0.024432981041730417,-0.14061695730103227,0.56
N-MATCHED,7575,4,0,10.928272072506205,0.07026461609388512,-0.6600104635879411,-0.07905845301819703,-0.25311946233971305,-0.008677334539006605,0.3436354573529595,0.4839583159939237,-0.3927149762569905,-0.027668464267927,0.4119737940864277,0.8193295543105172,-0.5073529577917139,-0.6323419993200141,0.07894195063289172,0.0
N-CROSS,7171,0,0,11.114611137374064,0.3776562859902608,0.7921171933214577,-0.006714374409035884,-0.026803142711075978,0.057780130965038555,0.1842777586704483,0.4028017443883107,-0.18322857418625665,0.07154331380045614,0.2584621662645445,0.5275308439450339,-0.2357177710720289,0.7205738795210015,0.31987615502522226,0.98
N-CROSS,7171,1,0,10.750460652733924,0.07090705140288556,0.06690100466811977,0.13845127773283217,-0.00017633500527480805,-0.0047509440407708685,0.16047053865124566,0.2881391937951982,-0.25149891675161956,0.051036598060089686,0.19871664003642858,0.38803571408830473,-0.2346838324382535,0.015864406608030082,0.07565799544365642,0.58
N-CROSS,7171,2,0,11.66815094077202,-0.10625519844357889,0.8110613710420775,0.033863397686570096,0.09527520755416496,0.05428128983627035,0.15615954180360656,0.36673161191777637,-0.16248656568186864,0.06844390437825258,0.2352303950259838,0.4406151838278367,-0.305862330427102,0.742617466663825,-0.16053648827984923,0.99
N-CROSS,7171,3,0,10.503478747409531,0.17258500899162144,-0.04322488797754254,-0.25883122138212045,-0.19961772869276118,0.01657134579226888,0.17773520502615128,0.3927926317410115,-0.2132008183000295,0.05245194368801416,0.24950861422827578,0.5331805899916264,-0.2517893426700531,-0.0956768316655567,0.15601366319935256,0.42
N-CROSS,7171,4,0,12.167554879054931,0.008242822204531208,-0.2709862697207335,0.4866388243705977,0.652465213024989,-0.05563767936329014,0.21007929566194727,0.3159312955956686,-0.3387956767571552,-0.00013576712314431917,0.384588056887035,0.6581612950891524,-0.4711275632622196,-0.27085050259758914,0.06388050156782135,0.22
N-CROSS,7272,0,1,,,,,,,,,,,,,,,,
N-CROSS,7272,1,0,10.535724457461816,-0.21054868246232594,-0.1728841947151789,0.19592152632196047,0.4278714071363172,0.05826725416367406,0.17962619467559185,0.3961552862287936,-0.2171140950570032,0.12823747340471678,0.2773406558759914,0.6275819722480438,-0.2583749879578476,-0.3011216681198957,-0.268815936626,0.11
N-CROSS,7272,2,0,11.043498965632711,-0.03581903461501845,-0.26132714921353895,0.029087282301301087,0.07824293481033351,-0.01071643997958052,0.08265137422364206,0.13694898358662558,-0.1435899533677686,-0.05150365158714553,0.1228703062931879,0.1339241672069324,-0.26021929598986276,-0.2098234976263934,-0.02510259463543793,0.05
N-CROSS,7272,3,1,,,,,,,,,,,,,,,,
N-CROSS,7272,4,0,11.361464190919635,0.13587479024820048,-0.02026670598204028,-0.05559387656978387,0.020293327578034592,0.08003861934122489,0.27424489009442693,0.5745901230291489,-0.23960481013644408,0.06113502579349156,0.3925379063087539,0.7984274672482119,-0.3848210357517078,-0.08140173177553184,0.055836170906975596,0.48
N-CROSS,7373,0,0,11.487242267754636,-0.20539785672174382,-0.5175221490012998,0.06413642837874711,0.013529585638060837,0.038550810842345025,0.2711994329889911,0.48014154412986204,-0.29543944406780237,0.06812436282228189,0.4001803598320353,0.848702755061748,-0.49869588681665605,-0.5856465118235816,-0.24394866756408884,0.04
N-CROSS,7373,1,0,11.132357126413469,-0.021656318080326642,0.0037672156768593368,0.01598737217744528,-0.04333544028445857,0.08847780073585369,0.20484762641083562,0.47685234701693474,-0.16201564110256356,0.13606275464199524,0.30065671758665324,0.7569331906632429,-0.2094675643012039,-0.1322955389651359,-0.11013411881618033,0.36
N-CROSS,7373,2,0,12.063783139423991,0.19800311578063123,-0.1068584685419065,0.04740351482090688,0.08004153989773144,-0.0029609578453439057,0.10257317024471198,0.15425154822198867,-0.18109270689202922,-0.0027282110648330794,0.15610360373093485,0.30647873296046046,-0.21714824616019682,-0.10413025747707343,0.20096407362597513,0.23
N-CROSS,7373,3,0,11.180474805155217,0.18580413185676292,0.18070183908527326,0.03501230734032745,-0.01846181560716076,0.03521009557894352,0.10711663418871653,0.2752877128484031,-0.10594883139887204,0.08094476296137046,0.12416158253641406,0.2732757074937616,-0.0896743412537286,0.0997570761239028,0.1505940362778194,0.78
N-CROSS,7373,4,0,10.396007180059565,0.040552314243480936,0.29431244323331285,0.09612203296731714,0.18738443933738758,0.019143108694394825,0.17988706262608525,0.3408886546846293,-0.2599524197649784,0.09872776849795759,0.25326322264035334,0.5099094601903437,-0.32424652173520874,0.19558467473535526,0.02140920554908611,0.78
N-CROSS,7474,0,0,11.684010034960545,0.01028210816791919,0.182964784248691,0.02266608664798575,0.033640893354981216,0.011657993488109267,0.07371788363756496,0.16450760508983062,-0.09220193609860727,0.0582585232392184,0.09758826923329274,0.24074469101968782,-0.06594903725317139,0.1247062610094726,-0.0013758853201900761,0.88
N-CROSS,7474,1,0,10.999691677897271,-0.06434664393413847,0.9384649147270672,-0.1344931879582738,-0.23981508567736576,0.026755479358368407,0.26536866833352785,0.5859630150773965,-0.3173961208431943,0.08253873595096188,0.417130238723388,0.8199647269436279,-0.41931153392846987,0.8559261787761053,-0.09110212329250687,0.95
N-CROSS,7474,2,0,11.386651248970907,0.36694995155150956,0.23771797809480866,-0.0374270812379347,0.0039482884385222405,0.04949672535624353,0.11062515372751662,0.25672852755433373,-0.10599224108656502,0.0946655217563371,0.16568256573871878,0.38281621567496393,-0.10162250195625688,0.14305245633847155,0.317453226195266,0.84
N-CROSS,7474,3,0,10.200429928987056,-0.035744936644389824,-0.18884823392067496,-0.07810933423009025,-0.0006807932774002268,-0.08101170860360477,0.0887967287677844,0.04768032939134029,-0.2194097087465119,-0.15500744656690096,0.10663151069233302,0.015813001446931076,-0.3367700510505,-0.03384078735377399,0.04526677195921494,0.37
N-CROSS,7474,4,0,12.044229834906755,0.05963504753908566,0.18178220503464182,-0.1274032326717549,-0.036661631441807785,0.014401869090651278,0.1156379048015221,0.22041716658034324,-0.11580926073142797,0.049310244599669505,0.14312842437245074,0.2770784658604032,-0.16837221645452657,0.1324719604349723,0.045233178448434386,0.81
N-CROSS,7575,0,0,10.981038058227885,0.1760233996765237,-0.03293507052068634,0.04049201535044489,-0.04129324948127966,0.0377520354366745,0.08977879401695976,0.1752205657389199,-0.1021901532777571,0.07611747739090413,0.1251098281533663,0.28420726414050196,-0.09559415318895716,-0.10905254791159047,0.1382713642398492,0.19
N-CROSS,7575,1,0,10.290673874051514,0.05066412579798474,-0.017955553116754785,-0.10646812591757993,-0.12481007874203165,-0.06358789941015573,0.07754866560855182,0.06842310809070867,-0.19549274557827606,-0.10972139230073628,0.10205155724907451,0.055806257766539066,-0.2768240806519048,0.0917658391839815,0.11425202520814047,0.84
N-CROSS,7575,2,0,11.727937049675695,-0.015063854183862802,-0.020383211212260832,-0.005313402626413222,-0.01130505438607976,-0.00959684418743855,0.0479486278417911,0.07173125539266721,-0.08870988963994035,-0.006796417863094657,0.07628656340742046,0.13585818371556815,-0.1089808880498917,-0.013586793349166175,-0.005467009996424252,0.45
N-CROSS,7575,3,1,,,,,,,,,,,,,,,,
N-CROSS,7575,4,0,10.941982621760843,-0.26599364897256983,-0.17118861505077376,-0.20696936407682287,-0.20583465477057317,-0.00900694859232603,0.25440045603538547,0.4421226260724174,-0.3172558496192567,-0.025249259061514165,0.37828586321549135,0.7274490227850258,-0.4730068707411901,-0.1459393559892596,-0.2569867003802438,0.4
N-SHUFFLED,7171,0,1,,,,,,,,,,,,,,,,
N-SHUFFLED,7171,1,0,10.873074530625953,-0.14578018032774231,-0.17144617085318536,-0.16107726959098478,-0.13739896476265123,-0.01801378724999603,0.15336952757057673,0.2631328380171288,-0.25447563944956625,0.020167310934190698,0.18705751091288725,0.30268082514450884,-0.2690432014573676,-0.19161348178737606,-0.1277663930777463,0.14
N-SHUFFLED,7171,2,0,11.461001438624292,0.24208140246789078,0.2923739408669199,0.03671406532688515,0.0986912987002011,0.056849588011601726,0.08656133380586671,0.20394210875212537,-0.055777353775909595,0.08949276664926757,0.11561824356742632,0.3058093897053374,-0.07593186727588072,0.20288117421765234,0.18523181445628906,0.94
N-SHUFFLED,7171,3,0,10.439332926325523,-0.15914853736878065,-0.03282951415617852,-0.04165068151532836,-0.02409559736177158,0.023240508487618907,0.1773813328950031,0.388065620883976,-0.1977756378577001,0.0661337255558649,0.25096863501391425,0.5446311196809351,-0.25747327051525143,-0.09896323971204342,-0.18238904585639956,0.39
N-SHUFFLED,7171,4,0,12.073297068533634,0.02324221709290697,-0.12376943608131974,0.2115831544771094,-0.0031330756948282357,-0.04860312418624794,0.19452249687994488,0.2967346170544536,-0.31609716162988793,0.0064730692112947175,0.36009908976361643,0.611826299792922,-0.43195282392477524,-0.13024250529261447,0.0718453412791549,0.42
N-SHUFFLED,7272,0,0,12.223190559935615,0.08458238472514346,0.0010940829681800324,-0.0021158925319664235,-0.06388520314912505,0.015969389830504374,0.08949203642448042,0.164718724818714,-0.12052447012115097,0.020479410783214094,0.12085642485162701,0.23036249251800878,-0.14862549375140066,-0.019385327815034062,0.06861299489463908,0.48
N-SHUFFLED,7272,1,0,10.589117896226018,-0.257194800725971,-0.1434997233512494,0.08428667916515131,0.3208298948448096,0.040588106854832766,0.1446033418980457,0.29055127665720576,-0.16306899096603492,0.123780459043416,0.22313461963848005,0.5753249375964306,-0.1784020477162101,-0.2672801823946654,-0.2977829075808038,0.09
N-SHUFFLED,7272,2,1,,,,,,,,,,,,,,,,
N-SHUFFLED,7272,3,0,11.641167182021759,-0.04000375811342316,-0.44207798957513766,0.040391791300598,0.02706238375832548,0.004692024623291377,0.16794107836624042,0.2312495152474401,-0.27142667943377097,-0.010199205582876817,0.24871992752851738,0.34911085587970386,-0.41077793492054004,-0.4318787839922609,-0.04469578273671454,0.03
N-SHUFFLED,7272,4,0,10.968129470575784,0.16277567299687412,-0.20320859831935856,0.1281067927397288,0.25795470709119606,0.04032139762465553,0.12274335613836104,0.2018074916970243,-0.1090876360728629,0.04144096702738032,0.17539682741088275,0.3664636348069081,-0.22793727630052185,-0.24464956534673887,0.12245427537221859,0.07
N-SHUFFLED,7373,0,1,,,,,,,,,,,,,,,,
N-SHUFFLED,7373,1,1,,,,,,,,,,,,,,,,
N-SHUFFLED,7373,2,0,12.126116882750946,-0.2964213465810275,-0.4385069985114729,0.05401942511437774,0.07585974943892104,-0.00877118809911666,0.14730039378793364,0.19078546072879568,-0.2698824440896551,0.0033759402858957975,0.17431061390923963,0.25984588136983117,-0.24741251646316903,-0.4418829387973687,-0.28765015848191083,0.02
N-SHUFFLED,7373,3,0,11.27062384762265,-0.0898645376142646,0.15066229111529061,-0.07200841154616988,-0.1440481759633201,0.04123428007114672,0.13560617720941495,0.27481744443018286,-0.1369835918876312,0.08808045560594474,0.16207342831271684,0.3563843191949679,-0.12140300150904552,0.06258183550934587,-0.13109881768541132,0.67
N-SHUFFLED,7373,4,0,10.3350752686945,-0.07040480533025395,-0.06004204395923729,-0.0074221886136403015,-0.08427561651070192,0.013538373134335497,0.09731028068440845,0.15798870674669233,-0.156278484135618,0.06714451562227768,0.1267151580869297,0.22195812631640083,-0.1504398104377266,-0.12718655958151498,-0.08394317846458944,0.18
N-SHUFFLED,7474,0,0,11.980378287350286,0.028540084578207114,-0.19944324445578587,-0.0054300565699598735,-0.07499925773690386,0.011864078826025217,0.08267930017292033,0.15139088626460281,-0.11843129642283694,0.038963264419778626,0.12249065528639227,0.26762726326784214,-0.12397948985382419,-0.2384065088755645,0.016676005752181897,0.01
N-SHUFFLED,7474,1,1,,,,,,,,,,,,,,,,
N-SHUFFLED,7474,2,0,11.516597133649134,0.09950783073350067,0.07158028743964984,0.13978605257526944,0.387912738113835,0.04023591063699458,0.11907215951201303,0.265403145498383,-0.11256884375932082,0.090509298003327,0.18136170827361986,0.42442863499733646,-0.1289964187660905,-0.018929010563677157,0.05927192009650609,0.51
N-SHUFFLED,7474,3,0,10.27693920143903,-0.12125003372217691,-0.3390827775241281,-0.028865978238188816,-0.057714765704529825,-0.08910748850122754,0.09186447356115383,0.05294007914083342,-0.23494445215242746,-0.17286203337147532,0.11222648301498737,0.010497215280429538,-0.3542026535433821,-0.16622074415265276,-0.032142545220949365,0.08
N-SHUFFLED,7474,4,0,12.08334716900614,-0.05782512415317953,0.16113909969215,0.007983199628011306,-0.055295932171143036,0.007135638109545432,0.09717554235496689,0.16178798855517207,-0.14044069097044964,0.03830372962747152,0.12987327517036812,0.26766097602124184,-0.15572951357382783,0.12283537006467848,-0.06496076226272496,0.79
N-SHUFFLED,7575,0,1,,,,,,,,,,,,,,,,
N-SHUFFLED,7575,1,0,10.300708545534079,-0.12919305637933043,-0.17561181156437478,0.07365942599161279,-0.09451805171760164,-0.06464069869823529,0.07656937787255125,0.06689112399695629,-0.18682478673651753,-0.10921009243291088,0.10328656931133322,0.05351736861482612,-0.2767712000779722,-0.0664017191314639,-0.06455235768109514,0.26
N-SHUFFLED,7575,2,0,11.68582989818907,0.03861507872616343,0.028116706851418982,0.0619064138598624,0.021429061555188866,0.0031814118047422645,0.04730269501900182,0.07564498047496943,-0.0787807116030069,0.014584780602801183,0.06585192341964502,0.1374754355957293,-0.08650208792566705,0.0135319262486178,0.035433666921421164,0.63
N-SHUFFLED,7575,3,0,12.682637934121692,-0.12699155102941617,-0.10118689199149777,-0.01089540720354698,0.001956771881744146,0.03732684077859549,0.07576568762943832,0.16609816237460748,-0.08758576733589614,0.06813529763709099,0.10373456219327014,0.23285782181793227,-0.11734995513427045,-0.16932218962858875,-0.16431839180801167,0.08
N-SHUFFLED,7575,4,1,,,,,,,,,,,,,,,,
N-RANDOM,7171,0,0,11.214020620898948,0.10531318662295419,0.08217473685426491,-0.0516769875697527,0.00973228612589594,0.056749523778856954,0.17483310219187356,0.3702053955788949,-0.17135118407524025,0.07108517273936725,0.23811073836697605,0.4787128427423606,-0.23124075057174523,0.011089564114897657,0.04856366284409724,0.6
N-RANDOM,7171,1,0,10.739366376812532,0.008625743619901982,0.1618470222651638,-0.028955001975933925,0.03210901736920846,0.011744651753712407,0.11886162699059093,0.24514841894584025,-0.159274773680123,0.07458464082816806,0.1524899332797028,0.2818623627907754,-0.13771588312979732,0.08726238143699573,-0.0031189081338104246,0.72
N-RANDOM,7171,2,0,11.749275862167073,0.3077449785811037,0.3640559424006753,0.04676467610952528,0.013736890307338712,0.08662819389206894,0.17217483537950348,0.3680919329172038,-0.11602859044976056,0.11132942341009436,0.20710165935208621,0.5398864938175387,-0.16319152053689806,0.25272651899058096,0.22111678468903478,0.88
N-RANDOM,7171,3,0,10.54360414722973,-0.2603067995338453,-0.5134362640409567,0.3554063977704818,0.40345663513500973,0.020387231809460518,0.2034573276282865,0.44912605163761343,-0.23073409531286976,0.06223169706570076,0.26999659974639467,0.5695670353592721,-0.24915115362508314,-0.5756679611066574,-0.2806940313433058,0.0
N-RANDOM,7171,4,0,12.032267121772485,-0.01933650228395578,0.012853120971612952,-0.12921971720183834,-0.19409040259036558,-0.030375475563506685,0.17264463717833498,0.270544340807197,-0.26837262541126755,0.05242913811771532,0.3185722441961806,0.6274150109295348,-0.3657261297794207,-0.039576017146102364,0.011038973279550904,0.5
N-RANDOM,7272,0,0,12.328141929635686,-0.06083617811130715,-0.17534659687216347,0.014965142472552984,-0.10847078816918199,0.00299611420803922,0.0964659138832265,0.15859193225901594,-0.14168134742872124,-0.004120244429990994,0.13447930507478614,0.22548977800212477,-0.17462946544063324,-0.1712263524421725,-0.06383229231934637,0.05
N-RANDOM,7272,1,0,10.63718363687563,0.027204570263117844,-0.06823233106402071,0.18038522095823595,0.08542003226657435,0.04059053826447208,0.1433723453605827,0.2968845371553212,-0.1801731361128999,0.09602923366311321,0.21341428783612393,0.4205696882768083,-0.192532264040216,-0.16426156472713394,-0.013385968001354234,0.22
N-RANDOM,7272,2,0,11.04537229332336,-0.12523216077854293,-0.30877337211203937,0.05534752702178203,0.0527504737840907,-0.010373253383412172,0.08540217588697575,0.14128142889537407,-0.14984288764153497,-0.051870262092514066,0.12571637659978366,0.137914503003667,-0.2662388734500297,-0.2569031100195253,-0.11485890739513076,0.03
N-RANDOM,7272,3,0,11.030806318206354,0.0032360165444274003,0.12875929096703942,0.03767129022115512,0.038693040254385025,0.018530650209546272,0.06859482105519558,0.13575960106430904,-0.07458007753401494,0.05523384267687039,0.09058489109933673,0.21468995162913806,-0.08965598781932664,0.07352544829016902,-0.015294633665118872,0.82
N-RANDOM,7272,4,0,10.897650899412923,-0.04362536860904953,0.14232613775020297,0.01393518837035046,0.02168410500424578,0.07427124984993876,0.16761260414649778,0.32783358858731526,-0.09949792350100742,0.07816735383320905,0.2345888805351375,0.46256542456148,-0.3017816095598735,0.06415878391699392,-0.11789661845898829,0.63
N-RANDOM,7373,0,0,11.487299994525552,0.193357575031035,-0.5682985296189873,-0.08021797747300674,0.18396968516716328,0.023438937617772205,0.24596512897607742,0.4878462480375857,-0.3049959230628384,0.06797133190389854,0.38295965430650114,0.6298954603540038,-0.47790962630368516,-0.6362698615228859,0.1699186374132628,0.01
N-RANDOM,7373,1,0,11.116989415164275,-0.06257520058297494,-0.1456507081132834,0.16317911413770503,-0.06965188172223691,0.10111957269114505,0.23688762676271044,0.5789392558234786,-0.1587642829893851,0.17658202600283546,0.38223132273207927,0.8761638199901965,-0.22719778475439653,-0.32223273411611886,-0.16369477327412,0.16
N-RANDOM,7373,2,0,12.007774790831487,0.03775818608360737,0.055527056962494825,-0.059461691773185166,-0.08730945316822059,0.00978140032621873,0.1132344639602294,0.19417549223091718,-0.17822789910327064,0.014857721502739469,0.15755673058772435,0.26438234612838446,-0.23665092388744755,0.04066933545975536,0.027976785757388642,0.66
N-RANDOM,7373,3,1,,,,,,,,,,,,,,,,
N-RANDOM,7373,4,0,10.241898567835554,0.03828430236169744,0.07361660987250929,-0.0975255330831537,-0.21594630562420036,0.029129787040474964,0.13276167885342088,0.293584362161737,-0.17198582441259863,0.10594335764854959,0.20533526525961573,0.47835873383998995,-0.17306778724129268,-0.032326747776040304,0.009154515321222478,0.45
N-RANDOM,7474,0,1,,,,,,,,,,,,,,,,
