seed,fold,model,modality,family,size,inner_r,inner_rmse,inner_mae,inner_lambda,selected,n_edges
7373,4,R-MATCHED/N-MATCHED,sc,direct_topk,1200,-0.013191559961960864,12.49579547295219,10.252332188897476,1000.0,0,1200
7373,4,R-MATCHED/N-MATCHED,sc,roi_incident,5,0.024621563668134533,14.03164514890556,11.366787463355747,100.0,1,565
7373,4,R-MATCHED/N-MATCHED,sc,roi_incident,10,-0.035224789086006465,12.523520118363441,10.213786661449474,1000.0,0,1105
7373,4,R-MATCHED/N-MATCHED,sc,roi_incident,15,-0.03422395606795588,12.569611419316464,10.169663733127726,1000.0,0,1620
7474,0,R-MATCHED/N-MATCHED,fc,direct_topk,100,0.1714624211217218,11.366755886030116,9.229790127898593,100.0,0,100
7474,0,R-MATCHED/N-MATCHED,fc,direct_topk,300,0.24020042774932687,11.354617649600849,9.20110152840134,100.0,0,300
7474,0,R-MATCHED/N-MATCHED,fc,direct_topk,600,0.20565680302845984,11.17597760820697,9.080018259297328,1000.0,0,600
7474,0,R-MATCHED/N-MATCHED,fc,direct_topk,1200,0.2200063374328143,11.24308341607466,9.097189918601918,1000.0,0,1200
7474,0,R-MATCHED/N-MATCHED,fc,roi_incident,5,0.17986071133318163,11.974132857669206,9.726820960612606,100.0,0,565
7474,0,R-MATCHED/N-MATCHED,fc,roi_incident,10,0.2567095519425422,11.06015649503308,9.000048856492421,1000.0,0,1105
7474,0,R-MATCHED/N-MATCHED,fc,roi_incident,15,0.2708832010448965,11.063956109741572,9.04828997885687,1000.0,1,1620
7474,0,R-MATCHED/N-MATCHED,sc,direct_topk,100,0.0011319855437761928,11.499430892221401,9.397686469819233,1000.0,0,100
7474,0,R-MATCHED/N-MATCHED,sc,direct_topk,300,0.07000499417223577,11.474482398805684,9.377589649332835,1000.0,0,300
7474,0,R-MATCHED/N-MATCHED,sc,direct_topk,600,0.06075254526661795,11.642872895573587,9.53474756752554,1000.0,0,600
7474,0,R-MATCHED/N-MATCHED,sc,direct_topk,1200,0.08828088542956956,11.704621849227012,9.568674137070689,1000.0,1,1200
7474,0,R-MATCHED/N-MATCHED,sc,roi_incident,5,0.08656283884849225,11.601893446194861,9.36852131575237,1000.0,0,565
7474,0,R-MATCHED/N-MATCHED,sc,roi_incident,10,0.0664799603095953,11.803551633437877,9.542084551272959,1000.0,0,1105
7474,0,R-MATCHED/N-MATCHED,sc,roi_incident,15,0.05769499148086193,11.904400291006093,9.652009324328716,1000.0,0,1620
7474,1,R-MATCHED/N-MATCHED,fc,direct_topk,100,0.10970017278354122,11.471634288566808,9.190688617404843,1000.0,0,100
7474,1,R-MATCHED/N-MATCHED,fc,direct_topk,300,0.09986026323715369,11.57464722153643,9.316939149445227,1000.0,0,300
7474,1,R-MATCHED/N-MATCHED,fc,direct_topk,600,0.10452861778165068,11.69290134239002,9.412847225544946,1000.0,0,600
7474,1,R-MATCHED/N-MATCHED,fc,direct_topk,1200,0.12128958064071635,11.808546004469022,9.511471252573212,1000.0,0,1200
7474,1,R-MATCHED/N-MATCHED,fc,roi_incident,5,0.10965643311993334,12.526789680831685,10.113894351342529,100.0,0,565
7474,1,R-MATCHED/N-MATCHED,fc,roi_incident,10,0.10762186321209447,11.813037296164694,9.560078582641015,1000.0,0,1105
7474,1,R-MATCHED/N-MATCHED,fc,roi_incident,15,0.12152120493445029,11.855153113961643,9.582748933018024,1000.0,1,1620
7474,1,R-MATCHED/N-MATCHED,sc,direct_topk,100,0.05782881272737743,12.354173556762959,9.687036288921167,100.0,0,100
7474,1,R-MATCHED/N-MATCHED,sc,direct_topk,300,0.06431056344367268,13.054397232703726,10.089973169590541,100.0,0,300
7474,1,R-MATCHED/N-MATCHED,sc,direct_topk,600,0.05812997245463022,11.813826455349238,9.49408534539036,1000.0,0,600
7474,1,R-MATCHED/N-MATCHED,sc,direct_topk,1200,0.06977920479740281,11.953675537896254,9.666523901798058,1000.0,1,1200
7474,1,R-MATCHED/N-MATCHED,sc,roi_incident,5,0.05173337980536047,17.964505762489413,14.614954136255301,10.0,0,565
7474,1,R-MATCHED/N-MATCHED,sc,roi_incident,10,0.008654979533498041,12.195013777373747,9.708957891279352,1000.0,0,1105
7474,1,R-MATCHED/N-MATCHED,sc,roi_incident,15,0.042943964900163764,12.117539185450198,9.686108748995622,1000.0,0,1620
7474,2,R-MATCHED/N-MATCHED,fc,direct_topk,100,0.13290491794486675,11.275958457538975,9.131735537895995,1000.0,0,100
7474,2,R-MATCHED/N-MATCHED,fc,direct_topk,300,0.17980395115430872,11.20073892897404,9.033799362534399,1000.0,0,300
7474,2,R-MATCHED/N-MATCHED,fc,direct_topk,600,0.1940767776890422,11.208558881536678,9.012881367730062,1000.0,0,600
7474,2,R-MATCHED/N-MATCHED,fc,direct_topk,1200,0.21187091126753374,11.263044688105504,8.959472237411873,1000.0,1,1200
7474,2,R-MATCHED/N-MATCHED,fc,roi_incident,5,0.16302168654453936,11.265661519832864,9.028027916682246,1000.0,0,565
7474,2,R-MATCHED/N-MATCHED,fc,roi_incident,10,0.2083782383840142,11.247823938975214,9.030096637878637,1000.0,0,1105
7474,2,R-MATCHED/N-MATCHED,fc,roi_incident,15,0.20818520810613025,11.338069945161072,9.074002132136895,1000.0,0,1620
7474,2,R-MATCHED/N-MATCHED,sc,direct_topk,100,0.15177383594222815,11.244246762094471,9.103751739763538,1000.0,1,100
7474,2,R-MATCHED/N-MATCHED,sc,direct_topk,300,0.08544844774926331,11.463814771098543,9.274602535187304,1000.0,0,300
7474,2,R-MATCHED/N-MATCHED,sc,direct_topk,600,0.08514446775974939,11.605209439031224,9.394910757027906,1000.0,0,600
7474,2,R-MATCHED/N-MATCHED,sc,direct_topk,1200,0.10537844828944759,11.669223399370445,9.442584287061603,1000.0,0,1200
7474,2,R-MATCHED/N-MATCHED,sc,roi_incident,5,0.11245048278097433,11.519956507456293,9.270311012857736,1000.0,0,565
7474,2,R-MATCHED/N-MATCHED,sc,roi_incident,10,0.06888076725195229,11.823772891304984,9.54143993396872,1000.0,0,1105
7474,2,R-MATCHED/N-MATCHED,sc,roi_incident,15,0.10454789781941551,11.728832837947104,9.442932282005108,1000.0,0,1620
7474,3,R-MATCHED/N-MATCHED,fc,direct_topk,100,0.18902129952122107,12.488705548805674,9.98978410935991,10.0,0,100
7474,3,R-MATCHED/N-MATCHED,fc,direct_topk,300,0.15441857082705882,12.494994262526575,10.04104455995683,100.0,0,300
7474,3,R-MATCHED/N-MATCHED,fc,direct_topk,600,0.19071920747832552,11.76434641636365,9.514243321107267,1000.0,0,600
7474,3,R-MATCHED/N-MATCHED,fc,direct_topk,1200,0.2324460045495311,11.703080462160184,9.386581990840622,1000.0,0,1200
7474,3,R-MATCHED/N-MATCHED,fc,roi_incident,5,0.21478132078548431,12.496309500304191,10.001711340700504,100.0,0,565
7474,3,R-MATCHED/N-MATCHED,fc,roi_incident,10,0.248482393641208,11.603493799902413,9.308565316766975,1000.0,0,1105
7474,3,R-MATCHED/N-MATCHED,fc,roi_incident,15,0.2727101176147589,11.546760336977368,9.235078923074262,1000.0,1,1620
7474,3,R-MATCHED/N-MATCHED,sc,direct_topk,100,0.09063259921498343,11.867504415727597,9.55159787456686,1000.0,0,100
7474,3,R-MATCHED/N-MATCHED,sc,direct_topk,300,0.061274778034867576,12.022356155832219,9.713208018608418,1000.0,0,300
7474,3,R-MATCHED/N-MATCHED,sc,direct_topk,600,0.052071818947741794,12.161802986707297,9.842838654738282,1000.0,0,600
7474,3,R-MATCHED/N-MATCHED,sc,direct_topk,1200,0.10935785262143953,12.172123651181728,9.867908109436492,1000.0,0,1200
7474,3,R-MATCHED/N-MATCHED,sc,roi_incident,5,0.076952486608321,12.091624344948384,9.674081346141282,1000.0,0,565
7474,3,R-MATCHED/N-MATCHED,sc,roi_incident,10,0.10379118295439266,12.139195385393412,9.76997473740207,1000.0,0,1105
7474,3,R-MATCHED/N-MATCHED,sc,roi_incident,15,0.13094652575731328,12.082893601523576,9.656194575839661,1000.0,1,1620
7474,4,R-MATCHED/N-MATCHED,fc,direct_topk,100,0.10167851464858749,11.161435911173655,9.068996666920699,1000.0,0,100
7474,4,R-MATCHED/N-MATCHED,fc,direct_topk,300,0.17653151736416256,11.032674501087511,8.891759782770654,1000.0,0,300
7474,4,R-MATCHED/N-MATCHED,fc,direct_topk,600,0.1988492927247667,11.023144626663386,8.924608078576265,1000.0,0,600
7474,4,R-MATCHED/N-MATCHED,fc,direct_topk,1200,0.21814380538637057,11.049521244492027,8.859688175859404,1000.0,0,1200
7474,4,R-MATCHED/N-MATCHED,fc,roi_incident,5,0.22480729661234203,11.522505419313966,9.450630853004695,100.0,0,565
7474,4,R-MATCHED/N-MATCHED,fc,roi_incident,10,0.2657810710057395,10.854291538507178,8.78154381517359,1000.0,1,1105
7474,4,R-MATCHED/N-MATCHED,fc,roi_incident,15,0.25217303687544784,10.969725259919592,8.909816541063357,1000.0,0,1620
7474,4,R-MATCHED/N-MATCHED,sc,direct_topk,100,0.03215489001139156,11.27532017235881,9.208945624310696,1000.0,0,100
7474,4,R-MATCHED/N-MATCHED,sc,direct_topk,300,0.035699286384279286,11.405362343933815,9.276303630850505,1000.0,0,300
7474,4,R-MATCHED/N-MATCHED,sc,direct_topk,600,0.03908061468464111,11.554402157620041,9.363226671297026,1000.0,0,600
7474,4,R-MATCHED/N-MATCHED,sc,direct_topk,1200,0.0828948023827074,11.619181040067895,9.476632616355605,1000.0,0,1200
7474,4,R-MATCHED/N-MATCHED,sc,roi_incident,5,0.12960907488096887,11.248549615093903,9.156974432697735,1000.0,1,565
7474,4,R-MATCHED/N-MATCHED,sc,roi_incident,10,0.061343980484591665,11.661073604378219,9.474378649550074,1000.0,0,1105
7474,4,R-MATCHED/N-MATCHED,sc,roi_incident,15,0.035761479657168194,11.812056731244203,9.556634335594296,1000.0,0,1620
7575,0,R-MATCHED/N-MATCHED,fc,direct_topk,100,0.1718136551563385,11.374025692657174,9.202590166527486,1000.0,0,100
7575,0,R-MATCHED/N-MATCHED,fc,direct_topk,300,0.17103450600240172,11.393081743147826,9.212020057386013,1000.0,0,300
7575,0,R-MATCHED/N-MATCHED,fc,direct_topk,600,0.1510091781661921,11.544994237673977,9.332305551610036,1000.0,0,600
7575,0,R-MATCHED/N-MATCHED,fc,direct_topk,1200,0.1651420108152738,11.656403570493048,9.48058765631151,1000.0,0,1200
7575,0,R-MATCHED/N-MATCHED,fc,roi_incident,5,0.1583423408078668,11.461822805818146,9.326329645779966,1000.0,0,565
7575,0,R-MATCHED/N-MATCHED,fc,roi_incident,10,0.21217289319372198,11.40965021762858,9.308455156692581,1000.0,1,1105
7575,0,R-MATCHED/N-MATCHED,fc,roi_incident,15,0.20059850324662698,11.54876130787987,9.419566629075362,1000.0,0,1620
7575,0,R-MATCHED/N-MATCHED,sc,direct_topk,100,0.02645785204906835,11.635808015546907,9.51041900798667,1000.0,0,100
7575,0,R-MATCHED/N-MATCHED,sc,direct_topk,300,0.05902275816223689,11.679809289117287,9.529367838385165,1000.0,0,300
7575,0,R-MATCHED/N-MATCHED,sc,direct_topk,600,0.10948886449261486,11.643485273149546,9.430097750784466,1000.0,0,600
7575,0,R-MATCHED/N-MATCHED,sc,direct_topk,1200,0.17744027330841705,11.534291625770033,9.319233658745366,1000.0,0,1200
7575,0,R-MATCHED/N-MATCHED,sc,roi_incident,5,0.1677407058321804,11.460129577992358,9.30828772086249,1000.0,0,565
7575,0,R-MATCHED/N-MATCHED,sc,roi_incident,10,0.18027197201195555,11.493610673126003,9.309557173145507,1000.0,1,1105
7575,0,R-MATCHED/N-MATCHED,sc,roi_incident,15,0.1525683678814579,11.694193188439687,9.422406133503948,1000.0,0,1620
7575,1,R-MATCHED/N-MATCHED,fc,direct_topk,100,0.12041639371544721,11.705986230662242,9.542720434302472,1000.0,0,100
7575,1,R-MATCHED/N-MATCHED,fc,direct_topk,300,0.1757571278111989,11.6192871436642,9.435547465206731,1000.0,0,300
7575,1,R-MATCHED/N-MATCHED,fc,direct_topk,600,0.16586918703052772,11.732050103025575,9.52747741586522,1000.0,0,600
7575,1,R-MATCHED/N-MATCHED,fc,direct_topk,1200,0.18393132349074826,11.789155592866146,9.52322137565316,1000.0,0,1200
7575,1,R-MATCHED/N-MATCHED,fc,roi_incident,5,0.1833017460552213,11.62081284712859,9.447716112654996,1000.0,0,565
7575,1,R-MATCHED/N-MATCHED,fc,roi_incident,10,0.23418274999515917,11.56930622531699,9.35938014342464,1000.0,1,1105
7575,1,R-MATCHED/N-MATCHED,fc,roi_incident,15,0.22183361812675906,11.708650703079234,9.424270856557014,1000.0,0,1620
7575,1,R-MATCHED/N-MATCHED,sc,direct_topk,100,0.029477487640247574,11.869477015145051,9.591798579409085,1000.0,0,100
7575,1,R-MATCHED/N-MATCHED,sc,direct_topk,300,0.0045998539156219855,12.052400512053765,9.774372322230025,1000.0,0,300
7575,1,R-MATCHED/N-MATCHED,sc,direct_topk,600,-0.015584667319226381,12.28671540055368,10.01099377513809,1000.0,0,600
7575,1,R-MATCHED/N-MATCHED,sc,direct_topk,1200,0.007105115126495911,12.444529994692001,10.214265790443443,1000.0,0,1200
7575,1,R-MATCHED/N-MATCHED,sc,roi_incident,5,0.03359125689897055,12.117147714361764,9.791993637386014,1000.0,1,565
7575,1,R-MATCHED/N-MATCHED,sc,roi_incident,10,-0.005782182688012907,12.479930332517707,10.083737173826094,1000.0,0,1105
7575,1,R-MATCHED/N-MATCHED,sc,roi_incident,15,-0.009678530394672598,12.584370549367701,10.153444939238671,1000.0,0,1620
7575,2,R-MATCHED/N-MATCHED,fc,direct_topk,100,0.12313458561243681,11.991848147118294,9.451396464755732,10.0,0,100
7575,2,R-MATCHED/N-MATCHED,fc,direct_topk,300,0.1744514796831158,11.165861275993954,8.97819781882202,1000.0,0,300
7575,2,R-MATCHED/N-MATCHED,fc,direct_topk,600,0.21703860135190978,11.09050509482982,8.879748660676977,1000.0,0,600
7575,2,R-MATCHED/N-MATCHED,fc,direct_topk,1200,0.2892460767423057,10.899219939597844,8.612927279141864,1000.0,1,1200
7575,2,R-MATCHED/N-MATCHED,fc,roi_incident,5,0.1859540372296873,11.15675218189199,8.9166823852511,1000.0,0,565
7575,2,R-MATCHED/N-MATCHED,fc,roi_incident,10,0.24054997220032473,11.073770806119022,8.825436058922001,1000.0,0,1105
7575,2,R-MATCHED/N-MATCHED,fc,roi_incident,15,0.22545649756839026,11.231442845139096,8.915507062264206,1000.0,0,1620
7575,2,R-MATCHED/N-MATCHED,sc,direct_topk,100,0.09957053297632457,11.776921502279585,9.561565664575337,100.0,0,100
7575,2,R-MATCHED/N-MATCHED,sc,direct_topk,300,0.18022118328589712,11.158030608826738,9.063948182329002,1000.0,0,300
7575,2,R-MATCHED/N-MATCHED,sc,direct_topk,600,0.11710902667734946,11.41712051037679,9.260644620321052,1000.0,0,600
7575,2,R-MATCHED/N-MATCHED,sc,direct_topk,1200,0.15317207625455678,11.41381996055823,9.254074386194826,1000.0,0,1200
7575,2,R-MATCHED/N-MATCHED,sc,roi_incident,5,0.17538117022942593,11.226738761464484,9.03418975507279,1000.0,0,565
7575,2,R-MATCHED/N-MATCHED,sc,roi_incident,10,0.19303176170470573,11.259293647558971,9.12171748931502,1000.0,1,1105
7575,2,R-MATCHED/N-MATCHED,sc,roi_incident,15,0.14573785656757848,11.521422729695361,9.287726804826011,1000.0,0,1620
7575,3,R-MATCHED/N-MATCHED,fc,direct_topk,100,0.17001812464280402,10.851697399015437,8.828380900484902,1000.0,0,100
7575,3,R-MATCHED/N-MATCHED,fc,direct_topk,300,0.17271457600537715,10.870408462665031,8.847456386306838,1000.0,0,300
7575,3,R-MATCHED/N-MATCHED,fc,direct_topk,600,0.19336732380767757,10.867242195744437,8.847121143450831,1000.0,0,600
7575,3,R-MATCHED/N-MATCHED,fc,direct_topk,1200,0.22343070257876085,10.843420435126877,8.839479758910077,1000.0,0,1200
7575,3,R-MATCHED/N-MATCHED,fc,roi_incident,5,0.22635488002964887,11.310602138205313,9.030206824868072,100.0,0,565
7575,3,R-MATCHED/N-MATCHED,fc,roi_incident,10,0.23509455511886257,10.793814942713016,8.743939089471791,1000.0,1,1105
7575,3,R-MATCHED/N-MATCHED,fc,roi_incident,15,0.2344345553794251,10.869395499203721,8.781013696339588,1000.0,0,1620
7575,3,R-MATCHED/N-MATCHED,sc,direct_topk,100,0.05959985238352512,11.049639374473653,8.977706585374255,1000.0,0,100
7575,3,R-MATCHED/N-MATCHED,sc,direct_topk,300,0.06249946921384594,11.125972657974167,9.034051758479995,1000.0,0,300
7575,3,R-MATCHED/N-MATCHED,sc,direct_topk,600,0.08134920505204539,11.190613175755423,9.156459204557457,1000.0,0,600
7575,3,R-MATCHED/N-MATCHED,sc,direct_topk,1200,0.08147692935685757,11.33731611467953,9.24869991083018,1000.0,0,1200
7575,3,R-MATCHED/N-MATCHED,sc,roi_incident,5,0.11525931493167287,11.085872646562768,9.060771865942908,1000.0,1,565
7575,3,R-MATCHED/N-MATCHED,sc,roi_incident,10,0.09319139511381688,11.271819257168728,9.166614809140995,1000.0,0,1105
7575,3,R-MATCHED/N-MATCHED,sc,roi_incident,15,0.10063238970782658,11.29112579271842,9.174789613118948,1000.0,0,1620
7575,4,R-MATCHED/N-MATCHED,fc,direct_topk,100,0.09511890483573224,11.945703788532722,9.409825088383899,100.0,0,100
7575,4,R-MATCHED/N-MATCHED,fc,direct_topk,300,0.12638964617150755,12.330432750959844,9.625502775766993,100.0,0,300
7575,4,R-MATCHED/N-MATCHED,fc,direct_topk,600,0.13244805393425163,11.7602746199445,9.399806538286699,1000.0,0,600
7575,4,R-MATCHED/N-MATCHED,fc,direct_topk,1200,0.16828474834737966,11.798946504578929,9.355456031049366,1000.0,1,1200
7575,4,R-MATCHED/N-MATCHED,fc,roi_incident,5,0.13162595387926168,12.743938418283475,10.224804990211918,100.0,0,565
7575,4,R-MATCHED/N-MATCHED,fc,roi_incident,10,0.1455575552090651,11.858451614799943,9.468974719957757,1000.0,0,1105
7575,4,R-MATCHED/N-MATCHED,fc,roi_incident,15,0.16480308935867977,11.895965224390356,9.483996299404778,1000.0,0,1620
7575,4,R-MATCHED/N-MATCHED,sc,direct_topk,100,0.04954460154305494,11.731217112376829,9.41882476977275,1000.0,0,100
7575,4,R-MATCHED/N-MATCHED,sc,direct_topk,300,0.02964440456078872,11.864783821973532,9.576288422025305,1000.0,0,300
7575,4,R-MATCHED/N-MATCHED,sc,direct_topk,600,0.04670568556905798,11.932323706554325,9.664178680815057,1000.0,0,600
7575,4,R-MATCHED/N-MATCHED,sc,direct_topk,1200,0.1549127357992854,11.723846593900234,9.476677173608746,1000.0,1,1200
7575,4,R-MATCHED/N-MATCHED,sc,roi_incident,5,0.14886129650886268,12.77243057037978,10.138024249837242,100.0,0,565
7575,4,R-MATCHED/N-MATCHED,sc,roi_incident,10,0.10519829156020298,11.870676629242132,9.481323624412378,1000.0,0,1105
7575,4,R-MATCHED/N-MATCHED,sc,roi_incident,15,0.09880475969065744,11.953220389041032,9.521376124498312,1000.0,0,1620
