model,task,edge_spearman,top100_jaccard,top300_jaccard,roi_top10_jaccard,roi_top20_jaccard,sign_consistency,shared_edge_spearman,specific_edge_spearman
C0,WM,0.08100590461961055,0.5539804996473944,0.5573660186019664,0.5676515851031086,0.5887955321880692,0.7121739130434781,0.053329991240472795,0.04699735430431443
C0,FI,0.09925913808763179,0.125286474017169,0.142708761970017,0.15274337805297558,0.20562426938506456,0.724114865644101,0.06967879505820807,0.07629412742899246
C1,WM,0.16403286049012314,0.12242197261032098,0.13859937524480667,0.16405918145367393,0.2183408233395609,0.6302271940952601,0.18939744599363417,0.13977533784946805
C1,FI,0.2399978920723972,0.09348106903979918,0.109792668541273,0.1431839800342326,0.19960780636125008,0.6578068108802743,0.1739370375761635,0.14857749126111958
